concept_id|concept_name|concept_code
45614822|Myopia, Degenerative|D047728
45614823|Premature Birth|D047928
45614824|Growth and Development|D048788
45614825|Morning Sickness|D048968
45614826|Laser Keratectomy|D048988
45614827|Mongolian Spot|D049328
45614828|Postpartum Period|D049590
45614829|Thyroid Hypoplasia|D050033
45614830|Diet, Carbohydrate-Restricted|D050528
45614831|Fractures, Bone|D050723
45614832|Post-Dural Puncture Headache|D051299
45614833|Lactobacillus rhamnosus|D052201
45614834|Balanitis Xerotica Obliterans|D052798
45614835|Refsum Disease, Infantile|D052919
45614836|Oseltamivir|D053139
45614837|X-Linked Severe Combined Immunodeficiency|D053632
45614838|Tendon Entrapment|D053682
45614839|De Quervain Disease|D053684
45614840|Aspermia|D053714
45614841|Brugada Syndrome|D053840
45614842|Ischemic Contracture|D054061
45614843|Multiple Acyl Coenzyme A Dehydrogenase Deficiency|D054069
45614844|Foramen Ovale, Patent|D054092
45614845|Ventricular Flutter|D054141
45614846|Heart Failure, Diastolic|D054144
45616294|Immotile cilia syndrome, due to defective radial spokes|C536286
45616295|Immotile cilia syndrome, due to excessively long cilia|C536287
45616296|Thymic aplasia|C536288
45616297|Immunoglobulin a deficiency 1|C536290
45616298|Joubert syndrome 1|C536293
45616299|Poikiloderma of Kindler|C536321
45616300|Polyostotic osteolytic dysplasia, hereditary expansile|C536335
45616301|Angiostrongyliasis|C536369
45616302|Aniridia cerebellar ataxia mental deficiency|C536370
45616303|Aniridia, type 2|C536372
45616304|Annular pancreas|C536376
45616305|Progeria short stature pigmented nevi|C536422
45616306|Hereditary renal agenesis|C536482
45616307|Thanatophoric dysplasia, type 1|C536507
45616308|Valinemia|C536524
45616309|Trimethylaminuria|C536561
45616310|Alzheimer disease type 2|C536595
45616311|WDHA syndrome|C536686
45616312|WHIM syndrome|C536697
45616313|Woolly hair, congenital|C536745
45616314|Syphilis, tertiary|C536774
45616315|Syphilitic aseptic meningitis|C536775
45616316|Glutathione synthetase deficiency|C536835
45616317|Tight skin contracture syndrome, lethal|C536920
45616318|Turcot syndrome|C536928
45616319|Complement component 5 deficiency|C537005
45616320|Kaposiform Hemangioendothelioma|C537007
45616321|Focal facial dermal dysplasia|C537068
45616322|Nonpuerperal galactorrhea|C537072
45616323|Febrile Ulceronecrotic Mucha-Habermann disease|C537077
45617818|Endometrial Hyperplasia|D004714
45616324|Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections|C537163
45616325|Familial paroxysmal dystonia|C537180
45616326|Paroxysmal ventricular fibrillation|C537182
45616327|Lamellar ichthyosis, autosomal dominant form|C537263
45616328|Shprintzen Golberg craniosynostosis|C537328
45616329|Silicosiderosis|C537337
45616330|Mesangial sclerosis, diffuse|C537346
45616331|Acute mesenteric ischemia|C537347
45616332|Metatropic dwarfism|C537356
45616333|Arrhinia|C537438
45616334|Meyenburg-Altherr-Uehlinger syndrome|C537574
45616335|Nephronophthisis, familial juvenile|C537699
45616336|Macrodactyly of the hand|C537720
45616337|Lujan Fryns syndrome|C537724
45616338|Oncocytoma, renal|C537750
45616339|Macular dystrophy, retinal, 1, North Carolina type|C537835
45616340|Norrie disease|C537849
45616341|Occipital horn syndrome|C537860
45616342|Bantu siderosis|C537904
45616343|Barber Say syndrome|C537908
45616344|Chromosome 8, trisomy|C537942
45616345|Charcot-Marie-Tooth disease, Type 1C|C537984
45616346|Heterochromia iridis|C538115
45616347|Supraumbilical midabdominal raphe and facial cavernous hemangiomas|C538144
45616348|Acrodysostosis|C538179
45616349|Histidinemia|C538320
45616350|Histidinuria renal tubular defect|C538321
45616351|Panhypopituitarism X-linked|C538613
45616352|OnabotulinumtoxinA|C542870
45616353|AIDS-related Kaposi sarcoma|C554498
45616354|peginesatide|C556270
45616355|alcaftadine|C557708
45616356|trametinib|C560077
45616357|dabrafenib|C561627
45616358|Hepatic Fibrosis, Congenital|C562378
45616359|Dermatosis Papulosa Nigra|C562379
45616360|Bicuspid Aortic Valve|C562388
45616361|Madelung Deformity|C562398
45616362|Corneal Dystrophy, Band-Shaped|C562399
45616363|Hypophosphatasia, Childhood|C562440
45616364|Lipodystrophy, Partial, Acquired|C562448
45616365|Synesthesia|C562460
45616366|Lymphedema, Hereditary, II|C562467
45616367|Hypogammaglobulinemia, X-Linked|C562478
45616368|Hairy Ears|C562484
45616369|Lymphoid Interstitial Pneumonia|C562489
45616370|Cardiac Conduction Defect|C562490
45616371|Diarrhea 3, Secretory Sodium, Congenital|C562576
45616372|Metachromatic Leukodystrophy due to Saposin B Deficiency|C562609
45616373|Ehlers-Danlos Syndrome, Type V|C562622
45616374|Ehlers-Danlos Syndrome, Type VIII|C562626
45616375|Amyloidosis, Primary Cutaneous|C562642
45617794|Diabetic Diet|D003927
45617795|Diazoxide|D003981
45617796|Dicloxacillin|D004009
45617797|Diet, Reducing|D004038
45617798|Dietary Fats|D004041
45617799|Diethylstilbestrol|D004054
45617800|Diflucortolone|D004060
45617801|Digestive System Diseases|D004066
45617802|Digestive System Neoplasms|D004067
45617803|Iodoquinol|D004103
45617804|Diltiazem|D004110
45617805|Disopyramide|D004206
45617806|Dreams|D004325
45617807|Ductus Arteriosus, Patent|D004374
45617808|Dysautonomia, Familial|D004402
45617809|Dysentery, Bacillary|D004405
45617810|Dyspepsia|D004415
45617811|Dysplastic Nevus Syndrome|D004416
45617812|Echovirus Infections|D004457
45617813|Ecthyma|D004473
45617814|Edema|D004487
45617815|Electrophoresis|D004586
45617816|Encephalomalacia|D004678
45617817|Teschen Disease|D004682
45617828|Leukemia, Erythroblastic, Acute|D004915
45617829|Erythroplasia|D004919
45617830|Amifostine|D004999
45617831|Eugenol|D005054
45617832|Exercise Therapy|D005081
45617833|Eye Hemorrhage|D005130
45617834|Family Therapy|D005196
45617835|Fascioliasis|D005211
45617836|Fascioloidiasis|D005213
45617837|Fasting|D005215
45617838|Favism|D005236
45617839|Feces|D005243
45617840|Feline Panleukopenia|D005254
45617841|Avascular Necrosis of Femur Head|D005271
45617842|Fenoprofen|D005279
45617843|Fetal Distress|D005316
45617844|Fetal Monitoring|D005323
45617845|Fibrous Dysplasia of Bone|D005357
45617846|Fistula|D005402
45617847|Flavoxate|D005422
45617848|Fludrocortisone|D005438
45617849|Flupenthixol|D005475
45617850|Fluprednisolone|D005477
45617851|Follicular Cyst|D005497
45617852|Food Analysis|D005504
45617853|Foot Diseases|D005534
45617854|Influenza in Birds|D005585
45617855|Fracture Fixation|D005592
45617856|Fractures, Open|D005597
45617857|Gagging|D005683
45617858|Gallamine|D005703
45617859|Gas Gangrene|D005738
45617860|Gastric Lavage|D005751
45617861|Gastritis|D005756
45617862|Gastritis, Hypertrophic|D005758
45617863|Gastrointestinal Neoplasms|D005770
45617864|Gastrostomy|D005774
45617865|General Adaptation Syndrome|D005790
45617866|Genetic Counseling|D005817
45617867|Genetic Testing|D005820
45617868|Genotype|D005838
45617869|Gerstmann Syndrome|D005862
45617870|Gestonorone Caproate|D005866
45617871|Gestrinone|D005867
45617872|Giardiasis|D005873
45617873|Gingival Diseases|D005882
45617874|Glyburide|D005905
45617875|Glucose|D005947
45617876|Glycerol|D005990
45617877|Calcium Glycerophosphate|D005994
45617878|Glycosuria, Renal|D006030
45617879|Goiter, Substernal|D006045
45617880|Graft vs Host Disease|D006086
45617881|Granulomatous Disease, Chronic|D006105
45617882|Graves Disease|D006111
45617883|Guilt|D006167
45617884|Fetal Hair|D006197
45617885|Halfway Houses|D006208
45617886|Halothane|D006221
45617887|Hand Deformities|D006226
45617888|Hand Injuries|D006230
45617889|Head and Neck Neoplasms|D006258
45617890|Health Education|D006266
45617891|Heart Diseases|D006331
45617892|Hemagglutination Inhibition Tests|D006385
45619324|Scrapie|D012608
45619325|Sebaceous Gland Neoplasms|D012626
45619326|Dermatitis, Seborrheic|D012628
45619327|Serine|D012694
45619328|Setariasis|D012719
45619329|Sex Chromosome Aberrations|D012729
45619330|Sex Offenses|D012742
45619331|Sezary Syndrome|D012751
45619332|Sialography|D012796
45619333|Siderosis|D012806
45619334|Silymarin|D012838
45619335|Sisomicin|D012853
45619336|Sjogren's Syndrome|D012859
45619337|Psychiatric Somatic Therapies|D013000
45619338|Somnambulism|D013009
45619339|Specific Gravity|D013046
45619340|Splenic Rupture|D013161
45619341|Sprue, Tropical|D013182
45619342|Staff Development|D013192
45619350|Gynecologic Surgical Procedures|D013509
45619351|Surgical Procedures, Minor|D013511
45619352|Oral Surgical Procedures, Preprosthetic|D013516
45619353|Syndrome|D013577
45619354|Tachycardia, Ectopic Junctional|D013613
45619355|Tachycardia, Paroxysmal|D013614
45619356|Tachycardia, Supraventricular|D013617
45619357|Tamoxifen|D013629
45619358|Taste|D013649
45619359|Tendon Transfer|D013709
45619360|Tetracaine|D013748
45619361|Thanatophoric Dysplasia|D013796
45619362|Thermography|D013817
45619363|Thiamphenicol|D013839
45619364|Thiethylperazine|D013847
45619365|Thrombasthenia|D013915
45619366|Thrombin Time|D013918
45619367|Thrombocythemia, Essential|D013920
45619368|Thymus Extracts|D013949
45619369|Thyroglossal Cyst|D013955
45619370|Thyroid Neoplasms|D013964
45619371|Tiapride|D013976
45619372|Tin|D014001
45619373|Tolazamide|D014042
45619374|Tolperisone|D014049
45619375|Tongue, Hairy|D014064
45619376|Torticollis|D014103
45619377|Toxoplasmosis|D014123
45619378|Trifluoperazine|D014268
45619379|Trifluridine|D014271
45619380|Triflupromazine|D014273
45619381|Triiodothyronine|D014284
45619382|Trimetazidine|D014292
45619383|Trimethaphan|D014294
45619384|Triprolidine|D014311
45619385|Trismus|D014313
45619386|Tropicamide|D014331
45619387|Trypanosomiasis|D014352
45619388|Tuberculosis, Avian|D014379
45619389|Tuberculosis, Bovine|D014380
45619390|Tuberculosis, Cutaneous|D014382
45619391|Tuberculosis, Male Genital|D014389
45619392|Tuberculosis, Urogenital|D014401
45619393|Typhus, Endemic Flea-Borne|D014437
45619394|Ultrasonic Therapy|D014464
45619395|Urethral Diseases|D014522
45619396|Urethral Stricture|D014525
45619397|Urinary Fistula|D014548
45619398|Urogenital Abnormalities|D014564
45619399|Urologic Diseases|D014570
45619400|Uterine Diseases|D014591
45619401|Varicose Veins|D014648
45619402|Vision Disorders|D014786
45619403|Vitamin B Deficiency|D014804
45619404|Vitamin B 12 Deficiency|D014806
45619405|Vulvar Diseases|D014845
45619406|Vulvar Neoplasms|D014846
45619407|Vulvitis|D014847
45619408|Vulvovaginitis|D014848
45619409|Wechsler Scales|D014888
45619410|Xylose|D014994
45619411|Lightning Injuries|D015168
45619412|Prolactinoma|D015175
45619413|Chorionic Villi Sampling|D015193
45619414|Zellweger Syndrome|D015211
45619415|Zidovudine|D015215
45619416|Ofloxacin|D015242
45619417|Citalopram|D015283
45619418|Pyruvate Carboxylase Deficiency Disease|D015324
45619419|Gene Rearrangement, B-Lymphocyte, Light Chain|D015328
45619420|Typing, Bacterial|D015373
45610293|Interstitial Pneumonitis, Desquamative, Familial|C562470
45610294|Halothane Hepatitis|C562477
45610295|CHARGE Association--Coloboma, Heart Anomaly, Choanal Atresia, Retardation, Genital and Ear Anomalies|C562542
45610296|Cerebellar Hypoplasia|C562568
45610297|Orotic Aciduria II|C562589
45610298|Xeroderma Pigmentosum, Complementation Group B|C562590
45610299|Trehalase Deficiency|C562603
45610300|Cutis Laxa, Autosomal Dominant|C562627
45610301|Acid Phosphatase Deficiency|C562645
45610302|Osseous Heteroplasia, Progressive|C562735
45610303|Glaucoma, Primary Open Angle|C562750
45610304|Nasal Bones, Absence of|C562753
45610305|Thyroid Dyshormonogenesis 3|C562769
45610306|Muscular Atrophy, Ataxia, Retinitis Pigmentosa, and Diabetes Mellitus|C562774
45610307|Hypophosphatemic Rickets, Autosomal Recessive, 1|C562792
45610308|Alacrima|C562827
45610309|Carcinoid Tumors, Intestinal|C562842
45610310|Thromboxane Synthetase Deficiency|C562866
45610311|Complement Factor H Deficiency|C562875
45610312|Hyperbilirubinemia, Conjugated, Type III|C562885
45610313|Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa|C562903
45610314|Micropolygyria with Muscular Dystrophy|C562928
45610315|Splenic Hypoplasia|C563028
45610316|Glaucoma-Related Pigment Dispersion Syndrome|C563184
45610317|Lysine Intolerance|C563201
45610318|Episodic Ataxia, Type 1|C563278
45610319|Nephrolithiasis, Calcium Oxalate|C563477
45610320|Ehlers-Danlos Syndrome, Type VII, Autosomal Recessive|C567527
45610321|dornase alfa|C568813
45610322|Abruptio Placentae|D000037
45610323|Accommodation, Ocular|D000065
45610324|Acebutolol|D000070
45610325|Acetylcysteine|D000111
45610326|Acquired Immunodeficiency Syndrome|D000163
45610327|Acrocephalosyndactylia|D000168
45610328|Acrodynia|D000170
45610329|Actinobacillus Infections|D000189
45610330|Adams-Stokes Syndrome|D000219
45610331|Adenosine|D000241
45610332|Adie Syndrome|D000270
45610333|Fat Pad|D000273
45610334|Administration, Rectal|D000285
45610335|Adrenal Hyperplasia, Congenital|D000312
45610336|Adrenoleukodystrophy|D000326
45610337|Affective Disorders, Psychotic|D000341
45610338|Agammaglobulinemia|D000361
45610339|Agar|D000362
45610340|Alanine|D000409
45610341|Alcohol Drinking|D000428
45610342|Alleles|D000483
45610343|Allylestrenol|D000500
45610344|Alopecia Areata|D000506
45610345|Alveolar Ridge Augmentation|D000540
45610346|Alveolitis, Extrinsic Allergic|D000542
45610347|Amblyopia|D000550
45610348|Amebiasis|D000562
45610349|Amelogenesis Imperfecta|D000567
45610350|Aminopyrine|D000632
45610351|Amnesia|D000647
45610354|Amputation, Traumatic|D000673
45610355|Amyl Nitrite|D000680
45610356|Anemia, Dyserythropoietic, Congenital|D000742
45610357|Anemia, Refractory|D000753
45610358|Anemia, Refractory, with Excess of Blasts|D000754
45610359|Anethole Trithione|D000781
45610360|Angiomatosis|D000798
45610361|Animal Cruelty|D000827
45610362|Olfaction Disorders|D000857
45610363|Anthrax|D000881
45610364|Antimony Potassium Tartrate|D000966
45610365|Anxiety, Separation|D001010
45610366|Eating Disorders|D001068
45610367|Aprindine|D001073
45610368|Arenaviridae Infections|D001117
45610369|Arsenic|D001151
45610370|Arteriosclerosis Obliterans|D001162
45610371|Arteritis|D001167
45610372|Articulation Disorders|D001184
45610373|Ascites|D001201
45610374|Ascorbic Acid Deficiency|D001206
45610375|Pulmonary Atelectasis|D001261
45610376|Athetosis|D001264
45610377|Auscultation|D001314
45610378|Azathioprine|D001379
45610379|Bacitracin|D001414
45610380|Baclofen|D001418
45611811|Hemoglobinuria, Paroxysmal|D006457
45611812|Hemoperfusion|D006464
45611813|Hemoperitoneum|D006465
45611814|Hemorrhage|D006470
45611815|Heparin|D006493
45611816|Hepatitis, Alcoholic|D006519
45611817|Hip Fractures|D006620
45611818|Deltaretrovirus Infections|D006800
45611819|Hydrocephalus, Normal Pressure|D006850
45611820|Hydrogen|D006859
45611821|Hyperglycemia|D006943
45611822|Hyperostosis, Cortical, Congenital|D006958
45611823|Hyperparathyroidism|D006961
45611824|Disorders of Excessive Somnolence|D006970
45611825|Hyperthermia, Induced|D006979
45611826|Hypertrichosis|D006983
45611827|Hyphema|D006988
45611828|Hypotrichosis|D007039
45611829|Iatrogenic Disease|D007049
45611830|Illusions|D007088
45611831|Imipramine|D007099
45611832|Immersion Foot|D007102
45611833|Immunoassay|D007118
45611834|Immunoelectrophoresis, Two-Dimensional|D007123
45611835|Income|D007182
45611836|Indapamide|D007190
45611837|Indigotindisulfonate|D007203
45611838|Indomethacin|D007213
45611839|Infant Care|D007224
45611840|Infant, Postmature|D007233
45611841|Intrathecal Injections|D007278
45611842|Insemination, Artificial|D007315
45611843|Interferon-gamma|D007371
45611844|Intrinsic Factor|D007437
45611845|Iontophoresis|D007478
45611846|Iophendylate|D007481
45611847|Ipecac|D007486
45611848|Ipodate|D007487
45611849|Iprindole|D007488
45611850|Isoelectric Focusing|D007525
45611851|Isosorbide|D007547
45611852|Isoxsuprine|D007556
45611853|Joint Instability|D007593
45611854|Kallikreins|D007610
45611855|Aprotinin|D007611
45611856|Keratitis, Dendritic|D007635
45611857|Keratotomy, Radial|D007646
45611858|Ketamine|D007649
45611859|Klinefelter Syndrome|D007713
45611860|Labor Stage, First|D007747
45611861|Lactobacillus acidophilus|D007779
45611862|Language Development Disorders|D007805
45611863|Language Disorders|D007806
45611864|Laparotomy|D007813
45611865|Larva Migrans, Visceral|D007816
45611866|Ambidexterity|D007839
45611867|Latex Fixation Tests|D007841
45611868|Laughter|D007845
45611869|Lecithin Acyltransferase Deficiency|D007863
45611870|Leg Length Inequality|D007870
45611871|Legionnaires' Disease|D007877
45611872|Leukemia, Hairy Cell|D007943
45611873|Leukemia, Lymphoid|D007945
45611874|Leukomalacia, Periventricular|D007969
45611875|Levodopa|D007980
45611876|Gonadotropin-Releasing Hormone|D007987
45611877|Lidoflazine|D008013
45611878|Lincomycin|D008034
45611879|Hyperlipoproteinemia Type I|D008072
45611880|Liposarcoma|D008080
45611881|Liver Cirrhosis|D008103
45611882|Liver Diseases|D008107
45611883|Loneliness|D008132
45611884|Lordosis|D008141
45611885|Louping Ill|D008146
45611886|Lupus Vulgaris|D008177
45611887|Lymphangiectasis|D008200
45611888|Lymphogranuloma Venereum|D008219
45611889|Macrostomia|D008265
45611890|Magnesium Sulfate|D008278
45611891|Malocclusion, Angle Class I|D008311
45611892|Mansonelliasis|D008368
45611893|Mastocytosis|D008415
45611894|Mebendazole|D008463
45611895|Mediastinoscopy|D008481
45611896|Meigs Syndrome|D008539
45611897|Mephobarbital|D008618
45611898|Mepivacaine|D008619
45611899|Thiopronine|D008625
45611900|Metformin|D008687
45611901|Methapyrilene|D008701
45611902|Metergoline|D008711
45611903|Methicillin Sodium|D008712
45611904|Methyldopa|D008750
45611905|Micrognathism|D008844
45611906|Molecular Sequence Data|D008969
45611907|Mucopolysaccharidosis IV|D009085
45613332|Thoracic Diseases|D013896
45613333|Thoracoplasty|D013905
45613334|Thoracostomy|D013907
45613335|Thrombophlebitis|D013924
45613336|Thyroid Crisis|D013958
45613337|Thyroid Extract, Desiccated|D013962
45613338|Thyrotropin|D013972
45613339|Tidal Volume|D013990
45613340|Tinea Capitis|D014006
45613341|Microglossia|D014059
45613342|Tonsillar Cancer|D014067
45613343|Tonsillitis|D014069
45613344|Tooth Erosion|D014077
45613345|Transduction, Genetic|D014161
45613346|Transformation, Genetic|D014170
45613347|Illegal Migrants|D014171
45613348|Transplantation, Homologous|D014184
45613349|Transplantation, Isogeneic|D014185
45613350|Transsexualism|D014189
45613351|Trematoda|D014200
45613352|Tremor|D014202
45613353|Trench Fever|D014205
45613354|Treponemal Infections|D014211
45613355|Triage|D014218
45613356|Triamcinolone|D014221
45613357|Triazolam|D014229
45613358|Trichomonas Vaginitis|D014247
45613359|Trichotillomania|D014256
45613360|Triclosan|D014260
45613361|Tricuspid Valve Insufficiency|D014262
45613362|Trimeprazine|D014291
45613363|Tryptophan Metabolism Alterations|D014364
45613364|Tryptophan Metabolism Alterations|D014364
45613365|Tuberculin Test|D014374
45613366|Tuberculosis, Osteoarticular|D014394
45613367|Peritonitis, Tuberculous|D014395
45613368|Tuberculosis, Renal|D014398
45613369|Tuberculosis, Spinal|D014399
45613370|Tubocurarine|D014403
45613371|Ultrasonography|D014463
45613372|Uracil|D014498
45613376|Vagotomy, Proximal Gastric|D014629
45613377|Valine|D014633
45613378|Vasectomy|D014659
45613379|Vasopressin (USP)|D014667
45613380|Cerebral Ventriculography|D014695
45613381|Vibrio Infections|D014735
45613382|Virilism|D014770
45613383|Vision Tests|D014787
45613384|Vital Capacity|D014797
45613385|Vitamin D Deficiency|D014808
45613386|Vitamin E Deficiency|D014811
45613387|Vitrectomy|D014821
45613388|Vocal Cord Paralysis|D014826
45613389|Warts|D014860
45613390|Water Intoxication|D014869
45613391|Waterhouse-Friderichsen Syndrome|D014884
45613392|Whole-Body Irradiation|D014916
45613393|Whooping Cough|D014917
45613394|Wissler's Syndrome|D014924
45613395|Wounds, Penetrating|D014950
45613396|6-Mercaptopurine|D015122
45613397|Vagotomy, Truncal|D015167
45613398|Gamete Intrafallopian Transfer|D015181
45613399|Lymphatic Radiation Therapy|D015182
45613400|Blood Glucose Self-Monitoring|D015190
45613401|Arthritis, Gouty|D015210
45613402|Mycobacterium avium-intracellulare Infection|D015270
45613403|Octreotide|D015282
45613404|Ventilator Weaning|D015300
45613405|Cefotiam|D015310
45613406|Cefmetazole|D015311
45613407|Fructose-1,6-Diphosphatase Deficiency|D015319
45613408|Vision Screening|D015351
45613409|Eye Enucleation|D015353
45613410|Retinal Artery Occlusion|D015356
45613411|Rhytidoplasty|D015361
45613412|Cilastatin|D015377
45613413|Gastrinoma|D015408
45613414|Leprosy, Tuberculoid|D015441
45613415|Leukemia, Biphenotypic, Acute|D015456
45613416|Leukemia-Lymphoma, Adult T-Cell|D015459
45613417|HIV Antibodies|D015483
45613418|Frontal Sinusitis|D015522
45613419|AIDS Dementia Complex|D015526
45613420|Mohs Surgery|D015580
45613421|Respiratory System Abnormalities|D015619
45613422|Electrocardiography, Ambulatory|D015716
45613423|Bepridil|D015764
45613424|Glaucoma, Angle-Closure|D015812
45613425|Enophthalmos|D015841
45614847|Acute Radiation Syndrome|D054508
45614848|Persistent Hyperplastic Primary Vitreous|D054514
45614849|Vertebroplasty|D054854
45614850|Wolf-Hirschhorn Syndrome|D054877
45614851|Antley-Bixler Syndrome, Autosomal Dominant|D054882
45614852|Nephrogenic Fibrosing Dermopathy|D054989
45614853|Spondylosis|D055009
45614854|Endometrial Ablation Techniques|D055356
45614855|Uterine Artery Embolization|D055357
45614856|Lung Injury|D055370
45614857|Secondary Prevention|D055502
45614858|Grape Seed Extract|D056604
45614859|Vulvodynia|D056650
45614860|Yellow Nail Syndrome|D056684
45614861|Argininosuccinic Aciduria|D056807
45614862|Upper Extremity Deep Vein Thrombosis|D056824
45614863|Renal Colic|D056844
45614864|Shellfish Poisoning|D057096
45614865|Recreation Therapy|D057173
45614866|Social Stigma|D057545
45614867|Kashin-Beck Disease|D057767
45614868|Intermittent Urethral Catheterization|D057928
45614869|Arthroplasty, Replacement, Elbow|D057929
45614870|Dent Disease|D057973
45614871|Bacterial Count|D058491
45614872|Sotos Syndrome|D058495
45614873|Single Umbilical Artery|D058529
45614874|Pycnodysostosis|D058631
45614875|Exsanguination|D058734
45614877|Drug-Seeking Behavior|D058999
45614878|Tachypnea|D059246
45614879|Chilaiditi Syndrome|D059269
45614880|Petrositis|D059270
45614881|Pregnancy, Quintuplet|D059288
45614882|Cerebral Small Vessel Diseases|D059345
45614883|Pinguecula|D059407
45614884|Occupational Injuries|D060051
45614885|Lobomycosis|D060368
45614886|Hypoglossal Nerve Injuries|D061228
45614887|Nasal Septal Perforation|D061270
45614888|Chlamydial Pneumonia|D061387
45614889|Abdominoplasty|D061645
45614890|Organophosphate Poisoning|D062025
45614891|Drug Overdose|D062787
45614892|Corneal Pachymetry|D063171
45614893|Fibrin Clot Lysis Time|D063285
45614894|Tympanosclerosis|D063371
45614895|Binge Drinking|D063425
45614896|Sodium Selenate|D064586
45614897|Racepinephrine|D064705
45614898|NU|Q000451
45614899|clobenzorex|C000490
45614900|benfluorex|C001584
45614901|polydihydroxydimethyldiphenylmethanedisulfonic acid|C001716
45614902|bismuth subgallate|C002170
45614903|febarbamate|C003087
45614904|proxyphylline|C003237
45614905|triclofos|C004345
45614906|guaiazulene|C004451
45614907|butalbital|C004470
45614908|benzarone|C004528
45614909|carbinoxamine|C004649
45614910|clorophene|C004660
45614911|clofexamide|C004687
45614912|lachesine|C005089
45614913|nitroxoline|C005308
45614914|proxymetacaine|C005717
45614915|thenyldiamine|C005822
45614916|normethadone|C005845
45614917|troxerutin|C005865
45614918|vanillyl-N-nonylamide|C005871
45614919|phenothrin|C006166
45614920|allylpropymal|C006470
45614921|althiazide|C006480
45614922|arachis oil|C006621
45614923|chlorthenoxazin|C007032
45614924|cycloadiphenine|C007183
45614925|dichloralantipyrine|C007333
45614926|dipipanone|C007527
45614927|fluorexon|C007740
45614928|hordenine|C007964
45614929|isometheptene|C008192
45614930|oxolamine|C008735
45614931|piperine|C008922
45614932|alginic acid|C008970
45614933|Scarlet Red|C009213
45614934|triclocarban|C009540
45614935|piperidolate|C010293
45614936|clofedanol|C010432
45614937|glucometacin|C010581
45614938|ifenprodil|C010739
45614939|oxetorone|C011962
45614940|terlipressin|C012078
45614941|pseudoisocytidine|C012518
45614942|butibufen|C012797
45614943|cholinophyllin|C012839
45614944|monofluorophosphate|C012980
45614945|acetylglycyrrhetinic acid|C013384
45614946|promestriene|C013657
45616376|Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency|C562657
45616377|Brown Oculocutaneous Albinism|C562662
45616378|Glucoglycinuria|C562670
45616379|Myopathy, Congenital|C562697
45616380|Blepharochalasis And Double Lip|C562742
45616381|Splenoportal Vascular Anomalies|C562761
45616382|Esophageal Ring, Lower|C562765
45616383|Hypothyroidism, Autoimmune|C562768
45616384|Hypoparathyroidism, X-Linked|C562782
45616385|Hypercalciuric Hypocalcemia, Familial|C562783
45616386|Precocious Puberty, Central|C562787
45616387|Dihydropyrimidinase Deficiency|C562815
45616388|Glutaric Aciduria III|C562818
45616389|Milia, Multiple Eruptive|C562823
45616390|Megalocornea|C562829
45616391|Breast Cancer, Familial|C562840
45616392|Heparin Cofactor II Deficiency|C562865
45616393|Carboxypeptidase N Deficiency|C562876
45616394|Prune Belly Syndrome with Pulmonic Stenosis, Mental Retardation, and Deafness|C562894
45616395|Oligosynaptic Infertility|C562902
45616396|Muscular Dystrophy, Scapulohumeral|C562932
45616397|Myopathy with Abnormal Lipid Metabolism|C562935
45616398|Metachondromatosis|C562938
45616399|Telecanthus|C562941
45616400|Cervical Vertebrae, Agenesis Of|C562952
45616401|Cranioectodermal Dysplasia|C562966
45616402|Dysosteosclerosis|C562973
45616403|Amastia|C562989
45616404|Hypercalcemia, Infantile|C562999
45616405|Hypochondrogenesis|C563007
45616406|Alpha-Thalassemia Myelodysplasia Syndrome|C563023
45616407|Amish Brittle Hair Brain Syndrome|C563036
45616408|Myotonia Congenita, Autosomal Recessive|C563040
45616409|Epidermolysis Bullosa Pruriginosa|C563192
45616410|Ribose 5-Phosphate Isomerase Deficiency|C563212
45616411|Prepapillary Vascular Loops|C563287
45616412|Complement Factor D Deficiency|C565027
45616413|Actinic Prurigo|C566780
45616414|Deafness, Unilateral|C567079
45616415|Congenital Disorder Of Glycosylation, Type IIA|C567892
45616416|phenyl acetate|C570634
45616417|follitropin beta|C571802
45616418|Abdominal Neoplasms|D000008
45616419|Abnormalities, Multiple|D000015
45616420|Acetaminophen|D000082
45616421|Acetyldigitoxin|D000112
45616422|Achondroplasia|D000130
45616423|Actinobacillosis|D000187
45616424|Spectinomycin|D000198
45616425|Addison Disease|D000224
45616426|Adoption|D000300
45616427|Adrenocortical Hyperfunction|D000308
45616428|Adrenalectomy|D000315
45616429|Afferent Loop Syndrome|D000343
45616430|African Horse Sickness|D000355
45616431|Agonistic Behavior|D000378
45616432|Alcohol Withdrawal Delirium|D000430
45616433|Allantoin|D000481
45616434|Alprazolam|D000525
45616435|Ambulatory Surgical Procedures|D000556
45616436|Pain Insensitivity, Congenital|D000699
45616437|Anemia, Neonatal|D000751
45616438|Anesthesia, Local|D000772
45616439|Angioedema|D000799
45616440|Anorexia Nervosa|D000856
45616441|Antilymphocyte Immunoglobulin|D000961
45616442|Aortopulmonary Septal Defect|D001028
45616443|Apudoma|D001079
45616444|Arbovirus Infections|D001102
45616445|Arcus Senilis|D001112
45616446|Arnold-Chiari Malformation|D001139
45616447|Arrhythmia, Sinus|D001146
45616448|Art Therapy|D001155
45616449|Ascorbic Acid|D001205
45616450|Astrocytoma|D001254
