id|drug|RxNorm_Preferred_Term|HOI|MedDRA_Preferred_Term|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
2326|1308216|Lisinopril|35708070|Gastrointestinal inflammation|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2327|1308216|Lisinopril|35708070|Gastrointestinal inflammation|aers_ebgm||5|0.746999979|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2328|1308216|Lisinopril|35708070|Gastrointestinal inflammation|aers_eb05||5|0.2399999946|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2329|1308216|Lisinopril|36211269|Tendonitis|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
2330|1308216|Lisinopril|36211269|Tendonitis|aers_ebgm||5|0.2549999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2331|1308216|Lisinopril|36211269|Tendonitis|aers_eb05||5|0.1110000014|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2332|1308216|Lisinopril|36919209|Sleep disorder|aers_report_count||5|34|https://open.fda.gov/drug/event/reference/|COUNT
2333|1308216|Lisinopril|36919209|Sleep disorder|aers_ebgm||5|0.8360000253|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2334|1308216|Lisinopril|36919209|Sleep disorder|aers_eb05||5|0.6269999743|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2335|1308216|Lisinopril|37119655|Infertility female|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2336|1308216|Lisinopril|37119655|Infertility female|aers_ebgm||5|0.4099999964|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2337|1308216|Lisinopril|37119655|Infertility female|aers_eb05||5|0.0930000022|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2338|1308216|Lisinopril|35506691|Polydipsia|aers_report_count||5|9|https://open.fda.gov/drug/event/reference/|COUNT
2339|1308216|Lisinopril|35506691|Polydipsia|aers_ebgm||5|1.3799999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2340|1308216|Lisinopril|35506691|Polydipsia|aers_eb05||5|0.7870000005|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2341|1308216|Lisinopril|37019443|Urine abnormality|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2342|1308216|Lisinopril|37019443|Urine abnormality|aers_ebgm||5|0.875|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2343|1308216|Lisinopril|37019443|Urine abnormality|aers_eb05||5|0.2809999883|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2344|1308216|Lisinopril|36718004|Cerebral thrombosis|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2345|1308216|Lisinopril|36718004|Cerebral thrombosis|aers_ebgm||5|0.6600000262|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2346|1308216|Lisinopril|36718004|Cerebral thrombosis|aers_eb05||5|0.2119999975|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2347|1308216|Lisinopril|35305999|Congenital musculoskeletal anomaly|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2348|1308216|Lisinopril|35305999|Congenital musculoskeletal anomaly|aers_ebgm||5|1.2899999619|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2349|1308216|Lisinopril|35305999|Congenital musculoskeletal anomaly|aers_eb05||5|0.4140000045|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2350|1308216|Lisinopril|35506609|Diabetes mellitus|aers_report_count||5|116|https://open.fda.gov/drug/event/reference/|COUNT
2351|1308216|Lisinopril|35506609|Diabetes mellitus|aers_ebgm||5|1.1000000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2352|1308216|Lisinopril|35506609|Diabetes mellitus|aers_eb05||5|0.9449999928|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2353|1308216|Lisinopril|35506521|Diabetic neuropathy|aers_report_count||5|19|https://open.fda.gov/drug/event/reference/|COUNT
2354|1308216|Lisinopril|35506521|Diabetic neuropathy|aers_ebgm||5|2.3199999332|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2355|1308216|Lisinopril|35506521|Diabetic neuropathy|aers_eb05||5|1.5800000429|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2356|1308216|Lisinopril|35104853|Infectious mononucleosis|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2357|1308216|Lisinopril|35104853|Infectious mononucleosis|aers_ebgm||5|0.4289999902|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2358|1308216|Lisinopril|35104853|Infectious mononucleosis|aers_eb05||5|0.0970000029|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2359|1308216|Lisinopril|35607053|Keratitis|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
2360|1308216|Lisinopril|35607053|Keratitis|aers_ebgm||5|0.3140000105|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2361|1308216|Lisinopril|35607053|Keratitis|aers_eb05||5|0.1360000074|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2362|1308216|Lisinopril|35707700|Diverticulitis|aers_report_count||5|12|https://open.fda.gov/drug/event/reference/|COUNT
2363|1308216|Lisinopril|35707700|Diverticulitis|aers_ebgm||5|0.6129999757|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2364|1308216|Lisinopril|35707700|Diverticulitis|aers_eb05||5|0.3759999871|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2365|1308216|Lisinopril|35708561|Lip disorder|aers_report_count||5|11|https://open.fda.gov/drug/event/reference/|COUNT
2366|1308216|Lisinopril|35708561|Lip disorder|aers_ebgm||5|3.4500000477|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2367|1308216|Lisinopril|35708561|Lip disorder|aers_eb05||5|2.0699999332|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2368|1308216|Lisinopril|37119529|Prostatitis|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2369|1308216|Lisinopril|37119529|Prostatitis|aers_ebgm||5|0.871999979|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2370|1308216|Lisinopril|37119529|Prostatitis|aers_eb05||5|0.4120000005|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2371|1308216|Lisinopril|35104715|Red blood cell abnormality|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2372|1308216|Lisinopril|35104715|Red blood cell abnormality|aers_ebgm||5|0.5170000196|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2373|1308216|Lisinopril|35104715|Red blood cell abnormality|aers_eb05||5|0.1659999937|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2374|1308216|Lisinopril|35406391|Tinnitus|aers_report_count||5|73|https://open.fda.gov/drug/event/reference/|COUNT
2375|1308216|Lisinopril|35406391|Tinnitus|aers_ebgm||5|0.9700000286|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2376|1308216|Lisinopril|35406391|Tinnitus|aers_eb05||5|0.7979999781|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2377|1308216|Lisinopril|35606950|Lacrimation increased|aers_report_count||5|17|https://open.fda.gov/drug/event/reference/|COUNT
2378|1308216|Lisinopril|35606950|Lacrimation increased|aers_ebgm||5|1.0900000334|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2379|1308216|Lisinopril|35606950|Lacrimation increased|aers_eb05||5|0.72299999|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2380|1308216|Lisinopril|35305435|Vascular anomaly|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
2381|1308216|Lisinopril|35305435|Vascular anomaly|aers_ebgm||5|1.4800000191|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2382|1308216|Lisinopril|35305435|Vascular anomaly|aers_eb05||5|0.7429999709|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2383|1308216|Lisinopril|35104847|Pulmonary eosinophilia|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2384|1308216|Lisinopril|35104847|Pulmonary eosinophilia|aers_ebgm||5|0.2980000079|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2385|1308216|Lisinopril|35104847|Pulmonary eosinophilia|aers_eb05||5|0.0670000017|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2386|1310149|Warfarin|36818651|Hydrops foetalis|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2387|1310149|Warfarin|36818651|Hydrops foetalis|aers_ebgm||5|1.3799999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2388|1310149|Warfarin|36818651|Hydrops foetalis|aers_eb05||5|0.4420000017|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2389|1310149|Warfarin|35205197|Stress cardiomyopathy|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2390|1310149|Warfarin|35205197|Stress cardiomyopathy|aers_ebgm||5|0.3149999976|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2391|1310149|Warfarin|35205197|Stress cardiomyopathy|aers_eb05||5|0.0710000023|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2392|1310149|Warfarin|36009735|Dermatitis contact|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2393|1310149|Warfarin|36009735|Dermatitis contact|aers_ebgm||5|0.1410000026|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2394|1310149|Warfarin|36009735|Dermatitis contact|aers_eb05||5|0.0670000017|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2395|1310149|Warfarin|36516904|Intervertebral disc degeneration|aers_report_count||5|9|https://open.fda.gov/drug/event/reference/|COUNT
2396|1310149|Warfarin|36516904|Intervertebral disc degeneration|aers_ebgm||5|0.5590000153|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2397|1310149|Warfarin|36516904|Intervertebral disc degeneration|aers_eb05||5|0.3179999888|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2398|1310149|Warfarin|36919157|Schizophreniform disorder|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2399|1310149|Warfarin|36919157|Schizophreniform disorder|aers_ebgm||5|0.3619999886|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2400|1310149|Warfarin|36919157|Schizophreniform disorder|aers_eb05||5|0.0820000023|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2401|1310149|Warfarin|37019456|Nephrolithiasis|aers_report_count||5|48|https://open.fda.gov/drug/event/reference/|COUNT
2402|1310149|Warfarin|37019456|Nephrolithiasis|aers_ebgm||5|0.7519999743|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2403|1310149|Warfarin|37019456|Nephrolithiasis|aers_eb05||5|0.5910000205|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2404|1308216|Lisinopril|35707865|Haematemesis|aers_report_count||5|24|https://open.fda.gov/drug/event/reference/|COUNT
2405|1308216|Lisinopril|35707865|Haematemesis|aers_ebgm||5|0.4120000005|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2406|1308216|Lisinopril|35707865|Haematemesis|aers_eb05||5|0.2919999957|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2407|1308216|Lisinopril|36315061|Electroencephalogram abnormal|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
2408|1308216|Lisinopril|36315061|Electroencephalogram abnormal|aers_ebgm||5|0.4309999943|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2409|1308216|Lisinopril|36315061|Electroencephalogram abnormal|aers_eb05||5|0.2169999927|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2410|1310149|Warfarin|35707732|Pancreatic disorder|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
2411|1310149|Warfarin|35707732|Pancreatic disorder|aers_ebgm||5|0.3359999955|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2412|1310149|Warfarin|35707732|Pancreatic disorder|aers_eb05||5|0.1459999979|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2413|1310149|Warfarin|36110472|Breast abscess|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2414|1310149|Warfarin|36110472|Breast abscess|aers_ebgm||5|0.7450000048|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2415|1310149|Warfarin|36110472|Breast abscess|aers_eb05||5|0.1689999998|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2416|1310149|Warfarin|36211073|Multiple fractures|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2417|1310149|Warfarin|36211073|Multiple fractures|aers_ebgm||5|0.2360000014|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2418|1310149|Warfarin|36211073|Multiple fractures|aers_eb05||5|0.0759999976|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2419|1308216|Lisinopril|37219921|Pulmonary haemorrhage|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
2420|1308216|Lisinopril|37219921|Pulmonary haemorrhage|aers_ebgm||5|0.2099999934|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2421|1308216|Lisinopril|37219921|Pulmonary haemorrhage|aers_eb05||5|0.0810000002|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2422|1308216|Lisinopril|35104457|Central nervous system lymphoma|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2423|1308216|Lisinopril|35104457|Central nervous system lymphoma|aers_ebgm||5|0.7889999747|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2424|1308216|Lisinopril|35104457|Central nervous system lymphoma|aers_eb05||5|0.1790000051|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2425|1308216|Lisinopril|35506624|Glucose tolerance impaired|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2426|1308216|Lisinopril|35506624|Glucose tolerance impaired|aers_ebgm||5|0.2569999993|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2427|1308216|Lisinopril|35506624|Glucose tolerance impaired|aers_eb05||5|0.0579999983|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2428|1308216|Lisinopril|35909682|Metastases to liver|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
2429|1308216|Lisinopril|35909682|Metastases to liver|aers_ebgm||5|0.2680000067|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2430|1308216|Lisinopril|35909682|Metastases to liver|aers_eb05||5|0.1169999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2431|1308216|Lisinopril|35506488|Metastases to adrenals|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2432|1308216|Lisinopril|35506488|Metastases to adrenals|aers_ebgm||5|0.6840000153|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2433|1308216|Lisinopril|35506488|Metastases to adrenals|aers_eb05||5|0.1550000012|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2434|1308216|Lisinopril|35607262|Blepharospasm|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2435|1308216|Lisinopril|35607262|Blepharospasm|aers_ebgm||5|0.4210000038|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2436|1308216|Lisinopril|35607262|Blepharospasm|aers_eb05||5|0.0949999988|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2437|1308216|Lisinopril|35306050|Congenital central nervous system anomaly|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2438|1308216|Lisinopril|35306050|Congenital central nervous system anomaly|aers_ebgm||5|1.1499999762|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2439|1308216|Lisinopril|35306050|Congenital central nervous system anomaly|aers_eb05||5|0.3689999878|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2440|1308216|Lisinopril|35607142|Optic neuritis|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2441|1308216|Lisinopril|35607142|Optic neuritis|aers_ebgm||5|0.3959999979|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2442|1308216|Lisinopril|35607142|Optic neuritis|aers_eb05||5|0.1870000064|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2443|1308216|Lisinopril|35607494|Optic nerve disorder|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2444|1308216|Lisinopril|35607494|Optic nerve disorder|aers_ebgm||5|0.7070000172|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2445|1308216|Lisinopril|35607494|Optic nerve disorder|aers_eb05||5|0.2269999981|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2446|1308216|Lisinopril|35909418|Cholangitis|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2447|1308216|Lisinopril|35909418|Cholangitis|aers_ebgm||5|0.6399999857|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2448|1308216|Lisinopril|35909418|Cholangitis|aers_eb05||5|0.3019999862|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2449|1308216|Lisinopril|35909475|Jaundice hepatocellular|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2450|1308216|Lisinopril|35909475|Jaundice hepatocellular|aers_ebgm||5|1.0700000525|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2451|1308216|Lisinopril|35909475|Jaundice hepatocellular|aers_eb05||5|0.2419999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2452|1308216|Lisinopril|37219880|Pulmonary vascular disorder|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2453|1308216|Lisinopril|37219880|Pulmonary vascular disorder|aers_ebgm||5|1.1200000048|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2454|1308216|Lisinopril|37219880|Pulmonary vascular disorder|aers_eb05||5|0.3610000014|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2455|1308216|Lisinopril|37521159|Dialysis|aers_report_count||5|66|https://open.fda.gov/drug/event/reference/|COUNT
2456|1308216|Lisinopril|37521159|Dialysis|aers_ebgm||5|1.9900000095|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2457|1308216|Lisinopril|37521159|Dialysis|aers_eb05||5|1.6200000048|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2458|1308216|Lisinopril|36110233|Staphylococcal scalded skin syndrome|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2459|1308216|Lisinopril|36110233|Staphylococcal scalded skin syndrome|aers_ebgm||5|1.8200000525|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2460|1308216|Lisinopril|36110233|Staphylococcal scalded skin syndrome|aers_eb05||5|0.5839999914|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2461|1308216|Lisinopril|37019292|Nephrotic syndrome|aers_report_count||5|16|https://open.fda.gov/drug/event/reference/|COUNT
2462|1308216|Lisinopril|37019292|Nephrotic syndrome|aers_ebgm||5|1.1000000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2463|1308216|Lisinopril|37019292|Nephrotic syndrome|aers_eb05||5|0.7220000029|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2464|1308216|Lisinopril|35707759|Gastric disorder|aers_report_count||5|26|https://open.fda.gov/drug/event/reference/|COUNT
2465|1308216|Lisinopril|35707759|Gastric disorder|aers_ebgm||5|1.3799999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2466|1308216|Lisinopril|35707759|Gastric disorder|aers_eb05||5|0.9890000224|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2467|1308216|Lisinopril|35708202|Nausea|aers_report_count||5|516|https://open.fda.gov/drug/event/reference/|COUNT
2468|1308216|Lisinopril|35708202|Nausea|aers_ebgm||5|0.6949999928|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2469|1308216|Lisinopril|35708202|Nausea|aers_eb05||5|0.6460000277|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2470|1308216|Lisinopril|35707631|Tooth abscess|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2471|1308216|Lisinopril|35707631|Tooth abscess|aers_ebgm||5|0.2590000033|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2472|1308216|Lisinopril|35707631|Tooth abscess|aers_eb05||5|0.0829999968|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2473|1308216|Lisinopril|36110782|Tuberculosis|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2474|1308216|Lisinopril|36110782|Tuberculosis|aers_ebgm||5|0.1319999993|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2475|1308216|Lisinopril|36110782|Tuberculosis|aers_eb05||5|0.0299999993|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2476|1308216|Lisinopril|36617247|Haemangioma|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2477|1308216|Lisinopril|36617247|Haemangioma|aers_ebgm||5|0.4620000124|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2478|1308216|Lisinopril|36617247|Haemangioma|aers_eb05||5|0.1049999967|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2479|1308216|Lisinopril|36718038|Carotid artery stenosis|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
2480|1308216|Lisinopril|36718038|Carotid artery stenosis|aers_ebgm||5|0.5619999766|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2481|1308216|Lisinopril|36718038|Carotid artery stenosis|aers_eb05||5|0.2829999924|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2482|1308216|Lisinopril|37119659|Azoospermia|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2483|1308216|Lisinopril|37119659|Azoospermia|aers_ebgm||5|1.1699999571|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2484|1308216|Lisinopril|37119659|Azoospermia|aers_eb05||5|0.3740000129|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2485|1308216|Lisinopril|35305953|Talipes|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2486|1308216|Lisinopril|35305953|Talipes|aers_ebgm||5|2.0899999142|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2487|1308216|Lisinopril|35305953|Talipes|aers_eb05||5|0.9879999757|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2488|1308216|Lisinopril|35708746|Glossodynia|aers_report_count||5|10|https://open.fda.gov/drug/event/reference/|COUNT
2489|1308216|Lisinopril|35708746|Glossodynia|aers_ebgm||5|0.7390000224|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2490|1308216|Lisinopril|35708746|Glossodynia|aers_eb05||5|0.4339999855|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2491|1308216|Lisinopril|36211097|Ankle fracture|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
2492|1308216|Lisinopril|36211097|Ankle fracture|aers_ebgm||5|0.3269999921|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2493|1308216|Lisinopril|36211097|Ankle fracture|aers_eb05||5|0.126000002|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2494|1308216|Lisinopril|36110852|Adenovirus infection|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2495|1308216|Lisinopril|36110852|Adenovirus infection|aers_ebgm||5|0.7929999828|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2496|1308216|Lisinopril|36110852|Adenovirus infection|aers_eb05||5|0.1800000072|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2497|1308216|Lisinopril|35204924|Arrhythmia|aers_report_count||5|92|https://open.fda.gov/drug/event/reference/|COUNT
2498|1308216|Lisinopril|35204924|Arrhythmia|aers_ebgm||5|0.8870000243|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2499|1308216|Lisinopril|35204924|Arrhythmia|aers_eb05||5|0.7450000048|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2500|1308216|Lisinopril|35205281|Hypertrophic cardiomyopathy|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2501|1308216|Lisinopril|35205281|Hypertrophic cardiomyopathy|aers_ebgm||5|0.5199999809|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2502|1308216|Lisinopril|35205281|Hypertrophic cardiomyopathy|aers_eb05||5|0.1180000007|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2503|1310149|Warfarin|36110257|Pneumonia pneumococcal|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2504|1310149|Warfarin|36110257|Pneumonia pneumococcal|aers_ebgm||5|0.3050000072|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2505|1310149|Warfarin|36110257|Pneumonia pneumococcal|aers_eb05||5|0.0689999983|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2506|1308216|Lisinopril|37019287|Glomerulonephritis proliferative|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2507|1308216|Lisinopril|37019287|Glomerulonephritis proliferative|aers_ebgm||5|1.1299999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2508|1308216|Lisinopril|37019287|Glomerulonephritis proliferative|aers_eb05||5|0.3619999886|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2509|1310149|Warfarin|37119535|Artificial menopause|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2510|1310149|Warfarin|37119535|Artificial menopause|aers_ebgm||5|1.2300000191|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
2511|1310149|Warfarin|37119535|Artificial menopause|aers_eb05||5|0.2790000141|http://www.ncbi.nlm.nih.gov/pubmed/23657824|EB05
2512|1310149|Warfarin|35204912|Bundle branch block right|aers_report_count||5|11|https://open.fda.gov/drug/event/reference/|COUNT
2513|1310149|Warfarin|35204912|Bundle branch block right|aers_ebgm||5|0.4410000145|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|EBGM
