id|drug|RxNorm_Preferred_term|HOI|MedDRA_Preferred_Term
1310149-36110140|1310149|Warfarin|36110140|Haemophilus infection
1310149-36110540|1310149|Warfarin|36110540|Device related infection
1308216-36718157|1308216|Lisinopril|36718157|Dementia Alzheimer's type
1308216-37622537|1308216|Lisinopril|37622537|Arteritis
1308216-36211111|1308216|Lisinopril|36211111|Facial bones fracture
1308216-36517016|1308216|Lisinopril|36517016|Lipoma
1308216-35406308|1308216|Lisinopril|35406308|Ear disorder
1308216-36919162|1308216|Lisinopril|36919162|Schizophrenia, paranoid type
1308216-36718510|1308216|Lisinopril|36718510|Grand mal convulsion
1308216-36416560|1308216|Lisinopril|36416560|Calcium metabolism disorder
1308216-35809118|1308216|Lisinopril|35809118|Developmental delay
1308216-35506537|1308216|Lisinopril|35506537|Diabetic nephropathy
1310149-35707989|1310149|Warfarin|35707989|Appendicitis
1308216-36211101|1308216|Lisinopril|36211101|Foot fracture
1310149-35708372|1310149|Warfarin|35708372|Steatorrhoea
1308216-36009754|1308216|Lisinopril|36009754|Toxic epidermal necrolysis
1308216-36110698|1308216|Lisinopril|36110698|Peritonsillar abscess
1308216-35104841|1308216|Lisinopril|35104841|Gastroenteritis eosinophilic
1308216-35708208|1308216|Lisinopril|35708208|Vomiting
1308216-35708362|1308216|Lisinopril|35708362|Varices oesophageal
1308216-35707584|1308216|Lisinopril|35707584|Benign colonic neoplasm
1308216-35205374|1308216|Lisinopril|35205374|Pericarditis
1308216-35205232|1308216|Lisinopril|35205232|Fluid overload
1308216-35708070|1308216|Lisinopril|35708070|Gastrointestinal inflammation
1308216-36211269|1308216|Lisinopril|36211269|Tendonitis
1308216-36919209|1308216|Lisinopril|36919209|Sleep disorder
1308216-37119655|1308216|Lisinopril|37119655|Infertility female
1308216-35506691|1308216|Lisinopril|35506691|Polydipsia
1308216-37019443|1308216|Lisinopril|37019443|Urine abnormality
1308216-36718004|1308216|Lisinopril|36718004|Cerebral thrombosis
1308216-35305999|1308216|Lisinopril|35305999|Congenital musculoskeletal anomaly
1308216-35506609|1308216|Lisinopril|35506609|Diabetes mellitus
1308216-35506521|1308216|Lisinopril|35506521|Diabetic neuropathy
1308216-35104853|1308216|Lisinopril|35104853|Infectious mononucleosis
1308216-35607053|1308216|Lisinopril|35607053|Keratitis
1308216-35707700|1308216|Lisinopril|35707700|Diverticulitis
1308216-35708561|1308216|Lisinopril|35708561|Lip disorder
1308216-37119529|1308216|Lisinopril|37119529|Prostatitis
1308216-35104715|1308216|Lisinopril|35104715|Red blood cell abnormality
1308216-35406391|1308216|Lisinopril|35406391|Tinnitus
1308216-35606950|1308216|Lisinopril|35606950|Lacrimation increased
1308216-35305435|1308216|Lisinopril|35305435|Vascular anomaly
1308216-35104847|1308216|Lisinopril|35104847|Pulmonary eosinophilia
1310149-36818651|1310149|Warfarin|36818651|Hydrops foetalis
1310149-35205197|1310149|Warfarin|35205197|Stress cardiomyopathy
1310149-36009735|1310149|Warfarin|36009735|Dermatitis contact
1310149-36516904|1310149|Warfarin|36516904|Intervertebral disc degeneration
1310149-36919157|1310149|Warfarin|36919157|Schizophreniform disorder
1310149-37019456|1310149|Warfarin|37019456|Nephrolithiasis
1308216-35707865|1308216|Lisinopril|35707865|Haematemesis
1308216-36315061|1308216|Lisinopril|36315061|Electroencephalogram abnormal
1310149-35707732|1310149|Warfarin|35707732|Pancreatic disorder
1310149-36110472|1310149|Warfarin|36110472|Breast abscess
1310149-36211073|1310149|Warfarin|36211073|Multiple fractures
1308216-37219921|1308216|Lisinopril|37219921|Pulmonary haemorrhage
1308216-35104457|1308216|Lisinopril|35104457|Central nervous system lymphoma
1308216-35506624|1308216|Lisinopril|35506624|Glucose tolerance impaired
1308216-35909682|1308216|Lisinopril|35909682|Metastases to liver
1308216-35506488|1308216|Lisinopril|35506488|Metastases to adrenals
1308216-35607262|1308216|Lisinopril|35607262|Blepharospasm
1308216-35306050|1308216|Lisinopril|35306050|Congenital central nervous system anomaly
1308216-35607142|1308216|Lisinopril|35607142|Optic neuritis
1308216-35607494|1308216|Lisinopril|35607494|Optic nerve disorder
1308216-35909418|1308216|Lisinopril|35909418|Cholangitis
1308216-35909475|1308216|Lisinopril|35909475|Jaundice hepatocellular
1308216-37219880|1308216|Lisinopril|37219880|Pulmonary vascular disorder
1308216-37521159|1308216|Lisinopril|37521159|Dialysis
1308216-36110233|1308216|Lisinopril|36110233|Staphylococcal scalded skin syndrome
1308216-37019292|1308216|Lisinopril|37019292|Nephrotic syndrome
1308216-35707759|1308216|Lisinopril|35707759|Gastric disorder
1308216-35708202|1308216|Lisinopril|35708202|Nausea
1308216-35707631|1308216|Lisinopril|35707631|Tooth abscess
1308216-36110782|1308216|Lisinopril|36110782|Tuberculosis
1308216-36617247|1308216|Lisinopril|36617247|Haemangioma
1308216-36718038|1308216|Lisinopril|36718038|Carotid artery stenosis
1308216-37119659|1308216|Lisinopril|37119659|Azoospermia
1308216-35305953|1308216|Lisinopril|35305953|Talipes
1308216-35708746|1308216|Lisinopril|35708746|Glossodynia
1308216-36211097|1308216|Lisinopril|36211097|Ankle fracture
1308216-36110852|1308216|Lisinopril|36110852|Adenovirus infection
1308216-35204924|1308216|Lisinopril|35204924|Arrhythmia
1308216-35205281|1308216|Lisinopril|35205281|Hypertrophic cardiomyopathy
1310149-36110257|1310149|Warfarin|36110257|Pneumonia pneumococcal
1308216-37019287|1308216|Lisinopril|37019287|Glomerulonephritis proliferative
1310149-37119535|1310149|Warfarin|37119535|Artificial menopause
1310149-35204912|1310149|Warfarin|35204912|Bundle branch block right
1310149-36211215|1310149|Warfarin|36211215|Concussion
1310149-36416561|1310149|Warfarin|36416561|Chondrocalcinosis pyrophosphate
1308216-36718338|1308216|Lisinopril|36718338|Nervous system disorder
1310149-36211099|1310149|Warfarin|36211099|Femur fracture
1310149-35205136|1310149|Warfarin|35205136|Patent ductus arteriosus
1310149-36110533|1310149|Warfarin|36110533|Vulvovaginitis
1308216-37119745|1308216|Lisinopril|37119745|Vaginal haemorrhage
1308216-35305548|1308216|Lisinopril|35305548|Microtia
1308216-35506534|1308216|Lisinopril|35506534|Retinopathy proliferative
1308216-37119540|1308216|Lisinopril|37119540|Postmenopausal haemorrhage
1308216-36416595|1308216|Lisinopril|36416595|Hypokalaemia
1308216-36718391|1308216|Lisinopril|36718391|Complex regional pain syndrome
1308216-36416529|1308216|Lisinopril|36416529|Feeding disorder neonatal
1308216-37220014|1308216|Lisinopril|37220014|Epistaxis
1308216-36110540|1308216|Lisinopril|36110540|Device related infection
1308216-35506790|1308216|Lisinopril|35506790|Hyperthyroidism
1308216-35708154|1308216|Lisinopril|35708154|Abdominal pain
1308216-36211303|1308216|Lisinopril|36211303|Injury
1308216-36211133|1308216|Lisinopril|36211133|Radius fracture
1308216-36009859|1308216|Lisinopril|36009859|Amyloidosis
1308216-35708171|1308216|Lisinopril|35708171|Dysphagia
1308216-36211129|1308216|Lisinopril|36211129|Clavicle fracture
1308216-35708158|1308216|Lisinopril|35708158|Abdominal rigidity
1308216-35809320|1308216|Lisinopril|35809320|Adverse event
1308216-36009711|1308216|Lisinopril|36009711|Hypersensitivity
1308216-36009743|1308216|Lisinopril|36009743|Milk allergy
1308216-36211474|1308216|Lisinopril|36211474|Wrong drug administered
1308216-36617158|1308216|Lisinopril|36617158|Fibrocystic breast disease
1308216-37119476|1308216|Lisinopril|37119476|Breast mass
1308216-36211499|1308216|Lisinopril|36211499|Anaesthetic complication
1308216-36110630|1308216|Lisinopril|36110630|Bacteraemia
1308216-36211131|1308216|Lisinopril|36211131|Hand fracture
1308216-35708322|1308216|Lisinopril|35708322|Peptic ulcer
1308216-35909525|1308216|Lisinopril|35909525|Cirrhosis alcoholic
1308216-36516812|1308216|Lisinopril|36516812|Arthralgia
1308216-35606824|1308216|Lisinopril|35606824|Cataract
1308216-35707864|1308216|Lisinopril|35707864|Gastrointestinal haemorrhage
1308216-36211268|1308216|Lisinopril|36211268|Tendon rupture
1308216-36110089|1308216|Lisinopril|36110089|Lyme disease
1310149-35104306|1310149|Warfarin|35104306|Jaundice
1310149-35506624|1310149|Warfarin|35506624|Glucose tolerance impaired
1308216-35809136|1308216|Lisinopril|35809136|Ill-defined disorder
1310149-35708071|1310149|Warfarin|35708071|Gastrointestinal toxicity
1310149-36517122|1310149|Warfarin|36517122|Bursitis
1308216-36416532|1308216|Lisinopril|36416532|Malnutrition
1310149-35104098|1310149|Warfarin|35104098|Nephrogenic anaemia
1308216-35707820|1308216|Lisinopril|35707820|Barrett's oesophagus
1308216-35506810|1308216|Lisinopril|35506810|Thyroid cyst
1310149-36110201|1310149|Warfarin|36110201|Pseudomonas infection
1310149-36110665|1310149|Warfarin|36110665|Impetigo
1310149-35707861|1310149|Warfarin|35707861|Rectal haemorrhage
1310149-36516906|1310149|Warfarin|36516906|Intervertebral disc displacement
1310149-37119582|1310149|Warfarin|37119582|Penile oedema
1308216-35205190|1308216|Lisinopril|35205190|Myocardial ischaemia
1310149-35708070|1310149|Warfarin|35708070|Gastrointestinal inflammation
1310149-36110523|1310149|Warfarin|36110523|Salpingitis
1310149-36110532|1310149|Warfarin|36110532|Vulvitis
1310149-35205391|1310149|Warfarin|35205391|Pericardial haemorrhage
1310149-37622417|1310149|Warfarin|37622417|Venous insufficiency
1310149-35104286|1310149|Warfarin|35104286|Anaemia haemolytic autoimmune
1308216-36919125|1308216|Lisinopril|36919125|Alcoholism
1310149-36516876|1310149|Warfarin|36516876|Muscular weakness
1310149-36818761|1310149|Warfarin|36818761|Neonatal respiratory distress syndrome
1308216-35306168|1308216|Lisinopril|35306168|Renal dysplasia
1310149-35708009|1310149|Warfarin|35708009|Giardiasis
1308216-36110265|1308216|Lisinopril|36110265|Streptococcal infection
1310149-35506711|1310149|Warfarin|35506711|Carcinoid tumour of the appendix
1310149-36009724|1310149|Warfarin|36009724|Stevens-Johnson syndrome
1310149-36110199|1310149|Warfarin|36110199|Pseudomonal sepsis
1308216-35607345|1308216|Lisinopril|35607345|Papilloedema
1308216-35809365|1308216|Lisinopril|35809365|Alcohol withdrawal syndrome
1310149-35607305|1310149|Warfarin|35607305|Miosis
1310149-36316074|1310149|Warfarin|36316074|Sputum abnormal
1310149-36617609|1310149|Warfarin|36617609|Uterine neoplasm
1310149-36718228|1310149|Warfarin|36718228|Diplegia
1310149-36211203|1310149|Warfarin|36211203|Splenic haematoma
1310149-36919091|1310149|Warfarin|36919091|Borderline personality disorder
1310149-36516909|1310149|Warfarin|36516909|Sciatica
1308216-36516905|1308216|Lisinopril|36516905|Intervertebral disc disorder
1308216-36315262|1308216|Lisinopril|36315262|Body height decreased
1308216-36718566|1308216|Lisinopril|36718566|Sleep apnoea syndrome
1310149-35607006|1310149|Warfarin|35607006|Eye haemorrhage
1310149-35506682|1310149|Warfarin|35506682|Pituitary tumour benign
1308216-35809072|1308216|Lisinopril|35809072|Asthenia
1308216-36315274|1308216|Lisinopril|36315274|Breath sounds abnormal
1308216-37622472|1308216|Lisinopril|37622472|Peripheral embolism
1308216-36718132|1308216|Lisinopril|36718132|Headache
1308216-35506747|1308216|Lisinopril|35506747|Hyperparathyroidism secondary
1308216-35708153|1308216|Lisinopril|35708153|Flatulence
1308216-36110704|1308216|Lisinopril|36110704|Rhinitis
1308216-36718093|1308216|Lisinopril|36718093|Parosmia
1308216-36211298|1308216|Lisinopril|36211298|Fat embolism
1308216-35708177|1308216|Lisinopril|35708177|Hyperphagia
1308216-37019326|1308216|Lisinopril|37019326|Hypertensive nephropathy
1308216-35506742|1308216|Lisinopril|35506742|Hypercalcaemia
1308216-35205387|1308216|Lisinopril|35205387|Pericardial disease
1308216-37219844|1308216|Lisinopril|37219844|Pulmonary fibrosis
1308216-36919103|1308216|Lisinopril|36919103|Hyperventilation
1308216-35707765|1308216|Lisinopril|35707765|Gastrointestinal injury
1308216-37622403|1308216|Lisinopril|37622403|Arteriosclerosis
1308216-37220005|1308216|Lisinopril|37220005|Laryngeal stenosis
1308216-35708538|1308216|Lisinopril|35708538|Pancreatic carcinoma
1310149-37420362|1310149|Warfarin|37420362|Economic problem
1310149-36718353|1310149|Warfarin|36718353|Crying
1310149-37220054|1310149|Warfarin|37220054|Pharyngeal oedema
1310149-37420502|1310149|Warfarin|37420502|Inadequate diet
1310149-37622465|1310149|Warfarin|37622465|Deep vein thrombosis
1308216-35306206|1308216|Lisinopril|35306206|Phimosis
1310149-37119643|1310149|Warfarin|37119643|Oedema genital
1308216-36818711|1308216|Lisinopril|36818711|Complication of pregnancy
1310149-36718449|1310149|Warfarin|36718449|Urinary incontinence
1310149-35205240|1310149|Warfarin|35205240|Cardiac failure
1310149-35707984|1310149|Warfarin|35707984|Abscess intestinal
1310149-35708318|1310149|Warfarin|35708318|Oesophageal ulcer
1310149-36211691|1310149|Warfarin|36211691|Procedural hypotension
1310149-35607337|1310149|Warfarin|35607337|Vitreous opacities
1310149-35205316|1310149|Warfarin|35205316|Chordae tendinae rupture
1310149-36211529|1310149|Warfarin|36211529|Phlebitis
1308216-36617945|1308216|Lisinopril|36617945|Skin cancer
1308216-35607452|1308216|Lisinopril|35607452|Accommodation disorder
1308216-36009755|1308216|Lisinopril|36009755|Toxic skin eruption
1308216-35809040|1308216|Lisinopril|35809040|Hyperthermia malignant
1308216-36211710|1308216|Lisinopril|36211710|Wound dehiscence
1308216-37320256|1308216|Lisinopril|37320256|Varicose ulceration
1308216-35305756|1308216|Lisinopril|35305756|Congenital cytomegalovirus infection
1308216-37622534|1308216|Lisinopril|37622534|Secondary hypertension
1308216-36918855|1308216|Lisinopril|36918855|Generalised anxiety disorder
1308216-37219907|1308216|Lisinopril|37219907|Cough
1308216-36617163|1308216|Lisinopril|36617163|Breast cancer female
1308216-36211068|1308216|Lisinopril|36211068|Fracture nonunion
1308216-35205185|1308216|Lisinopril|35205185|Chest pain
1308216-36516888|1308216|Lisinopril|36516888|Rhabdomyolysis
1308216-36211285|1308216|Lisinopril|36211285|Arthropod bite
1308216-35909442|1308216|Lisinopril|35909442|Cholecystitis acute
1308216-36211402|1308216|Lisinopril|36211402|Spinal cord injury
1308216-35506610|1308216|Lisinopril|35506610|Diabetes mellitus inadequate control
1308216-35607489|1308216|Lisinopril|35607489|Scotoma
1308216-36416516|1308216|Lisinopril|36416516|Eating disorder
1308216-36416670|1308216|Lisinopril|36416670|Enzyme abnormality
1308216-36718169|1308216|Lisinopril|36718169|Autism
1308216-36718201|1308216|Lisinopril|36718201|Extrapyramidal disorder
1308216-36211073|1308216|Lisinopril|36211073|Multiple fractures
1308216-35607370|1308216|Lisinopril|35607370|Retinal detachment
1308216-37320311|1308216|Lisinopril|37320311|Hair disorder
1310149-35305407|1310149|Warfarin|35305407|Coarctation of the aorta
1310149-35606942|1310149|Warfarin|35606942|Corneal disorder
1308216-36009880|1308216|Lisinopril|36009880|Immune system disorder
1308216-36110320|1308216|Lisinopril|36110320|Bronchopulmonary aspergillosis
1310149-36211680|1310149|Warfarin|36211680|Post procedural haematoma
1308216-35506777|1308216|Lisinopril|35506777|Thyroid disorder
1308216-35607121|1308216|Lisinopril|35607121|Eye inflammation
1310149-35809136|1310149|Warfarin|35809136|Ill-defined disorder
1310149-36009915|1310149|Warfarin|36009915|Temporal arteritis
1310149-35205257|1310149|Warfarin|35205257|Left ventricular failure
1310149-35205190|1310149|Warfarin|35205190|Myocardial ischaemia
1310149-35606985|1310149|Warfarin|35606985|Glaucoma
1310149-36718014|1310149|Warfarin|36718014|Intraventricular haemorrhage neonatal
1310149-36110978|1310149|Warfarin|36110978|Progressive multifocal leukoencephalopathy
1308216-36516927|1308216|Lisinopril|36516927|Lumbar spinal stenosis
1310149-36918937|1310149|Warfarin|36918937|Delirium
1308216-35406319|1308216|Lisinopril|35406319|Ear pain
1308216-35708318|1308216|Lisinopril|35708318|Oesophageal ulcer
1308216-36110915|1308216|Lisinopril|36110915|Herpes simplex
1310149-36718530|1310149|Warfarin|36718530|Epilepsy
1310149-37119544|1310149|Warfarin|37119544|Menstrual disorder
1308216-36516937|1308216|Lisinopril|36516937|Deformity thorax
1310149-35104271|1310149|Warfarin|35104271|Sickle cell anaemia with crisis
1310149-35707691|1310149|Warfarin|35707691|Tooth loss
1308216-36818682|1308216|Lisinopril|36818682|Premature labour
1310149-35708051|1310149|Warfarin|35708051|Gastritis alcoholic
1310149-35707694|1310149|Warfarin|35707694|Diverticulum intestinal
1310149-35708179|1310149|Warfarin|35708179|Incontinence
1310149-36718338|1310149|Warfarin|36718338|Nervous system disorder
1310149-35708159|1310149|Warfarin|35708159|Abdominal tenderness
1310149-35909418|1310149|Warfarin|35909418|Cholangitis
1310149-35306151|1310149|Warfarin|35306151|Congenital cystic kidney disease
1310149-35607050|1310149|Warfarin|35607050|Corneal oedema
1308216-35607160|1308216|Lisinopril|35607160|Retinal oedema
1308216-35809248|1308216|Lisinopril|35809248|Procedural pain
1310149-36110298|1310149|Warfarin|36110298|Chlamydial infection
1308216-36918911|1308216|Lisinopril|36918911|Post-traumatic stress disorder
1308216-37019385|1308216|Lisinopril|37019385|Urethral disorder
1310149-36109964|1310149|Warfarin|36109964|Bacterial disease carrier
1310149-35607189|1310149|Warfarin|35607189|Eye injury
1308216-35104275|1308216|Lisinopril|35104275|Thalassaemia
1308216-36211688|1308216|Lisinopril|36211688|Postoperative wound complication
1310149-35708069|1310149|Warfarin|35708069|Gastroenteritis radiation
1310149-35708394|1310149|Warfarin|35708394|Gastrointestinal neoplasm
1310149-36312750|1310149|Warfarin|36312750|Scan abdomen abnormal
1310149-35205107|1310149|Warfarin|35205107|Pulmonary valve stenosis congenital
1310149-35406430|1310149|Warfarin|35406430|Otitis media acute
1310149-35406308|1310149|Warfarin|35406308|Ear disorder
1308216-37420585|1308216|Lisinopril|37420585|Social problem
1308216-35104339|1308216|Lisinopril|35104339|Acute lymphocytic leukaemia
1310149-37622545|1310149|Warfarin|37622545|Varicose vein
1310149-35708597|1310149|Warfarin|35708597|Oral herpes
1310149-36211128|1310149|Warfarin|36211128|Sternal fracture
1310149-36211076|1310149|Warfarin|36211076|Pathological fracture
1310149-36211439|1310149|Warfarin|36211439|Radiation injury
1308216-37320102|1308216|Lisinopril|37320102|Dermatitis bullous
1308216-35708138|1308216|Lisinopril|35708138|Gastrointestinal sounds abnormal
1310149-35104224|1310149|Warfarin|35104224|Haematological malignancy
1310149-35204985|1310149|Warfarin|35204985|Ventricular tachycardia
1310149-35506777|1310149|Warfarin|35506777|Thyroid disorder
1308216-37019409|1308216|Lisinopril|37019409|Urinary hesitation
1308216-37622394|1308216|Lisinopril|37622394|Aortic arteriosclerosis
1310149-35104071|1310149|Warfarin|35104071|Pernicious anaemia
1310149-35104405|1310149|Warfarin|35104405|Hodgkin's disease
1308216-36211159|1308216|Lisinopril|36211159|Chemical poisoning
1310149-36111047|1310149|Warfarin|36111047|Viral infection
1308216-36516728|1308216|Lisinopril|36516728|Bone disorder
1310149-36313476|1310149|Warfarin|36313476|White blood cell count decreased
1310149-36617308|1310149|Warfarin|36617308|Neoplasm
1310149-36517151|1310149|Warfarin|36517151|Tenosynovitis
1308216-35607488|1308216|Lisinopril|35607488|Hemianopia homonymous
1310149-35708100|1310149|Warfarin|35708100|Constipation
1308216-37220059|1308216|Lisinopril|37220059|Tonsillar disorder
1308216-35506764|1308216|Lisinopril|35506764|Autoimmune thyroiditis
1310149-35205168|1310149|Warfarin|35205168|Coronary artery occlusion
1310149-35607410|1310149|Warfarin|35607410|Retinal artery occlusion
1310149-35708208|1310149|Warfarin|35708208|Vomiting
1310149-37019354|1310149|Warfarin|37019354|Renal embolism
1308216-36818783|1308216|Lisinopril|36818783|Oligohydramnios
1308216-35306167|1308216|Lisinopril|35306167|Renal aplasia
1310149-36718589|1310149|Warfarin|36718589|Neurogenic bladder
1310149-36110716|1310149|Warfarin|36110716|Cystitis
1310149-35708730|1310149|Warfarin|35708730|Glossitis
1310149-35607096|1310149|Warfarin|35607096|Eyelid oedema
1310149-35708106|1310149|Warfarin|35708106|Gastrooesophageal reflux disease
1310149-35205202|1310149|Warfarin|35205202|Endocarditis bacterial
1308216-35104100|1308216|Lisinopril|35104100|Aplasia pure red cell
1308216-35607461|1308216|Lisinopril|35607461|Presbyopia
1308216-36009814|1308216|Lisinopril|36009814|Cutaneous lupus erythematosus
1308216-36416496|1308216|Lisinopril|36416496|Acidosis
1310149-36211665|1310149|Warfarin|36211665|Iatrogenic injury
1310149-36416593|1310149|Warfarin|36416593|Hyperkalaemia
1310149-36516858|1310149|Warfarin|36516858|Restless legs syndrome
1308216-37622465|1308216|Lisinopril|37622465|Deep vein thrombosis
1308216-36718167|1308216|Lisinopril|36718167|Senile dementia
1308216-35506494|1308216|Lisinopril|35506494|Diabetic ketoacidosis
1308216-36718045|1308216|Lisinopril|36718045|Cerebrovascular disorder
1308216-37220007|1308216|Lisinopril|37220007|Stridor
1308216-36110693|1308216|Lisinopril|36110693|Laryngitis
1308216-36110722|1308216|Lisinopril|36110722|Pyelonephritis
1308216-35104461|1308216|Lisinopril|35104461|Lymphoma
1308216-35205002|1308216|Lisinopril|35205002|Heart injury
1308216-37219865|1308216|Lisinopril|37219865|Pneumothorax
1308216-35708640|1308216|Lisinopril|35708640|Mouth ulceration
1308216-35607354|1308216|Lisinopril|35607354|Orbital oedema
1308216-37019275|1308216|Lisinopril|37019275|Urogenital disorder
1308216-36718067|1308216|Lisinopril|36718067|Transient ischaemic attack
1308216-36718285|1308216|Lisinopril|36718285|Coordination abnormal
1308216-35707667|1308216|Lisinopril|35707667|Tooth discolouration
1308216-36516822|1308216|Lisinopril|36516822|Cervicobrachial syndrome
1308216-36718540|1308216|Lisinopril|36718540|Status epilepticus
1308216-36718244|1308216|Lisinopril|36718244|Quadriplegia
1308216-37119537|1308216|Lisinopril|37119537|Menopausal symptoms
1308216-35506493|1308216|Lisinopril|35506493|Diabetic complication
1308216-36818788|1308216|Lisinopril|36818788|Placental disorder
1308216-35809074|1308216|Lisinopril|35809074|Chronic fatigue syndrome
1308216-35607110|1308216|Lisinopril|35607110|Eye infection
1310149-36211197|1310149|Warfarin|36211197|Maternal drugs affecting foetus
1310149-36919033|1310149|Warfarin|36919033|Bipolar disorder
1310149-37219872|1310149|Warfarin|37219872|Pulmonary infarction
1310149-37522318|1310149|Warfarin|37522318|Coronary artery bypass
1310149-36313968|1310149|Warfarin|36313968|Laboratory test abnormal
1310149-35607013|1310149|Warfarin|35607013|Optic ischaemic neuropathy
1310149-35708538|1310149|Warfarin|35708538|Pancreatic carcinoma
1310149-36211101|1310149|Warfarin|36211101|Foot fracture
1310149-36516728|1310149|Warfarin|36516728|Bone disorder
1310149-35607441|1310149|Warfarin|35607441|Blindness
1310149-35809079|1310149|Warfarin|35809079|Malaise
1310149-35809134|1310149|Warfarin|35809134|Hyperhidrosis
1310149-35809166|1310149|Warfarin|35809166|Swelling
1310149-36313950|1310149|Warfarin|36313950|X-ray abnormal
1310149-36718230|1310149|Warfarin|36718230|Hemiplegia
1308216-36009823|1308216|Lisinopril|36009823|Systemic lupus erythematosus
1310149-36919051|1310149|Warfarin|36919051|Premenstrual syndrome
1308216-36718163|1308216|Lisinopril|36718163|Dementia
1308216-36718568|1308216|Lisinopril|36718568|Dyssomnia
1308216-36919033|1308216|Lisinopril|36919033|Bipolar disorder
1310149-36617292|1310149|Warfarin|36617292|Carcinoma in situ
1308216-35809041|1308216|Lisinopril|35809041|Hypothermia
1310149-36211383|1310149|Warfarin|36211383|Blister
1310149-35104763|1310149|Warfarin|35104763|Lymphoedema
1310149-36110677|1310149|Warfarin|36110677|Pyoderma
1308216-35406375|1308216|Lisinopril|35406375|Hyperacusis
1310149-35506587|1310149|Warfarin|35506587|Menstruation irregular
1310149-35708256|1310149|Warfarin|35708256|Volvulus
1310149-35909425|1310149|Warfarin|35909425|Bile duct obstruction
1310149-37019449|1310149|Warfarin|37019449|Nocturia
1310149-36718422|1310149|Warfarin|36718422|Dysphonia
1310149-36818730|1310149|Warfarin|36818730|Small for dates baby
1308216-36718586|1308216|Lisinopril|36718586|Myelopathy
1308216-36919202|1308216|Lisinopril|36919202|Sexual dysfunction
1308216-36617375|1308216|Lisinopril|36617375|Brain neoplasm malignant
1310149-35104740|1310149|Warfarin|35104740|Lymphadenitis
1310149-35406441|1310149|Warfarin|35406441|Tympanic membrane disorder
1310149-35305889|1310149|Warfarin|35305889|Hypertelorism of orbit
1310149-36617219|1310149|Warfarin|36617219|Metastases to central nervous system
1310149-37622446|1310149|Warfarin|37622446|Shock
1310149-36718238|1310149|Warfarin|36718238|Paraplegia
1310149-35205230|1310149|Warfarin|35205230|Ascites
1308216-37119656|1308216|Lisinopril|37119656|Infertility male
1308216-35205044|1308216|Lisinopril|35205044|Orthopnoea
1308216-35607441|1308216|Lisinopril|35607441|Blindness
1310149-36110575|1310149|Warfarin|36110575|Tick-borne fever
1310149-35708154|1310149|Warfarin|35708154|Abdominal pain
1310149-35506610|1310149|Warfarin|35506610|Diabetes mellitus inadequate control
1310149-35809123|1310149|Warfarin|35809123|Dyshidrosis
1310149-35104859|1310149|Warfarin|35104859|Lymphocytosis
1310149-37320268|1310149|Warfarin|37320268|Alopecia
1310149-35909435|1310149|Warfarin|35909435|Biliary tract disorder
1310149-36211263|1310149|Warfarin|36211263|Muscle strain
1308216-36818821|1308216|Lisinopril|36818821|Twin pregnancy
1308216-36818761|1308216|Lisinopril|36818761|Neonatal respiratory distress syndrome
1308216-35606985|1308216|Lisinopril|35606985|Glaucoma
1308216-36211650|1308216|Lisinopril|36211650|Complications of bone marrow transplant
1308216-35104897|1308216|Lisinopril|35104897|White blood cell disorder
1308216-35606966|1308216|Lisinopril|35606966|Eyelid disorder
1308216-35809386|1308216|Lisinopril|35809386|Mass
1310149-35305718|1310149|Warfarin|35305718|Macroglossia
1310149-35506530|1310149|Warfarin|35506530|Diabetic retinopathy
1308216-36110123|1308216|Lisinopril|36110123|Escherichia infection
1308216-36718279|1308216|Lisinopril|36718279|Reflexes abnormal
1308216-37320295|1308216|Lisinopril|37320295|Nail disorder
1308216-37019346|1308216|Lisinopril|37019346|Renal artery arteriosclerosis
1308216-36313957|1308216|Lisinopril|36313957|Blood test abnormal
1308216-36009773|1308216|Lisinopril|36009773|Rhinitis allergic
1308216-36416578|1308216|Lisinopril|36416578|Nephrogenic diabetes insipidus
1308216-36718463|1308216|Lisinopril|36718463|Polyneuropathy
1308216-36718472|1308216|Lisinopril|36718472|Mononeuritis
1308216-35205286|1308216|Lisinopril|35205286|Restrictive cardiomyopathy
1310149-35809130|1310149|Warfarin|35809130|Flushing
1308216-35707824|1308216|Lisinopril|35707824|Gastric mucosal hypertrophy
1308216-37320122|1308216|Lisinopril|37320122|Skin disorder
1308216-35104698|1308216|Lisinopril|35104698|Polycythaemia
1308216-35607421|1308216|Lisinopril|35607421|Retinal vein occlusion
1310149-35205029|1310149|Warfarin|35205029|Haemoptysis
1310149-35607367|1310149|Warfarin|35607367|Retinal degeneration
1310149-35708711|1310149|Warfarin|35708711|Salivary gland enlargement
1308216-35205315|1308216|Lisinopril|35205315|Cardiomegaly
1308216-35606849|1308216|Lisinopril|35606849|Symblepharon
1310149-36211222|1310149|Warfarin|36211222|Subdural haematoma
1310149-36315910|1310149|Warfarin|36315910|Smear cervix abnormal
1308216-35205223|1308216|Lisinopril|35205223|Endocarditis
1308216-35205255|1308216|Lisinopril|35205255|Acute pulmonary oedema
1310149-37119467|1310149|Warfarin|37119467|Breast atrophy
1310149-35306050|1310149|Warfarin|35306050|Congenital central nervous system anomaly
1310149-35707750|1310149|Warfarin|35707750|Abdominal injury
1310149-36517125|1310149|Warfarin|36517125|Synovitis
1310149-36718313|1310149|Warfarin|36718313|Apallic syndrome
