"PreferredSubstance","RxNORM","NUI","NDFRT_LABEL","DRUGBANK_CA","DRUGBANK_BIO2RDF"
"BUSPIRONE","http://purl.bioontology.org/ontology/RXNORM/1827","http://purl.bioontology.org/ontology/NDFRT/N0000007480","Buspirone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00490","http://bio2rdf.org/drugbank:DB00490"
"BUSULFAN","http://purl.bioontology.org/ontology/RXNORM/1828","http://purl.bioontology.org/ontology/NDFRT/N0000147076","BUSULFAN","http://www.drugbank.ca/drugs/DB01008","http://bio2rdf.org/drugbank:DB01008"
"BUSULFAN","http://purl.bioontology.org/ontology/RXNORM/1828","http://purl.bioontology.org/ontology/NDFRT/N0000007483","Busulfan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01008","http://bio2rdf.org/drugbank:DB01008"
"BUTORPHANOL","http://purl.bioontology.org/ontology/RXNORM/1841","http://purl.bioontology.org/ontology/NDFRT/N0000147743","BUTORPHANOL","http://www.drugbank.ca/drugs/DB00611","http://bio2rdf.org/drugbank:DB00611"
"BUTORPHANOL","http://purl.bioontology.org/ontology/RXNORM/1841","http://purl.bioontology.org/ontology/NDFRT/N0000005711","Butorphanol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00611","http://bio2rdf.org/drugbank:DB00611"
"CAFFEINE","http://purl.bioontology.org/ontology/RXNORM/1886","http://purl.bioontology.org/ontology/NDFRT/N0000145919","CAFFEINE","http://www.drugbank.ca/drugs/DB00201","http://bio2rdf.org/drugbank:DB00201"
"CAFFEINE","http://purl.bioontology.org/ontology/RXNORM/1886","http://purl.bioontology.org/ontology/NDFRT/N0000006506","Caffeine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00201","http://bio2rdf.org/drugbank:DB00201"
"CALCITRIOL","http://purl.bioontology.org/ontology/RXNORM/1894","http://purl.bioontology.org/ontology/NDFRT/N0000146161","CALCITRIOL","http://www.drugbank.ca/drugs/DB00136","http://bio2rdf.org/drugbank:DB00136"
"CALCITRIOL","http://purl.bioontology.org/ontology/RXNORM/1894","http://purl.bioontology.org/ontology/NDFRT/N0000006511","Calcitriol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00136","http://bio2rdf.org/drugbank:DB00136"
"CALCITRIOL","http://purl.bioontology.org/ontology/RXNORM/1894","http://purl.bioontology.org/ontology/NDFRT/N0000029459","[VT502] CALCITRIOL","http://www.drugbank.ca/drugs/DB00136","http://bio2rdf.org/drugbank:DB00136"
"CALCIUM","http://purl.bioontology.org/ontology/RXNORM/1895","http://purl.bioontology.org/ontology/NDFRT/N0000146031","CALCIUM","http://www.drugbank.ca/drugs/DB01373","http://bio2rdf.org/drugbank:DB01373"
"CALCIUM","http://purl.bioontology.org/ontology/RXNORM/1895","http://purl.bioontology.org/ontology/NDFRT/N0000006512","Calcium [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01373","http://bio2rdf.org/drugbank:DB01373"
"CALCIUM","http://purl.bioontology.org/ontology/RXNORM/1895","http://purl.bioontology.org/ontology/NDFRT/N0000029437","[TN420] CALCIUM","http://www.drugbank.ca/drugs/DB01373","http://bio2rdf.org/drugbank:DB01373"
"CAPTOPRIL","http://purl.bioontology.org/ontology/RXNORM/1998","http://purl.bioontology.org/ontology/NDFRT/N0000145994","CAPTOPRIL","http://www.drugbank.ca/drugs/DB01197","http://bio2rdf.org/drugbank:DB01197"
"CAPTOPRIL","http://purl.bioontology.org/ontology/RXNORM/1998","http://purl.bioontology.org/ontology/NDFRT/N0000007435","Captopril [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01197","http://bio2rdf.org/drugbank:DB01197"
"CARBACHOL","http://purl.bioontology.org/ontology/RXNORM/1999","http://purl.bioontology.org/ontology/NDFRT/N0000146899","CARBACHOL","http://www.drugbank.ca/drugs/DB00411","http://bio2rdf.org/drugbank:DB00411"
"CARBACHOL","http://purl.bioontology.org/ontology/RXNORM/1999","http://purl.bioontology.org/ontology/NDFRT/N0000007437","Carbachol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00411","http://bio2rdf.org/drugbank:DB00411"
"CARBAMAZEPINE","http://purl.bioontology.org/ontology/RXNORM/2002","http://purl.bioontology.org/ontology/NDFRT/N0000146226","CARBAMAZEPINE","http://www.drugbank.ca/drugs/DB00564","http://bio2rdf.org/drugbank:DB00564"
"CARBAMAZEPINE","http://purl.bioontology.org/ontology/RXNORM/2002","http://purl.bioontology.org/ontology/NDFRT/N0000007470","Carbamazepine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00564","http://bio2rdf.org/drugbank:DB00564"
"CARBENICILLIN","http://purl.bioontology.org/ontology/RXNORM/2015","http://purl.bioontology.org/ontology/NDFRT/N0000147746","CARBENICILLIN","http://www.drugbank.ca/drugs/DB00578","http://bio2rdf.org/drugbank:DB00578"
"CARBENICILLIN","http://purl.bioontology.org/ontology/RXNORM/2015","http://purl.bioontology.org/ontology/NDFRT/N0000007482","Carbenicillin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00578","http://bio2rdf.org/drugbank:DB00578"
"CARBIDOPA","http://purl.bioontology.org/ontology/RXNORM/2019","http://purl.bioontology.org/ontology/NDFRT/N0000146299","CARBIDOPA","http://www.drugbank.ca/drugs/DB00190","http://bio2rdf.org/drugbank:DB00190"
"CARBIDOPA","http://purl.bioontology.org/ontology/RXNORM/2019","http://purl.bioontology.org/ontology/NDFRT/N0000005697","Carbidopa [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00190","http://bio2rdf.org/drugbank:DB00190"
"CARBOPROST","http://purl.bioontology.org/ontology/RXNORM/2051","http://purl.bioontology.org/ontology/NDFRT/N0000146433","CARBOPROST","http://www.drugbank.ca/drugs/DB00429","http://bio2rdf.org/drugbank:DB00429"
"CARBOPROST","http://purl.bioontology.org/ontology/RXNORM/2051","http://purl.bioontology.org/ontology/NDFRT/N0000005780","Carboprost [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00429","http://bio2rdf.org/drugbank:DB00429"
"CARISOPRODOL","http://purl.bioontology.org/ontology/RXNORM/2101","http://purl.bioontology.org/ontology/NDFRT/N0000146778","CARISOPRODOL","http://www.drugbank.ca/drugs/DB00395","http://bio2rdf.org/drugbank:DB00395"
"CARISOPRODOL","http://purl.bioontology.org/ontology/RXNORM/2101","http://purl.bioontology.org/ontology/NDFRT/N0000006668","Carisoprodol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00395","http://bio2rdf.org/drugbank:DB00395"
"CARMUSTINE","http://purl.bioontology.org/ontology/RXNORM/2105","http://purl.bioontology.org/ontology/NDFRT/N0000148463","CAMUSTINE","http://www.drugbank.ca/drugs/DB00262","http://bio2rdf.org/drugbank:DB00262"
"CARMUSTINE","http://purl.bioontology.org/ontology/RXNORM/2105","http://purl.bioontology.org/ontology/NDFRT/N0000146473","CARMUSTINE","http://www.drugbank.ca/drugs/DB00262","http://bio2rdf.org/drugbank:DB00262"
"CARMUSTINE","http://purl.bioontology.org/ontology/RXNORM/2105","http://purl.bioontology.org/ontology/NDFRT/N0000006684","Carmustine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00262","http://bio2rdf.org/drugbank:DB00262"
"CARNITINE","http://purl.bioontology.org/ontology/RXNORM/2106","http://purl.bioontology.org/ontology/NDFRT/N0000148430","CARNITINE","http://www.drugbank.ca/drugs/DB02648","http://bio2rdf.org/drugbank:DB02648"
"CARNITINE","http://purl.bioontology.org/ontology/RXNORM/2106","http://purl.bioontology.org/ontology/NDFRT/N0000148430","CARNITINE","http://www.drugbank.ca/drugs/DB00583","http://bio2rdf.org/drugbank:DB00583"
"CARNITINE","http://purl.bioontology.org/ontology/RXNORM/2106","http://purl.bioontology.org/ontology/NDFRT/N0000006688","Carnitine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB02648","http://bio2rdf.org/drugbank:DB02648"
"CARNITINE","http://purl.bioontology.org/ontology/RXNORM/2106","http://purl.bioontology.org/ontology/NDFRT/N0000006688","Carnitine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00583","http://bio2rdf.org/drugbank:DB00583"
"CARTEOLOL","http://purl.bioontology.org/ontology/RXNORM/2116","http://purl.bioontology.org/ontology/NDFRT/N0000147523","CARTEOLOL","http://www.drugbank.ca/drugs/DB00521","http://bio2rdf.org/drugbank:DB00521"
"CARTEOLOL","http://purl.bioontology.org/ontology/RXNORM/2116","http://purl.bioontology.org/ontology/NDFRT/N0000006743","Carteolol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00521","http://bio2rdf.org/drugbank:DB00521"
"CEFACLOR","http://purl.bioontology.org/ontology/RXNORM/2176","http://purl.bioontology.org/ontology/NDFRT/N0000145917","CEFACLOR","http://www.drugbank.ca/drugs/DB00833","http://bio2rdf.org/drugbank:DB00833"
"CEFACLOR","http://purl.bioontology.org/ontology/RXNORM/2176","http://purl.bioontology.org/ontology/NDFRT/N0000005816","Cefaclor [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00833","http://bio2rdf.org/drugbank:DB00833"
"CEFADROXIL","http://purl.bioontology.org/ontology/RXNORM/2177","http://purl.bioontology.org/ontology/NDFRT/N0000146488","CEFADROXIL","http://www.drugbank.ca/drugs/DB01140","http://bio2rdf.org/drugbank:DB01140"
"CEFADROXIL","http://purl.bioontology.org/ontology/RXNORM/2177","http://purl.bioontology.org/ontology/NDFRT/N0000005821","Cefadroxil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01140","http://bio2rdf.org/drugbank:DB01140"
"CEFAZOLIN","http://purl.bioontology.org/ontology/RXNORM/2180","http://purl.bioontology.org/ontology/NDFRT/N0000147751","CEFAZOLIN","http://www.drugbank.ca/drugs/DB01327","http://bio2rdf.org/drugbank:DB01327"
"CEFAZOLIN","http://purl.bioontology.org/ontology/RXNORM/2180","http://purl.bioontology.org/ontology/NDFRT/N0000005828","Cefazolin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01327","http://bio2rdf.org/drugbank:DB01327"
"BUTALBITAL","http://purl.bioontology.org/ontology/RXNORM/19860","http://purl.bioontology.org/ontology/NDFRT/N0000146445","BUTALBITAL","http://www.drugbank.ca/drugs/DB00241","http://bio2rdf.org/drugbank:DB00241"
"BUTALBITAL","http://purl.bioontology.org/ontology/RXNORM/19860","http://purl.bioontology.org/ontology/NDFRT/N0000179058","butalbital [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00241","http://bio2rdf.org/drugbank:DB00241"
"BUTOCONAZOLE","http://purl.bioontology.org/ontology/RXNORM/19884","http://purl.bioontology.org/ontology/NDFRT/N0000147742","BUTOCONAZOLE","http://www.drugbank.ca/drugs/DB00639","http://bio2rdf.org/drugbank:DB00639"
"BUTOCONAZOLE","http://purl.bioontology.org/ontology/RXNORM/19884","http://purl.bioontology.org/ontology/NDFRT/N0000147742","BUTOCONAZOLE","http://www.drugbank.ca/drugs/DB02087","http://bio2rdf.org/drugbank:DB02087"
"BUTOCONAZOLE","http://purl.bioontology.org/ontology/RXNORM/19884","http://purl.bioontology.org/ontology/NDFRT/N0000006911","butoconazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00639","http://bio2rdf.org/drugbank:DB00639"
"BUTOCONAZOLE","http://purl.bioontology.org/ontology/RXNORM/19884","http://purl.bioontology.org/ontology/NDFRT/N0000006911","butoconazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB02087","http://bio2rdf.org/drugbank:DB02087"
"CARBINOXAMINE","http://purl.bioontology.org/ontology/RXNORM/20220","http://purl.bioontology.org/ontology/NDFRT/N0000147748","CARBINOXAMINE","http://www.drugbank.ca/drugs/DB00748","http://bio2rdf.org/drugbank:DB00748"
"CARBINOXAMINE","http://purl.bioontology.org/ontology/RXNORM/20220","http://purl.bioontology.org/ontology/NDFRT/N0000006898","carbinoxamine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00748","http://bio2rdf.org/drugbank:DB00748"
"CARVEDILOL","http://purl.bioontology.org/ontology/RXNORM/20352","http://purl.bioontology.org/ontology/NDFRT/N0000148505","CARVEDILOL","http://www.drugbank.ca/drugs/DB01136","http://bio2rdf.org/drugbank:DB01136"
"CARVEDILOL","http://purl.bioontology.org/ontology/RXNORM/20352","http://purl.bioontology.org/ontology/NDFRT/N0000006049","carvedilol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01136","http://bio2rdf.org/drugbank:DB01136"
"CEFDINIR","http://purl.bioontology.org/ontology/RXNORM/25037","http://purl.bioontology.org/ontology/NDFRT/N0000148556","CEFDINIR","http://www.drugbank.ca/drugs/DB00535","http://bio2rdf.org/drugbank:DB00535"
"CEFDINIR","http://purl.bioontology.org/ontology/RXNORM/25037","http://purl.bioontology.org/ontology/NDFRT/N0000004492","cefdinir [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00535","http://bio2rdf.org/drugbank:DB00535"
"CALCIPOTRIENE","http://purl.bioontology.org/ontology/RXNORM/29365","http://purl.bioontology.org/ontology/NDFRT/N0000148363","CALCIPOTRIENE","http://www.drugbank.ca/drugs/DB02300","http://bio2rdf.org/drugbank:DB02300"
"CALCIPOTRIENE","http://purl.bioontology.org/ontology/RXNORM/29365","http://purl.bioontology.org/ontology/NDFRT/N0000006397","calcipotriene [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB02300","http://bio2rdf.org/drugbank:DB02300"
"CARBOPLATIN","http://purl.bioontology.org/ontology/RXNORM/40048","http://purl.bioontology.org/ontology/NDFRT/N0000147598","CARBOPLATIN","http://www.drugbank.ca/drugs/DB00958","http://bio2rdf.org/drugbank:DB00958"
"CARBOPLATIN","http://purl.bioontology.org/ontology/RXNORM/40048","http://purl.bioontology.org/ontology/NDFRT/N0000007164","Carboplatin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00958","http://bio2rdf.org/drugbank:DB00958"
"BUPROPION","http://purl.bioontology.org/ontology/RXNORM/42347","http://purl.bioontology.org/ontology/NDFRT/N0000147738","BUPROPION","http://www.drugbank.ca/drugs/DB01156","http://bio2rdf.org/drugbank:DB01156"
"BUPROPION","http://purl.bioontology.org/ontology/RXNORM/42347","http://purl.bioontology.org/ontology/NDFRT/N0000006417","Bupropion [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01156","http://bio2rdf.org/drugbank:DB01156"
"BUTENAFINE","http://purl.bioontology.org/ontology/RXNORM/47461","http://purl.bioontology.org/ontology/NDFRT/N0000022059","BUTENAFINE","http://www.drugbank.ca/drugs/DB01091","http://bio2rdf.org/drugbank:DB01091"
"BUTENAFINE","http://purl.bioontology.org/ontology/RXNORM/47461","http://purl.bioontology.org/ontology/NDFRT/N0000006118","butenafine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01091","http://bio2rdf.org/drugbank:DB01091"
"CABERGOLINE","http://purl.bioontology.org/ontology/RXNORM/47579","http://purl.bioontology.org/ontology/NDFRT/N0000148483","CABERGOLINE","http://www.drugbank.ca/drugs/DB00248","http://bio2rdf.org/drugbank:DB00248"
"CABERGOLINE","http://purl.bioontology.org/ontology/RXNORM/47579","http://purl.bioontology.org/ontology/NDFRT/N0000006339","cabergoline [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00248","http://bio2rdf.org/drugbank:DB00248"
"CAPREOMYCIN","http://purl.bioontology.org/ontology/RXNORM/78903","http://purl.bioontology.org/ontology/NDFRT/N0000147744","CAPREOMYCIN","http://www.drugbank.ca/drugs/DB00314","http://bio2rdf.org/drugbank:DB00314"
"CAPREOMYCIN","http://purl.bioontology.org/ontology/RXNORM/78903","http://purl.bioontology.org/ontology/NDFRT/N0000178639","Capreomycin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00314","http://bio2rdf.org/drugbank:DB00314"
"CASPOFUNGIN","http://purl.bioontology.org/ontology/RXNORM/140108","http://purl.bioontology.org/ontology/NDFRT/N0000148694","CASPOFUNGIN","http://www.drugbank.ca/drugs/DB00520","http://bio2rdf.org/drugbank:DB00520"
"CASPOFUNGIN","http://purl.bioontology.org/ontology/RXNORM/140108","http://purl.bioontology.org/ontology/NDFRT/N0000004481","caspofungin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00520","http://bio2rdf.org/drugbank:DB00520"
"CAPECITABINE","http://purl.bioontology.org/ontology/RXNORM/194000","http://purl.bioontology.org/ontology/NDFRT/N0000148555","CAPECITABINE","http://www.drugbank.ca/drugs/DB01101","http://bio2rdf.org/drugbank:DB01101"
"CAPECITABINE","http://purl.bioontology.org/ontology/RXNORM/194000","http://purl.bioontology.org/ontology/NDFRT/N0000005958","capecitabine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01101","http://bio2rdf.org/drugbank:DB01101"
"CALCIUM ACETATE","http://purl.bioontology.org/ontology/RXNORM/214342","http://purl.bioontology.org/ontology/NDFRT/N0000147026","CALCIUM ACETATE","http://www.drugbank.ca/drugs/DB00258","http://bio2rdf.org/drugbank:DB00258"
"CALCIUM ACETATE","http://purl.bioontology.org/ontology/RXNORM/214342","http://purl.bioontology.org/ontology/NDFRT/N0000006969","calcium acetate [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00258","http://bio2rdf.org/drugbank:DB00258"
"CANDESARTAN","http://purl.bioontology.org/ontology/RXNORM/214354","http://purl.bioontology.org/ontology/NDFRT/N0000148603","CANDESARTAN","http://www.drugbank.ca/drugs/DB00796","http://bio2rdf.org/drugbank:DB00796"
"CANDESARTAN","http://purl.bioontology.org/ontology/RXNORM/214354","http://purl.bioontology.org/ontology/NDFRT/N0000004463","candesartan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00796","http://bio2rdf.org/drugbank:DB00796"
"CARGLUMIC ACID","http://purl.bioontology.org/ontology/RXNORM/401713","http://purl.bioontology.org/ontology/NDFRT/N0000182969","CARGLUMIC ACID","http://www.drugbank.ca/drugs/DB06775","http://bio2rdf.org/drugbank:DB06775"
"BUTABARBITAL","http://purl.bioontology.org/ontology/RXNORM/477631","http://purl.bioontology.org/ontology/NDFRT/N0000147740","BUTABARBITAL","http://www.drugbank.ca/drugs/DB00237","http://bio2rdf.org/drugbank:DB00237"
"BUTABARBITAL","http://purl.bioontology.org/ontology/RXNORM/477631","http://purl.bioontology.org/ontology/NDFRT/N0000006092","secbutabarbital [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00237","http://bio2rdf.org/drugbank:DB00237"
"CANAKINUMAB","http://purl.bioontology.org/ontology/RXNORM/853491","http://purl.bioontology.org/ontology/NDFRT/N0000178497","CANAKINUMAB","http://www.drugbank.ca/drugs/DB06168","http://bio2rdf.org/drugbank:DB06168"
"CABAZITAXEL","http://purl.bioontology.org/ontology/RXNORM/996051","http://purl.bioontology.org/ontology/NDFRT/N0000181529","CABAZITAXEL","http://www.drugbank.ca/drugs/DB06772","http://bio2rdf.org/drugbank:DB06772"
"CEFOPERAZONE","http://purl.bioontology.org/ontology/RXNORM/2184","http://purl.bioontology.org/ontology/NDFRT/N0000147754","CEFOPERAZONE","http://www.drugbank.ca/drugs/DB01329","http://bio2rdf.org/drugbank:DB01329"
"CEFOPERAZONE","http://purl.bioontology.org/ontology/RXNORM/2184","http://purl.bioontology.org/ontology/NDFRT/N0000005833","Cefoperazone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01329","http://bio2rdf.org/drugbank:DB01329"
"CEFOTAXIME","http://purl.bioontology.org/ontology/RXNORM/2186","http://purl.bioontology.org/ontology/NDFRT/N0000147755","CEFOTAXIME","http://www.drugbank.ca/drugs/DB00493","http://bio2rdf.org/drugbank:DB00493"
"CEFOTAXIME","http://purl.bioontology.org/ontology/RXNORM/2186","http://purl.bioontology.org/ontology/NDFRT/N0000005835","Cefotaxime [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00493","http://bio2rdf.org/drugbank:DB00493"
"CEFOTETAN","http://purl.bioontology.org/ontology/RXNORM/2187","http://purl.bioontology.org/ontology/NDFRT/N0000147756","CEFOTETAN","http://www.drugbank.ca/drugs/DB01330","http://bio2rdf.org/drugbank:DB01330"
"CEFOTETAN","http://purl.bioontology.org/ontology/RXNORM/2187","http://purl.bioontology.org/ontology/NDFRT/N0000006099","Cefotetan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01330","http://bio2rdf.org/drugbank:DB01330"
"CEFOXITIN","http://purl.bioontology.org/ontology/RXNORM/2189","http://purl.bioontology.org/ontology/NDFRT/N0000147757","CEFOXITIN","http://www.drugbank.ca/drugs/DB01331","http://bio2rdf.org/drugbank:DB01331"
"CEFOXITIN","http://purl.bioontology.org/ontology/RXNORM/2189","http://purl.bioontology.org/ontology/NDFRT/N0000005855","Cefoxitin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01331","http://bio2rdf.org/drugbank:DB01331"
"CEFTAZIDIME","http://purl.bioontology.org/ontology/RXNORM/2191","http://purl.bioontology.org/ontology/NDFRT/N0000145931","CEFTAZIDIME","http://www.drugbank.ca/drugs/DB00438","http://bio2rdf.org/drugbank:DB00438"
"CEFTAZIDIME","http://purl.bioontology.org/ontology/RXNORM/2191","http://purl.bioontology.org/ontology/NDFRT/N0000005860","Ceftazidime [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00438","http://bio2rdf.org/drugbank:DB00438"
"CEFTIZOXIME","http://purl.bioontology.org/ontology/RXNORM/2192","http://purl.bioontology.org/ontology/NDFRT/N0000147758","CEFTIZOXIME","http://www.drugbank.ca/drugs/DB01332","http://bio2rdf.org/drugbank:DB01332"
"CEFTIZOXIME","http://purl.bioontology.org/ontology/RXNORM/2192","http://purl.bioontology.org/ontology/NDFRT/N0000007155","Ceftizoxime [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01332","http://bio2rdf.org/drugbank:DB01332"
"CEFTRIAXONE","http://purl.bioontology.org/ontology/RXNORM/2193","http://purl.bioontology.org/ontology/NDFRT/N0000147759","CEFTRIAXONE","http://www.drugbank.ca/drugs/DB01212","http://bio2rdf.org/drugbank:DB01212"
"CEFTRIAXONE","http://purl.bioontology.org/ontology/RXNORM/2193","http://purl.bioontology.org/ontology/NDFRT/N0000005862","Ceftriaxone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01212","http://bio2rdf.org/drugbank:DB01212"
"CEFUROXIME","http://purl.bioontology.org/ontology/RXNORM/2194","http://purl.bioontology.org/ontology/NDFRT/N0000147760","CEFUROXIME","http://www.drugbank.ca/drugs/DB01112","http://bio2rdf.org/drugbank:DB01112"
"CEFUROXIME","http://purl.bioontology.org/ontology/RXNORM/2194","http://purl.bioontology.org/ontology/NDFRT/N0000007881","Cefuroxime [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01112","http://bio2rdf.org/drugbank:DB01112"
"CEPHALEXIN","http://purl.bioontology.org/ontology/RXNORM/2231","http://purl.bioontology.org/ontology/NDFRT/N0000147185","CEPHALEXIN","http://www.drugbank.ca/drugs/DB00567","http://bio2rdf.org/drugbank:DB00567"
"CEPHALEXIN","http://purl.bioontology.org/ontology/RXNORM/2231","http://purl.bioontology.org/ontology/NDFRT/N0000006717","Cephalexin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00567","http://bio2rdf.org/drugbank:DB00567"
"CHLORAMBUCIL","http://purl.bioontology.org/ontology/RXNORM/2346","http://purl.bioontology.org/ontology/NDFRT/N0000147072","CHLORAMBUCIL","http://www.drugbank.ca/drugs/DB00291","http://bio2rdf.org/drugbank:DB00291"
"CHLORAMBUCIL","http://purl.bioontology.org/ontology/RXNORM/2346","http://purl.bioontology.org/ontology/NDFRT/N0000006141","Chlorambucil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00291","http://bio2rdf.org/drugbank:DB00291"
"CHLORAMPHENICOL","http://purl.bioontology.org/ontology/RXNORM/2348","http://purl.bioontology.org/ontology/NDFRT/N0000146533","CHLORAMPHENICOL","http://www.drugbank.ca/drugs/DB00446","http://bio2rdf.org/drugbank:DB00446"
"CHLORAMPHENICOL","http://purl.bioontology.org/ontology/RXNORM/2348","http://purl.bioontology.org/ontology/NDFRT/N0000006813","Chloramphenicol [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00446","http://bio2rdf.org/drugbank:DB00446"
"CHLORAMPHENICOL","http://purl.bioontology.org/ontology/RXNORM/2348","http://purl.bioontology.org/ontology/NDFRT/N0000029080","[AM150] CHLORAMPHENICOL","http://www.drugbank.ca/drugs/DB00446","http://bio2rdf.org/drugbank:DB00446"
"CHLORDIAZEPOXIDE","http://purl.bioontology.org/ontology/RXNORM/2356","http://purl.bioontology.org/ontology/NDFRT/N0000146141","CHLORDIAZEPOXIDE","http://www.drugbank.ca/drugs/DB00475","http://bio2rdf.org/drugbank:DB00475"
"CHLORDIAZEPOXIDE","http://purl.bioontology.org/ontology/RXNORM/2356","http://purl.bioontology.org/ontology/NDFRT/N0000006824","Chlordiazepoxide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00475","http://bio2rdf.org/drugbank:DB00475"
"CHLORHEXIDINE","http://purl.bioontology.org/ontology/RXNORM/2358","http://purl.bioontology.org/ontology/NDFRT/N0000147765","CHLORHEXIDINE","http://www.drugbank.ca/drugs/DB00878","http://bio2rdf.org/drugbank:DB00878"
"CHLORHEXIDINE","http://purl.bioontology.org/ontology/RXNORM/2358","http://purl.bioontology.org/ontology/NDFRT/N0000006835","Chlorhexidine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00878","http://bio2rdf.org/drugbank:DB00878"
"CHLOROQUINE","http://purl.bioontology.org/ontology/RXNORM/2393","http://purl.bioontology.org/ontology/NDFRT/N0000147767","CHLOROQUINE","http://www.drugbank.ca/drugs/DB00608","http://bio2rdf.org/drugbank:DB00608"
"CHLOROQUINE","http://purl.bioontology.org/ontology/RXNORM/2393","http://purl.bioontology.org/ontology/NDFRT/N0000007737","Chloroquine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00608","http://bio2rdf.org/drugbank:DB00608"
"CHLOROTHIAZIDE","http://purl.bioontology.org/ontology/RXNORM/2396","http://purl.bioontology.org/ontology/NDFRT/N0000146099","CHLOROTHIAZIDE","http://www.drugbank.ca/drugs/DB00880","http://bio2rdf.org/drugbank:DB00880"
"CHLOROTHIAZIDE","http://purl.bioontology.org/ontology/RXNORM/2396","http://purl.bioontology.org/ontology/NDFRT/N0000006932","Chlorothiazide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00880","http://bio2rdf.org/drugbank:DB00880"
"CHLORPHENIRAMINE","http://purl.bioontology.org/ontology/RXNORM/2400","http://purl.bioontology.org/ontology/NDFRT/N0000146218","CHLORPHENIRAMINE","http://www.drugbank.ca/drugs/DB01114","http://bio2rdf.org/drugbank:DB01114"
"CHLORPHENIRAMINE","http://purl.bioontology.org/ontology/RXNORM/2400","http://purl.bioontology.org/ontology/NDFRT/N0000006942","Chlorpheniramine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01114","http://bio2rdf.org/drugbank:DB01114"
"CHLORPROMAZINE","http://purl.bioontology.org/ontology/RXNORM/2403","http://purl.bioontology.org/ontology/NDFRT/N0000146214","CHLORPROMAZINE","http://www.drugbank.ca/drugs/DB00477","http://bio2rdf.org/drugbank:DB00477"
"CHLORPROMAZINE","http://purl.bioontology.org/ontology/RXNORM/2403","http://purl.bioontology.org/ontology/NDFRT/N0000006947","Chlorpromazine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00477","http://bio2rdf.org/drugbank:DB00477"
