drug_concept_id	HOI_concept_id	NCT_ID	INTERVENTION_NAME
1310149	0	NCT00986154	warfarin
720810	0	NCT00321854	pramipexole
1397599	0	NCT00453154	cisplatin
1344905	0	NCT00453154	carboplatin
1350504	0	NCT00453154	etoposide
1344381	0	NCT00004054	bicalutamide
1378382	0	NCT00004054	paclitaxel
1350504	0	NCT00004054	etoposide
1356461	0	NCT00004054	flutamide
1358436	0	NCT00470054	dasatinib
1397599	0	NCT00191854	cisplatin
1314924	0	NCT00191854	gemcitabine
1378382	0	NCT00191854	paclitaxel
1344905	0	NCT00191854	carboplatin
40228152	0	NCT01595854	dabigatran etexilate
1337651	0	NCT00479232	vorinostat
19024728	0	NCT00479232	decitabine
1347384	0	NCT00635232	irbesartan
1237049	0	NCT01601132	theophylline
1101554	0	NCT01601132	colchicine
1119119	0	NCT00445432	adalimumab
740910	0	NCT00610532	phenytoin
948555	0	NCT00370032	alosetron
19098548	0	NCT00396032	tenecteplase
19041065	0	NCT01004432	golimumab
950637	0	NCT00801632	tacrolimus
1154161	0	NCT00461032	montelukast
1314273	0	NCT01116232	rituximab
19034726	0	NCT01116232	sirolimus
950637	0	NCT01116232	tacrolimus
1398937	0	NCT00350532	clonidine
1797155	0	NCT00723632	peginterferon alfa-2b
1762711	0	NCT00723632	ribavirin
1712889	0	NCT00672932	raltegravir
1344381	0	NCT00108732	bicalutamide
1366310	0	NCT00108732	goserelin
1311078	0	NCT00041132	cytarabine
1518254	0	NCT00041132	dexamethasone
1338512	0	NCT00041132	doxorubicin
1304850	0	NCT00041132	filgrastim
1314273	0	NCT00041132	rituximab
1308290	0	NCT00041132	vincristine
1310317	0	NCT00041132	cyclophosphamide
1388796	0	NCT00041132	leucovorin
1305058	0	NCT00041132	methotrexate
44814600	0	NCT01163032	tasimelteon
19018544	0	NCT00321932	calcium
19095164	0	NCT00321932	cholecalciferol
1524674	0	NCT00321932	zoledronic acid
1502905	0	NCT00935532	insulin glargine
45776670	0	NCT00357032	belinostat
1583722	0	NCT00667732	exenatide
40170911	0	NCT01272232	liraglutide
19078097	0	NCT00878722	idarubicin
1336539	0	NCT00609622	sunitinib
1397141	0	NCT00609622	bevacizumab
42709321	0	NCT01064622	vismodegib
1310317	0	NCT00616122	cyclophosphamide
1305058	0	NCT00616122	methotrexate
1151789	0	NCT01557322	etanercept
1308216	0	NCT01234922	lisinopril
1334456	0	NCT01234922	ramipril
19017742	0	NCT01701622	febuxostat
1112807	0	NCT00898222	aspirin
1777806	0	NCT00349622	ceftriaxone
718583	0	NCT01669122	nicotine
1315946	0	NCT01129622	letrozole
735979	0	NCT00698022	risperidone
1309770	0	NCT00003222	aldesleukin
1308432	0	NCT00003222	sargramostim
1344905	0	NCT00331422	carboplatin
1378382	0	NCT00331422	paclitaxel
1331235	0	NCT00930722	quinapril
1397599	0	NCT00083122	cisplatin
722031	0	NCT00557622	paroxetine
1309770	0	NCT00612222	aldesleukin
1310317	0	NCT00612222	cyclophosphamide
1397141	0	NCT00369122	bevacizumab
1397599	0	NCT00369122	cisplatin
19026972	0	NCT01401322	lenalidomide
1119119	0	NCT00566722	adalimumab
1337620	0	NCT00820222	capecitabine
1359548	0	NCT00820222	lapatinib
1387104	0	NCT00820222	trastuzumab
1397599	0	NCT00066222	cisplatin
1350504	0	NCT00066222	etoposide
19012922	0	NCT00323622	amodiaquine
42709319	0	NCT00634322	glucarpidase
1388796	0	NCT00634322	leucovorin
1311078	0	NCT00096122	cytarabine
19078097	0	NCT00096122	idarubicin
1359548	0	NCT00374322	lapatinib
1309770	0	NCT00871689	aldesleukin
1310317	0	NCT00871689	cyclophosphamide
785788	0	NCT00320489	olanzapine
1356461	0	NCT00442689	flutamide
1512674	0	NCT00442689	drospirenone
1310317	0	NCT00564889	cyclophosphamide
1518254	0	NCT00564889	dexamethasone
19026972	0	NCT00564889	lenalidomide
1325363	0	NCT00251589	erlotinib
19035631	0	NCT00524589	calcitriol
1518254	0	NCT00524589	dexamethasone
1337651	0	NCT00473889	vorinostat
1397141	0	NCT00356889	bevacizumab
1745072	0	NCT00550589	cidofovir
42709327	0	NCT00372489	peginesatide
1314924	0	NCT00191789	gemcitabine
1338512	0	NCT00191789	doxorubicin
1397599	0	NCT00191789	cisplatin
45776670	0	NCT00421889	belinostat
757688	0	NCT00706589	aripiprazole
1397599	0	NCT00006389	cisplatin
40170911	0	NCT01620489	liraglutide
1314924	0	NCT00100789	gemcitabine
1378382	0	NCT00100789	paclitaxel
1397141	0	NCT00492089	bevacizumab
1363387	0	NCT00182689	sorafenib
715259	0	NCT00529789	duloxetine
19034726	0	NCT00971789	sirolimus
1304850	0	NCT00265889	filgrastim
1333357	0	NCT00265889	busulfan
1310317	0	NCT00265889	cyclophosphamide
1350504	0	NCT00265889	etoposide
1301267	0	NCT00265889	melphalan
1344905	0	NCT00112489	carboplatin
1378382	0	NCT00112489	paclitaxel
1140643	0	NCT00701389	sumatriptan
1314924	0	NCT00652366	gemcitabine
1707687	0	NCT00084266	vancomycin
1314273	0	NCT00147966	rituximab
1311078	0	NCT00407966	cytarabine
1786055	0	NCT01273766	deferasirox
1738366	0	NCT00840866	cefprozil
955632	0	NCT00942266	fluorouracil
1337651	0	NCT00942266	vorinostat
1310317	0	NCT00072566	cyclophosphamide
1397141	0	NCT00072566	bevacizumab
989482	0	NCT00706966	dutasteride
537647	0	NCT00129766	palivizumab
1387104	0	NCT00436566	trastuzumab
1310317	0	NCT00436566	cyclophosphamide
1378382	0	NCT00436566	paclitaxel
1344381	0	NCT00666666	bicalutamide
734354	0	NCT00596466	pregabalin
1387104	0	NCT01125566	trastuzumab
1343346	0	NCT01125566	vinorelbine
1516976	0	NCT01486966	insulin detemir
1503297	0	NCT01486966	metformin
1301125	0	NCT00440466	epoetin alfa
40170911	0	NCT01557166	liraglutide
734354	0	NCT00333866	pregabalin
40240664	0	NCT00557466	indacaterol
1196677	0	NCT00557466	formoterol
1314924	0	NCT00320541	gemcitabine
1378382	0	NCT00320541	paclitaxel
1397141	0	NCT00320541	bevacizumab
937368	0	NCT00251641	infliximab
1305058	0	NCT00251641	methotrexate
916005	0	NCT00431041	solifenacin
19010482	0	NCT01231841	cyclosporine
1315411	0	NCT01081041	cetuximab
1314273	0	NCT01126541	rituximab
19036892	0	NCT00001941	daclizumab
715939	0	NCT00367341	escitalopram
19003999	0	NCT00089141	mycophenolate mofetil
43560385	0	NCT01328041	dolutegravir
1308432	0	NCT00908141	sargramostim
1516766	0	NCT00819741	repaglinide
1503297	0	NCT00819741	metformin
1358436	0	NCT00509041	dasatinib
1786055	0	NCT00873041	deferasirox
936748	0	NCT00952341	aprepitant
1518254	0	NCT00952341	dexamethasone
1000772	0	NCT00952341	granisetron
1508439	0	NCT00936741	mifepristone
1344905	0	NCT00329641	carboplatin
1378382	0	NCT00329641	paclitaxel
734354	0	NCT00232141	pregabalin
1336825	0	NCT01078441	bortezomib
1518254	0	NCT01078441	dexamethasone
1310317	0	NCT01078441	cyclophosphamide
19000498	0	NCT00746941	mefloquine
1304044	0	NCT00057941	fulvestrant
1348265	0	NCT00057941	anastrozole
1319193	0	NCT00057941	gefitinib
1149380	0	NCT00705341	fluticasone
734354	0	NCT00413010	pregabalin
1742432	0	NCT00719810	tigecycline
710650	0	NCT00626210	modafinil
42904177	0	NCT00700310	perampanel
1305058	0	NCT01000610	methotrexate
1506270	0	NCT01000610	methylprednisolone
1397141	0	NCT00290810	bevacizumab
1524674	0	NCT01004510	zoledronic acid
1305058	0	NCT00259610	methotrexate
964339	0	NCT00259610	sulfasalazine
1777087	0	NCT00259610	hydroxychloroquine
1151789	0	NCT00259610	etanercept
1308432	0	NCT00939510	sargramostim
19026972	0	NCT00939510	lenalidomide
781182	0	NCT00539110	ramelteon
703470	0	NCT01031810	tranylcypromine
44507676	0	NCT02053610	obinutuzumab
1314273	0	NCT02053610	rituximab
1390051	0	NCT02053610	chlorambucil
1186087	0	NCT00410410	abatacept
1378382	0	NCT00062010	paclitaxel
1344381	0	NCT01200810	bicalutamide
1337620	0	NCT00258310	capecitabine
1713905	0	NCT01401010	doripenem
1521987	0	NCT00557310	teriparatide
1506270	0	NCT00381810	methylprednisolone
1314273	0	NCT00381810	rituximab
40167554	0	NCT01064310	pazopanib
1336539	0	NCT01064310	sunitinib
19011130	0	NCT00194610	normal saline
780442	0	NCT01061710	varenicline
1703687	0	NCT00808405	acyclovir
1518254	0	NCT00378105	dexamethasone
1301025	0	NCT00168805	enoxaparin
40228152	0	NCT00168805	dabigatran etexilate
1397599	0	NCT00352105	cisplatin
955632	0	NCT00352105	fluorouracil
19054821	0	NCT00315705	clofarabine
19011130	0	NCT00606905	normal saline
1312706	0	NCT00548405	alemtuzumab
1397599	0	NCT00608205	cisplatin
955632	0	NCT00608205	fluorouracil
19087394	0	NCT00552305	lacosamide
905223	0	NCT00045305	methoxsalen
19010482	0	NCT00045305	cyclosporine
1305058	0	NCT00045305	methotrexate
19003999	0	NCT00045305	mycophenolate mofetil
19031224	0	NCT00045305	pentostatin
1378382	0	NCT00972205	paclitaxel
1315411	0	NCT00466505	cetuximab
1118084	0	NCT00466505	celecoxib
19035704	0	NCT00365105	calcium carbonate
19037038	0	NCT00365105	calcium gluconate
1524674	0	NCT00365105	zoledronic acid
40238770	0	NCT01396005	boceprevir
1103640	0	NCT01396005	methadone
19090984	0	NCT00772005	armodafinil
43013182	0	NCT01650805	ponatinib
1358436	0	NCT00436605	dasatinib
40239216	0	NCT01084005	linagliptin
1397141	0	NCT00861705	bevacizumab
1344905	0	NCT00861705	carboplatin
1378382	0	NCT00861705	paclitaxel
1310317	0	NCT00861705	cyclophosphamide
742267	0	NCT00939705	topiramate
715939	0	NCT00523705	escitalopram
1545958	0	NCT00465088	atorvastatin
734354	0	NCT00292188	pregabalin
1378509	0	NCT00267488	topotecan
974166	0	NCT01276288	hydrochlorothiazide
1358436	0	NCT01260688	dasatinib
1337620	0	NCT00068588	capecitabine
1344354	0	NCT00176488	epirubicin
1343346	0	NCT00176488	vinorelbine
1742253	0	NCT00402688	levofloxacin
1518254	0	NCT00474188	dexamethasone
1742432	0	NCT00488488	tigecycline
1314273	0	NCT01230788	rituximab
1110942	0	NCT00866788	omalizumab
19038562	0	NCT00189488	palifermin
1106776	0	NCT01202188	tiotropium
1305058	0	NCT00695188	methotrexate
1512446	0	NCT00528788	doxercalciferol
1106776	0	NCT00359788	tiotropium
1358436	0	NCT00671788	dasatinib
1301267	0	NCT00743288	melphalan
19078097	0	NCT00666588	idarubicin
1311078	0	NCT00666588	cytarabine
1336825	0	NCT00666588	bortezomib
1350504	0	NCT00666588	etoposide
1307046	0	NCT01324388	metoprolol
1308216	0	NCT01324388	lisinopril
1397599	0	NCT00463788	cisplatin
1314924	0	NCT00380588	gemcitabine
1397599	0	NCT00380588	cisplatin
19092845	0	NCT00376688	temsirolimus
1378382	0	NCT00846027	paclitaxel
1314924	0	NCT00846027	gemcitabine
1359548	0	NCT00206427	lapatinib
19016749	0	NCT01303627	remifentanil
1311078	0	NCT00054327	cytarabine
1333357	0	NCT00054327	busulfan
1310317	0	NCT00054327	cyclophosphamide
1526475	0	NCT00701727	ezetimibe
1516800	0	NCT00859027	risedronate
734354	0	NCT01202227	pregabalin
936748	0	NCT00337727	aprepitant
40167554	0	NCT00350727	pazopanib
1359548	0	NCT00350727	lapatinib
904453	0	NCT00251927	esomeprazole
1136487	0	NCT00562627	ropivacaine
1136980	0	NCT00562627	ketorolac
1110410	0	NCT00562627	morphine
1154029	0	NCT00562627	fentanyl
732893	0	NCT00562627	bupivacaine
19088328	0	NCT01288027	alglucosidase alfa
1344905	0	NCT00281827	carboplatin
19137042	0	NCT00281827	thalidomide
1236607	0	NCT00368927	sulindac
1154343	0	NCT00940927	albuterol
1137460	0	NCT01182727	salsalate
19080982	0	NCT01198327	ranibizumab
19011355	0	NCT00757627	etoricoxib
1314273	0	NCT00266227	rituximab
1305058	0	NCT00266227	methotrexate
1387426	0	NCT00266227	folate
1703603	0	NCT00448227	famciclovir
1119119	0	NCT00420927	adalimumab
1305058	0	NCT00420927	methotrexate
1317967	0	NCT01349114	aliskiren
1310317	0	NCT01005914	cyclophosphamide
1311078	0	NCT01005914	cytarabine
1518254	0	NCT01005914	dexamethasone
1305058	0	NCT01005914	methotrexate
1506270	0	NCT01005914	methylprednisolone
1326481	0	NCT01005914	pegaspargase
19017241	0	NCT01207414	iloperidone
19010482	0	NCT00053014	cyclosporine
19003999	0	NCT00053014	mycophenolate mofetil
1395557	0	NCT00053014	fludarabine
936429	0	NCT00669214	efalizumab
1315942	0	NCT00110214	docetaxel
1551099	0	NCT00110214	prednisone
1397141	0	NCT00110214	bevacizumab
19080982	0	NCT01135914	ranibizumab
1518254	0	NCT00333814	dexamethasone
40238188	0	NCT01134614	ipilimumab
1308432	0	NCT01134614	sargramostim
1304919	0	NCT00482014	pemetrexed
1397599	0	NCT00482014	cisplatin
1344905	0	NCT00482014	carboplatin
19011440	0	NCT00378014	everolimus
19038440	0	NCT00378014	basiliximab
19006692	0	NCT00865514	tyrosine
1503297	0	NCT01438814	metformin
40239216	0	NCT01438814	linagliptin
1517740	0	NCT01012414	paricalcitol
1322199	0	NCT00719914	eptifibatide
19011130	0	NCT00719914	normal saline
1336825	0	NCT00276614	bortezomib
1304919	0	NCT00149214	pemetrexed
1310317	0	NCT00149214	cyclophosphamide
1338512	0	NCT00149214	doxorubicin
1315942	0	NCT00149214	docetaxel
1316262	0	NCT00946114	sildenafil
42904275	0	NCT01687114	cranberry juice
19078612	0	NCT01112514	indocyanine green
19037038	0	NCT00316914	calcium gluconate
19093848	0	NCT00316914	magnesium sulfate
1314865	0	NCT00658814	azacitidine
42799711	0	NCT00658814	gemtuzumab ozogamicin
1336825	0	NCT00124579	bortezomib
1518254	0	NCT00124579	dexamethasone
19137042	0	NCT00124579	thalidomide
1309188	0	NCT00417079	mitoxantrone
1551099	0	NCT00417079	prednisone
703244	0	NCT00761579	paliperidone
1304850	0	NCT00281879	filgrastim
1333357	0	NCT00281879	busulfan
1350066	0	NCT00281879	carmustine
1310317	0	NCT00281879	cyclophosphamide
19010482	0	NCT00281879	cyclosporine
1311078	0	NCT00281879	cytarabine
1350504	0	NCT00281879	etoposide
1301267	0	NCT00281879	melphalan
1305058	0	NCT00281879	methotrexate
1506270	0	NCT00281879	methylprednisolone
19003999	0	NCT00281879	mycophenolate mofetil
950637	0	NCT00281879	tacrolimus
40161532	0	NCT00955279	ustekinumab
19041065	0	NCT00955279	golimumab
1310317	0	NCT00782379	cyclophosphamide
19003999	0	NCT00782379	mycophenolate mofetil
950637	0	NCT00782379	tacrolimus
1333357	0	NCT00782379	busulfan
1315411	0	NCT00835679	cetuximab
1358436	0	NCT00835679	dasatinib
1714277	0	NCT00531479	voriconazole
19026450	0	NCT00531479	anidulafungin
1580747	0	NCT00350779	sitagliptin
1547504	0	NCT00350779	rosiglitazone
1503297	0	NCT00350779	metformin
1560171	0	NCT00350779	glipizide
19029644	0	NCT00153179	acipimox
1714165	0	NCT01467479	peginterferon alfa-2a
19003953	0	NCT00751179	rocuronium
836208	0	NCT00751179	succinylcholine
19088328	0	NCT00483379	alglucosidase alfa
1503297	0	NCT01512979	metformin
40239216	0	NCT01512979	linagliptin
1551099	0	NCT00043979	prednisone
19034726	0	NCT00043979	sirolimus
1301267	0	NCT00043979	melphalan
19010482	0	NCT00043979	cyclosporine
1350504	0	NCT00043979	etoposide
1310317	0	NCT00043979	cyclophosphamide
950637	0	NCT00043979	tacrolimus
1367500	0	NCT00879879	losartan
1304850	0	NCT00039377	filgrastim
1305058	0	NCT00039377	methotrexate
950637	0	NCT00039377	tacrolimus
1311078	0	NCT00039377	cytarabine
1350504	0	NCT00039377	etoposide
1310317	0	NCT00039377	cyclophosphamide
19012346	0	NCT00424177	eltrombopag
1315411	0	NCT00305877	cetuximab
1337620	0	NCT00305877	capecitabine
1397141	0	NCT00305877	bevacizumab
19009965	0	NCT01304277	agalsidase alfa
1526475	0	NCT00794677	ezetimibe
757352	0	NCT00515177	eszopiclone
44785829	0	NCT01392677	dapagliflozin
1518254	0	NCT00478777	dexamethasone
1310149	0	NCT00814177	warfarin
1717704	0	NCT00530777	valacyclovir
1551803	0	NCT01462877	fenofibrate
1348265	0	NCT00555477	anastrozole
1397599	0	NCT00003377	cisplatin
1378382	0	NCT00003377	paclitaxel
1336825	0	NCT01286077	bortezomib
1314865	0	NCT01105377	azacitidine
1714277	0	NCT00300677	voriconazole
1714165	0	NCT00394277	peginterferon alfa-2a
1378382	0	NCT00976677	paclitaxel
1344905	0	NCT00976677	carboplatin
1397141	0	NCT00976677	bevacizumab
989878	0	NCT00628355	lidocaine
1539403	0	NCT00812955	simvastatin
1154161	0	NCT00394355	montelukast
1119119	0	NCT00667355	adalimumab
797399	0	NCT00620555	gabapentin
1319193	0	NCT00126555	gefitinib
1714277	0	NCT00238355	voriconazole
1510813	0	NCT00473655	rosuvastatin
1310149	0	NCT00777855	warfarin
40228152	0	NCT00621855	dabigatran etexilate
40242675	0	NCT01147055	crizotinib
1763204	0	NCT01147055	rifampin
42709322	0	NCT00768755	axitinib
701322	0	NCT00630955	memantine
1756831	0	NCT00915655	darunavir
1748921	0	NCT00915655	ritonavir
1710612	0	NCT00915655	zidovudine
1704183	0	NCT00915655	lamivudine
1736971	0	NCT00915655	abacavir
40167582	0	NCT00611455	ofatumumab
791967	0	NCT01204255	lorazepam
766529	0	NCT01204255	haloperidol
1348265	0	NCT00573755	anastrozole
1398399	0	NCT00573755	exemestane
1315946	0	NCT00573755	letrozole
1708880	0	NCT00277355	minocycline
19015523	0	NCT00920855	bendamustine
1336825	0	NCT00920855	bortezomib
19008264	0	NCT01542255	vinblastine
1311409	0	NCT01542255	dacarbazine
1337620	0	NCT00118755	capecitabine
1397141	0	NCT00118755	bevacizumab
1119119	0	NCT00918255	adalimumab
1525215	0	NCT00443755	pioglitazone
1503297	0	NCT00443755	metformin
1119119	0	NCT01752855	adalimumab
1310317	0	NCT01414855	cyclophosphamide
1338512	0	NCT01414855	doxorubicin
1308290	0	NCT01414855	vincristine
1551099	0	NCT01414855	prednisone
1703063	0	NCT00227370	valganciclovir
1119119	0	NCT00647270	adalimumab
1397599	0	NCT00941070	cisplatin
1325363	0	NCT01032070	erlotinib
1350504	0	NCT01032070	etoposide
1789276	0	NCT00824070	gatifloxacin
1106776	0	NCT00569270	tiotropium
1583722	0	NCT00500370	exenatide
1786055	0	NCT00419770	deferasirox
1762711	0	NCT00423670	ribavirin
937368	0	NCT00358670	infliximab
1525215	0	NCT00879970	pioglitazone
1547504	0	NCT00879970	rosiglitazone
1517740	0	NCT01071070	paricalcitol
1717963	0	NCT00877370	ertapenem
735850	0	NCT00350870	disulfiram
1309204	0	NCT01234870	adenosine
1314273	0	NCT00098670	rituximab
1312706	0	NCT00098670	alemtuzumab
1545958	0	NCT01112670	atorvastatin
1344905	0	NCT01051570	carboplatin
1551099	0	NCT01051570	prednisone
1397599	0	NCT00253370	cisplatin
1315942	0	NCT00253370	docetaxel
1118084	0	NCT00068770	celecoxib
19021959	0	NCT00850070	sapropterin
42801287	0	NCT00943670	pertuzumab
1310317	0	NCT00004563	cyclophosphamide
19014878	0	NCT00004563	azathioprine
19017581	0	NCT01301963	plerixafor
1304850	0	NCT01301963	filgrastim
1521987	0	NCT00577863	teriparatide
1315942	0	NCT00017563	docetaxel
40167554	0	NCT01313663	pazopanib
1304919	0	NCT01313663	pemetrexed
1712889	0	NCT00931463	raltegravir
970250	0	NCT01062763	spironolactone
742267	0	NCT00862563	topiramate
744798	0	NCT00862563	zonisamide
40222444	0	NCT00515463	denosumab
1397141	0	NCT00449163	bevacizumab
1355509	0	NCT00449163	floxuridine
1341149	0	NCT00638963	temozolomide
19015523	0	NCT01073163	bendamustine
1337620	0	NCT00268463	capecitabine
1355509	0	NCT00268463	floxuridine
1318011	0	NCT00268463	oxaliplatin
40161669	0	NCT00889863	canakinumab
1315946	0	NCT01368263	letrozole
1348265	0	NCT01368263	anastrozole
1310317	0	NCT00589563	cyclophosphamide
1350504	0	NCT00589563	etoposide
1301267	0	NCT00589563	melphalan
1305058	0	NCT00589563	methotrexate
19034726	0	NCT00589563	sirolimus
950637	0	NCT00589563	tacrolimus
40239985	0	NCT01591863	fidaxomicin
1304850	0	NCT00554463	filgrastim
1325608	0	NCT00554463	pegfilgrastim
1397599	0	NCT00554463	cisplatin
1350504	0	NCT00554463	etoposide
19003999	0	NCT00556933	mycophenolate mofetil
19034726	0	NCT00556933	sirolimus
950637	0	NCT00556933	tacrolimus
19097682	0	NCT00244933	genistein
1314924	0	NCT00244933	gemcitabine
1380068	0	NCT00919633	interferon alfa-2b
1797155	0	NCT00919633	peginterferon alfa-2b
1119119	0	NCT00235833	adalimumab
1506270	0	NCT01219933	methylprednisolone
939259	0	NCT00989833	budesonide
1236744	0	NCT00989833	terbutaline
742185	0	NCT00260533	atomoxetine
1589505	0	NCT00922233	levonorgestrel
1525215	0	NCT00295633	pioglitazone
1547504	0	NCT00295633	rosiglitazone
1503297	0	NCT00295633	metformin
1309944	0	NCT01461733	amiodarone
1756831	0	NCT00525733	darunavir
1150871	0	NCT00835731	misoprostol
1557272	0	NCT00518531	alendronate
40222444	0	NCT00518531	denosumab
1397141	0	NCT00570531	bevacizumab
785649	0	NCT01349231	ketamine
1397599	0	NCT00573131	cisplatin
19012346	0	NCT00370331	eltrombopag
1315411	0	NCT00096031	cetuximab
19026972	0	NCT00996931	lenalidomide
925636	0	NCT01847131	oxymetazoline
40172153	0	NCT00528931	collagenase clostridium histolyticum
1341149	0	NCT00731731	temozolomide
1337651	0	NCT00731731	vorinostat
19038562	0	NCT00109031	palifermin
1397599	0	NCT01682031	cisplatin
40174604	0	NCT00553631	velaglucerase alfa
1348407	0	NCT00553631	imiglucerase
1341149	0	NCT00304031	temozolomide
1315411	0	NCT00499031	cetuximab
19054821	0	NCT01656031	clofarabine
1311078	0	NCT01656031	cytarabine
1397599	0	NCT00118131	cisplatin
1315942	0	NCT00118131	docetaxel
1397599	0	NCT00085631	cisplatin
1337651	0	NCT00632931	vorinostat
742267	0	NCT00772031	topiramate
1151789	0	NCT01298531	etanercept
1315942	0	NCT00176631	docetaxel
1346823	0	NCT00123604	carvedilol
1307046	0	NCT00123604	metoprolol
1502905	0	NCT00338104	insulin glargine
1583722	0	NCT00529204	exenatide
1397141	0	NCT01656304	bevacizumab
1748921	0	NCT00296504	ritonavir
1118084	0	NCT00698204	celecoxib
1545958	0	NCT00166504	atorvastatin
1517740	0	NCT00990704	paricalcitol
987366	0	NCT00706004	lubiprostone
1304919	0	NCT00102804	pemetrexed
955632	0	NCT01041404	fluorouracil
1397599	0	NCT01041404	cisplatin
1337620	0	NCT01041404	capecitabine
1524674	0	NCT00104104	zoledronic acid
40173184	0	NCT00585104	levosimendan
19035631	0	NCT00427804	calcitriol
954688	0	NCT01151904	latanoprost
1387426	0	NCT00299104	folate
1305058	0	NCT00299104	methotrexate
1506270	0	NCT00299104	methylprednisolone
1314273	0	NCT00299104	rituximab
993631	0	NCT01008904	magnesium oxide
1315411	0	NCT00891904	cetuximab
734354	0	NCT00353704	pregabalin
1110410	0	NCT00353704	morphine
40238770	0	NCT01181804	boceprevir
19097468	0	NCT00019604	gadopentetate dimeglumine
1314924	0	NCT00735904	gemcitabine
1397599	0	NCT00735904	cisplatin
1236607	0	NCT00335504	sulindac
1397141	0	NCT00438204	bevacizumab
1236607	0	NCT00841204	sulindac
1309770	0	NCT00513604	aldesleukin
19012925	0	NCT00793819	silodosin
19025348	0	NCT00058019	ixabepilone
1336825	0	NCT00815919	bortezomib
1334456	0	NCT00389519	ramipril
1151789	0	NCT01053819	etanercept
1236607	0	NCT00068419	sulindac
19005015	0	NCT01367119	methohexital
1314924	0	NCT01998919	gemcitabine
1397599	0	NCT01998919	cisplatin
1344905	0	NCT01998919	carboplatin
40163731	0	NCT01374919	ferumoxytol
1516976	0	NCT00435019	insulin detemir
40170911	0	NCT01272219	liraglutide
718583	0	NCT01702519	nicotine
1557272	0	NCT00377819	alendronate
1315942	0	NCT00879619	docetaxel
1551099	0	NCT00879619	prednisone
19054821	0	NCT00372619	clofarabine
1311078	0	NCT00372619	cytarabine
1305058	0	NCT00372619	methotrexate
734354	0	NCT00141219	pregabalin
1114220	0	NCT00958919	naloxone
19011130	0	NCT00958919	normal saline
1378382	0	NCT00110019	paclitaxel
1344905	0	NCT00110019	carboplatin
1310317	0	NCT00003659	cyclophosphamide
1304850	0	NCT00003659	filgrastim
1314273	0	NCT00003659	rituximab
1344905	0	NCT00004859	carboplatin
1378382	0	NCT00004859	paclitaxel
19137042	0	NCT00004859	thalidomide
735979	0	NCT01284959	risperidone
1311078	0	NCT00469859	cytarabine
19078097	0	NCT00469859	idarubicin
1305058	0	NCT01353859	methotrexate
750982	0	NCT01023659	bupropion
780442	0	NCT01023659	varenicline
1186087	0	NCT00784459	abatacept
1315942	0	NCT00524459	docetaxel
1709170	0	NCT01429259	meropenem
1397599	0	NCT01557959	cisplatin
1325608	0	NCT01557959	pegfilgrastim
1315942	0	NCT01557959	docetaxel
735843	0	NCT00083759	natalizumab
1583722	0	NCT01060059	exenatide
954688	0	NCT00716859	latanoprost
40230761	0	NCT00868959	lurasidone
753626	0	NCT00616759	propofol
1510813	0	NCT00815659	rosuvastatin
967562	0	NCT00705159	loteprednol etabonate
1397141	0	NCT00022659	bevacizumab
1513103	0	NCT00368459	raloxifene
19044883	0	NCT01106859	zopiclone
1758392	0	NCT00376259	telbivudine
1336825	0	NCT00103259	bortezomib
1111220	0	NCT01391559	arformoterol
1137529	0	NCT01391559	salmeterol
1337620	0	NCT00335959	capecitabine
1318011	0	NCT00335959	oxaliplatin
1321636	0	NCT00303459	bosentan
753626	0	NCT00265616	propofol
19011130	0	NCT00786916	normal saline
989878	0	NCT00786916	lidocaine
711584	0	NCT00203216	levetiracetam
1315942	0	NCT00660816	docetaxel
45776670	0	NCT00993616	belinostat
1344905	0	NCT00993616	carboplatin
708298	0	NCT01643616	midazolam
1329241	0	NCT00006916	bleomycin
1135766	0	NCT00276016	phenylephrine
1154332	0	NCT00276016	pseudoephedrine
44816332	0	NCT00838916	albiglutide
1502905	0	NCT00838916	insulin glargine
1378382	0	NCT00113516	paclitaxel
1336539	0	NCT00113516	sunitinib
1344905	0	NCT00113516	carboplatin
1301267	0	NCT00325416	melphalan
1378509	0	NCT00325416	topotecan
757352	0	NCT00555750	eszopiclone
1336539	0	NCT00676650	sunitinib
1552310	0	NCT00615550	progesterone
916005	0	NCT00832650	solifenacin
797399	0	NCT00108550	gabapentin
782043	0	NCT01031550	isoflurane
923081	0	NCT00002850	ofloxacin
1797513	0	NCT00002850	ciprofloxacin
19026972	0	NCT00477750	lenalidomide
1301267	0	NCT00477750	melphalan
1551099	0	NCT00477750	prednisone
19080982	0	NCT00593450	ranibizumab
1397141	0	NCT00593450	bevacizumab
1539403	0	NCT00739050	simvastatin
1303425	0	NCT01190150	tranexamic acid
1748921	0	NCT00976950	ritonavir
40239216	0	NCT00601250	linagliptin
1315946	0	NCT00856050	letrozole
40222444	0	NCT01457950	denosumab
1315411	0	NCT00109850	cetuximab
1397599	0	NCT00109850	cisplatin
1336825	0	NCT00425750	bortezomib
1315942	0	NCT00425750	docetaxel
1547504	0	NCT00337350	rosiglitazone
1337651	0	NCT00363883	vorinostat
1748921	0	NCT00757783	ritonavir
1756831	0	NCT00757783	darunavir
1727223	0	NCT00757783	atazanavir
780442	0	NCT00691483	varenicline
1397599	0	NCT00720083	cisplatin
40238052	0	NCT00720083	vandetanib
1344905	0	NCT00402883	carboplatin
1715315	0	NCT01770483	nitazoxanide
