source_code|source_vocabulary_id|source_code_description|target_concept_id|target_vocabulary_id|mapping_type|primary_map|valid_start_date|valid_end_date|invalid_reason
D011239|46|Prednisolone|1550557|8|DRUG|Y|1970-01-01|2099-12-31|
D011298|46|Prenazone|19135796|8|DRUG|Y|1970-01-01|2099-12-31|
D011324|46|Primidone|751347|8|DRUG|Y|1970-01-01|2099-12-31|
D011395|46|Promazine|19052903|8|DRUG|Y|1970-01-01|2099-12-31|
D011410|46|Propanidid|19135802|8|DRUG|Y|1970-01-01|2099-12-31|
D011738|46|Pyrilamine|1159811|8|DRUG|Y|1970-01-01|2099-12-31|
D011796|46|Quinacrine|19060400|8|DRUG|Y|1970-01-01|2099-12-31|
D012251|46|Rhus toxicodendron|19070958|8|DRUG|Y|1970-01-01|2099-12-31|
D012254|46|Ribavirin|1762711|8|DRUG|Y|1970-01-01|2099-12-31|
D012411|46|Rubella Vaccine|19136026|8|DRUG|Y|1970-01-01|2099-12-31|
D012822|46|Silicon Dioxide|19066865|8|DRUG|Y|1970-01-01|2099-12-31|
D012855|46|Sitosterols|19136046|8|DRUG|Y|1970-01-01|2099-12-31|
D013015|46|Sotalol|1370109|8|DRUG|Y|1970-01-01|2099-12-31|
D013265|46|Stigmasterol|19000812|8|DRUG|Y|1970-01-01|2099-12-31|
D013395|46|Sucrose|19136247|8|DRUG|Y|1970-01-01|2099-12-31|
D013954|46|Thyroglobulin|19000732|8|DRUG|Y|1970-01-01|2099-12-31|
D014001|46|Tin|19008281|8|DRUG|Y|1970-01-01|2099-12-31|
D014002|46|Stannous Fluoride|1036094|8|DRUG|Y|1970-01-01|2099-12-31|
C020371|46|indobufen|19069107|8|DRUG|Y|1970-01-01|2099-12-31|
D019821|46|Simvastatin|1539403|8|DRUG|Y|1970-01-01|2099-12-31|
D019832|46|N-Methylscopolamine|1158632|8|DRUG|Y|1970-01-01|2099-12-31|
D019856|46|Ethanolamine|19059477|8|DRUG|Y|1970-01-01|2099-12-31|
D020008|46|Delavirdine|1747157|8|DRUG|Y|1970-01-01|2099-12-31|
D020909|46|Acarbose|1529331|8|DRUG|Y|1970-01-01|2099-12-31|
D020926|46|Medetomidine|19067415|8|DRUG|Y|1970-01-01|2099-12-31|
D022341|46|Yellow Fever Vaccine|559532|8|DRUG|Y|1970-01-01|2099-12-31|
D024508|46|Tocotrienols|19121338|8|DRUG|Y|1970-01-01|2099-12-31|
D025762|46|Pristinamycin|19125201|8|DRUG|Y|1970-01-01|2099-12-31|
D043322|46|Lactase|950183|8|DRUG|Y|1970-01-01|2099-12-31|
C008881|46|phosphocellulose|19024301|8|DRUG|Y|1970-01-01|2099-12-31|
C008976|46|laureth-9|19091527|8|DRUG|Y|1970-01-01|2010-05-02|D
C009213|46|Scarlet Red|19037768|8|DRUG|Y|1970-01-01|2099-12-31|
C009301|46|spermaceti|19070229|8|DRUG|Y|1970-01-01|2099-12-31|
C009500|46|tolfenamic acid|19042155|8|DRUG|Y|1970-01-01|2099-12-31|
C009927|46|estropipate|1525278|8|DRUG|Y|1970-01-01|2099-12-31|
C010827|46|dezocine|19088393|8|DRUG|Y|1970-01-01|2099-12-31|
C011824|46|fluocortin butyl ester|19064432|8|DRUG|Y|1970-01-01|2099-12-31|
D015250|46|Aclarubicin|19057483|8|DRUG|Y|1970-01-01|2099-12-31|
D015251|46|Epirubicin|1344354|8|DRUG|Y|1970-01-01|2099-12-31|
D015313|46|Cefotetan|1774932|8|DRUG|Y|1970-01-01|2099-12-31|
D015644|46|Miocamycin|19009138|8|DRUG|Y|1970-01-01|2099-12-31|
D015725|46|Fluconazole|1754994|8|DRUG|Y|1970-01-01|2099-12-31|
D015736|46|Felodipine|1353776|8|DRUG|Y|1970-01-01|2099-12-31|
D015773|46|Enalaprilat|1342001|8|DRUG|Y|1970-01-01|2099-12-31|
D016593|46|Terfenadine|1150836|8|DRUG|Y|1970-01-01|2099-12-31|
D016595|46|Misoprostol|1150871|8|DRUG|Y|1970-01-01|2099-12-31|
D012721|46|Carbaryl|19136040|8|DRUG|Y|1970-01-01|2099-12-31|
D012837|46|Silver Sulfadiazine|966956|8|DRUG|Y|1970-01-01|2099-12-31|
D012969|46|Sodium Fluoride|19069022|8|DRUG|Y|1970-01-01|2099-12-31|
D012974|46|Sodium Iodide|19069873|8|DRUG|Y|1970-01-01|2099-12-31|
D012977|46|Sodium Nitrite|19069907|8|DRUG|Y|1970-01-01|2099-12-31|
D013197|46|Stanozolol|1636145|8|DRUG|Y|1970-01-01|2099-12-31|
D013392|46|Sucralfate|1036228|8|DRUG|Y|1970-01-01|2099-12-31|
D013409|46|Sulfacetamide|1036252|8|DRUG|Y|1970-01-01|2099-12-31|
D013411|46|Sulfadiazine|1836391|8|DRUG|Y|1970-01-01|2099-12-31|
D013443|46|Sulfisomidine|19000821|8|DRUG|Y|1970-01-01|2099-12-31|
D013619|46|Tacrine|836654|8|DRUG|Y|1970-01-01|2099-12-31|
D013629|46|Tamoxifen|1436678|8|DRUG|Y|1970-01-01|2099-12-31|
D013827|46|Thiabendazole|1837289|8|DRUG|Y|1970-01-01|2099-12-31|
D013866|46|Thioguanine|1437379|8|DRUG|Y|1970-01-01|2099-12-31|
D013874|46|Thiopental|700253|8|DRUG|Y|1970-01-01|2099-12-31|
D013948|46|Moxisylyte|19007422|8|DRUG|Y|1970-01-01|2099-12-31|
D013972|46|Thyrotropin|19007721|8|DRUG|Y|1970-01-01|2099-12-31|
D013999|46|Timolol|902427|8|DRUG|Y|1970-01-01|2099-12-31|
D014049|46|Tolperisone|19003296|8|DRUG|Y|1970-01-01|2099-12-31|
D014282|46|Trihexyphenidyl|705178|8|DRUG|Y|1970-01-01|2099-12-31|
D014299|46|Trimipramine|705755|8|DRUG|Y|1970-01-01|2099-12-31|
D005913|46|Glipizide|1560171|8|DRUG|Y|1970-01-01|2099-12-31|
D005973|46|Glutamine|19060985|8|DRUG|Y|1970-01-01|2099-12-31|
D006140|46|Guaifenesin|1163944|8|DRUG|Y|1970-01-01|2099-12-31|
D006493|46|Heparin|1367571|8|DRUG|Y|1970-01-01|2099-12-31|
D006585|46|Altretamine|1368823|8|DRUG|Y|1970-01-01|2099-12-31|
D006820|46|Hyaluronan|798336|8|DRUG|Y|1970-01-01|2099-12-31|
D006851|46|Hydrochloric Acid|974140|8|DRUG|Y|1970-01-01|2099-12-31|
D006861|46|Hydrogen Peroxide|1776430|8|DRUG|Y|1970-01-01|2099-12-31|
D006894|46|Hydroxyestrones|19077111|8|DRUG|Y|1970-01-01|2099-12-31|
D006908|46|Hydroxyprogesterones|19077143|8|DRUG|Y|1970-01-01|2099-12-31|
D006923|46|Hymecromone|19077421|8|DRUG|Y|1970-01-01|2099-12-31|
D007480|46|Iopanoic Acid|19081256|8|DRUG|Y|1970-01-01|2099-12-31|
D007556|46|Isoxsuprine|1384360|8|DRUG|Y|1970-01-01|2099-12-31|
D007977|46|Levallorphan|19124297|8|DRUG|Y|1970-01-01|2099-12-31|
D008013|46|Lidoflazine|19124331|8|DRUG|Y|1970-01-01|2099-12-31|
D008090|46|Lisuride|19091472|8|DRUG|Y|1970-01-01|2099-12-31|
D008353|46|Mannitol|994058|8|DRUG|Y|1970-01-01|2099-12-31|
D008525|46|Medroxyprogesterone|1500211|8|DRUG|Y|1970-01-01|2099-12-31|
D008614|46|Meperidine|1102527|8|DRUG|Y|1970-01-01|2099-12-31|
D008615|46|Mephenesin|19002662|8|DRUG|Y|1970-01-01|2099-12-31|
D008702|46|Methaqualone|19004160|8|DRUG|Y|1970-01-01|2099-12-31|
D008710|46|Methenolone|19004621|8|DRUG|Y|1970-01-01|2099-12-31|
D008751|46|Methylene Blue|905518|8|DRUG|Y|1970-01-01|2099-12-31|
D008981|46|Molsidomine|19009819|8|DRUG|Y|1970-01-01|2099-12-31|
D009077|46|Mucins|19126774|8|DRUG|Y|1970-01-01|2099-12-31|
D009108|46|Mumps Vaccine|523620|8|DRUG|Y|1970-01-01|2099-12-31|
D009277|46|Nandrolone|1514412|8|DRUG|Y|1970-01-01|2099-12-31|
D009525|46|Niacin|1517824|8|DRUG|Y|1970-01-01|2099-12-31|
D011748|46|Pyrogallol|19060367|8|DRUG|Y|1970-01-01|2099-12-31|
D011800|46|Quinestrol|19060423|8|DRUG|Y|1970-01-01|2099-12-31|
D012313|46|RNA|19136013|8|DRUG|Y|1970-01-01|2099-12-31|
D012395|46|Rose Bengal|19063871|8|DRUG|Y|1970-01-01|2099-12-31|
D012441|46|Saccharomyces cerevisiae|19136028|8|DRUG|Y|1970-01-01|2099-12-31|
D012601|46|Scopolamine|965748|8|DRUG|Y|1970-01-01|2099-12-31|
D012968|46|EHDP|1552929|8|DRUG|Y|1970-01-01|2099-12-31|
D012981|46|Sodium Tetradecyl Sulfate|19070012|8|DRUG|Y|1970-01-01|2099-12-31|
D013024|46|Soybean Oil|19070224|8|DRUG|Y|1970-01-01|2099-12-31|
D013148|46|Spironolactone|970250|8|DRUG|Y|1970-01-01|2099-12-31|
D013792|46|Thalidomide|19137042|8|DRUG|Y|1970-01-01|2099-12-31|
D013849|46|Thimerosal|19137377|8|DRUG|Y|1970-01-01|2099-12-31|
D013852|46|Thiotepa|19137385|8|DRUG|Y|1970-01-01|2099-12-31|
D013982|46|Ticarcillin|1702364|8|DRUG|Y|1970-01-01|2099-12-31|
D014042|46|Tolazamide|1502809|8|DRUG|Y|1970-01-01|2099-12-31|
D014290|46|Metipranolol|905531|8|DRUG|Y|1970-01-01|2099-12-31|
D014501|46|Uranium|19010875|8|DRUG|Y|1970-01-01|2099-12-31|
D014700|46|Verapamil|1307863|8|DRUG|Y|1970-01-01|2099-12-31|
D014745|46|Viloxazine|19008261|8|DRUG|Y|1970-01-01|2099-12-31|
D014867|46|Water|19010309|8|DRUG|Y|1970-01-01|2099-12-31|
D015034|46|Zinc Oxide|911064|8|DRUG|Y|1970-01-01|2099-12-31|
C000450|46|mefenorex|19072023|8|DRUG|Y|1970-01-01|2099-12-31|
C001584|46|benfluorex|19035533|8|DRUG|Y|1970-01-01|2099-12-31|
C001652|46|homoharringtonine|19069046|8|DRUG|Y|1970-01-01|2099-12-31|
C001671|46|magnesium trisilicate|908730|8|DRUG|Y|1970-01-01|2099-12-31|
C002815|46|chlorfenethazine|19036658|8|DRUG|Y|1970-01-01|2099-12-31|
C004280|46|thiocolchicoside|19041813|8|DRUG|Y|1970-01-01|2099-12-31|
C004345|46|triclofos|19042692|8|DRUG|Y|1970-01-01|2099-12-31|
C004490|46|moxaverine|19113058|8|DRUG|Y|1970-01-01|2099-12-31|
C004497|46|bisabolol|19018634|8|DRUG|Y|1970-01-01|2099-12-31|
C004518|46|fenethylline|19061288|8|DRUG|Y|1970-01-01|2099-12-31|
C004519|46|caramiphen|1140590|8|DRUG|Y|1970-01-01|2099-12-31|
C004528|46|benzarone|19035598|8|DRUG|Y|1970-01-01|2099-12-31|
C004560|46|brolitene|19018746|8|DRUG|Y|1970-01-01|2099-12-31|
C004687|46|clofexamide|19047204|8|DRUG|Y|1970-01-01|2099-12-31|
C004691|46|colistimethate|1701677|8|DRUG|Y|1970-01-01|2099-12-31|
C004945|46|guanadrel|1400959|8|DRUG|Y|1970-01-01|2099-12-31|
C004954|46|hexylcaine|19069009|8|DRUG|Y|1970-01-01|2099-12-31|
C005180|46|orgotein|19082874|8|DRUG|Y|1970-01-01|2099-12-31|
C005260|46|metopimazine|19072087|8|DRUG|Y|1970-01-01|2099-12-31|
C005298|46|benoxinate|935529|8|DRUG|Y|1970-01-01|2099-12-31|
C005555|46|propamidine|19029108|8|DRUG|Y|1970-01-01|2099-12-31|
C005877|46|pholedrine|19090831|8|DRUG|Y|1970-01-01|2099-12-31|
D001414|46|Bacitracin|915175|8|DRUG|Y|1970-01-01|2099-12-31|
D001535|46|Benactyzine|19016237|8|DRUG|Y|1970-01-01|2099-12-31|
D001539|46|Bendroflumethiazide|1316354|8|DRUG|Y|1970-01-01|2099-12-31|
D001544|46|Benperidol|19016440|8|DRUG|Y|1970-01-01|2099-12-31|
D001556|46|Lindane|916751|8|DRUG|Y|1970-01-01|2099-12-31|
D001629|46|Bezafibrate|19022956|8|DRUG|Y|1970-01-01|2099-12-31|
D001729|46|Bismuth|19025138|8|DRUG|Y|1970-01-01|2099-12-31|
D002047|46|Buprenorphine|1133201|8|DRUG|Y|1970-01-01|2099-12-31|
D002117|46|Calcitriol|19035631|8|DRUG|Y|1970-01-01|2099-12-31|
D002328|46|Carisoprodol|749910|8|DRUG|Y|1970-01-01|2099-12-31|
D002331|46|Carnitine|19050104|8|DRUG|Y|1970-01-01|2099-12-31|
D002354|46|Carteolol|950370|8|DRUG|Y|1970-01-01|2099-12-31|
D002362|46|Cascara|900017|8|DRUG|Y|1970-01-01|2099-12-31|
D002437|46|Cefazolin|1771162|8|DRUG|Y|1970-01-01|2099-12-31|
D002439|46|Cefotaxime|1774470|8|DRUG|Y|1970-01-01|2099-12-31|
D002506|46|Cephalexin|1786621|8|DRUG|Y|1970-01-01|2099-12-31|
D002746|46|Chlorpromazine|794852|8|DRUG|Y|1970-01-01|2099-12-31|
D002749|46|Chlorprothixene|19095002|8|DRUG|Y|1970-01-01|2099-12-31|
D006852|46|Hydrochlorothiazide|974166|8|DRUG|Y|1970-01-01|2099-12-31|
D007074|46|Immunoglobulin G|19117912|8|DRUG|Y|1970-01-01|2099-12-31|
D007099|46|Imipramine|778268|8|DRUG|Y|1970-01-01|2099-12-31|
D007291|46|Inosinic Acid|19079480|8|DRUG|Y|1970-01-01|2099-12-31|
D007437|46|Intrinsic Factor|1380472|8|DRUG|Y|1970-01-01|2099-12-31|
D007486|46|Ipecac|1781321|8|DRUG|Y|1970-01-01|2099-12-31|
D007542|46|Inosine Pranobex|19083285|8|DRUG|Y|1970-01-01|2099-12-31|
D007616|46|Kaolin|984801|8|DRUG|Y|1970-01-01|2099-12-31|
D007654|46|Ketoconazole|985708|8|DRUG|Y|1970-01-01|2099-12-31|
D007741|46|Labetalol|1386957|8|DRUG|Y|1970-01-01|2099-12-31|
D008082|46|Lipotropic Agents|19124411|8|DRUG|Y|1970-01-01|2099-12-31|
D008094|46|Lithium|19124477|8|DRUG|Y|1970-01-01|2099-12-31|
D008130|46|Lomustine|1391846|8|DRUG|Y|1970-01-01|2099-12-31|
D008234|46|Lynestrenol|19092358|8|DRUG|Y|1970-01-01|2099-12-31|
D008294|46|Malathion|993979|8|DRUG|Y|1970-01-01|2099-12-31|
D008468|46|Meclizine|994341|8|DRUG|Y|1970-01-01|2099-12-31|
D008550|46|Melatonin|1301152|8|DRUG|Y|1970-01-01|2099-12-31|
D008610|46|Menthol|901656|8|DRUG|Y|1970-01-01|2099-12-31|
D008628|46|Mercury|19125390|8|DRUG|Y|1970-01-01|2099-12-31|
D008634|46|Mersalyl|19003070|8|DRUG|Y|1970-01-01|2099-12-31|
D008653|46|Mesoridazine|703083|8|DRUG|Y|1970-01-01|2099-12-31|
D008692|46|Methadyl Acetate|19003959|8|DRUG|Y|1970-01-01|2099-12-31|
D008733|46|Methoxyflurane|19005257|8|DRUG|Y|1970-01-01|2099-12-31|
D009248|46|Nadolol|1313200|8|DRUG|Y|1970-01-01|2099-12-31|
D009428|46|Netilmicin|19017585|8|DRUG|Y|1970-01-01|2099-12-31|
D009582|46|Nitrofurantoin|920293|8|DRUG|Y|1970-01-01|2099-12-31|
D009584|46|Nitrogen|19020477|8|DRUG|Y|1970-01-01|2099-12-31|
D009638|46|Norepinephrine|1321341|8|DRUG|Y|1970-01-01|2099-12-31|
D009645|46|Norgestrienone|19128258|8|DRUG|Y|1970-01-01|2099-12-31|
D009677|46|Noxythiolin|19128375|8|DRUG|Y|1970-01-01|2099-12-31|
D009950|46|Ornidazole|19024197|8|DRUG|Y|1970-01-01|2099-12-31|
D010076|46|Oxazepam|724816|8|DRUG|Y|1970-01-01|2099-12-31|
D010396|46|Penicillamine|19028050|8|DRUG|Y|1970-01-01|2099-12-31|
D010567|46|Pertussis Vaccine|19033193|8|DRUG|Y|1970-01-01|2099-12-31|
D010624|46|Phenelzine|733896|8|DRUG|Y|1970-01-01|2099-12-31|
D010632|46|Pheniramine|933952|8|DRUG|Y|1970-01-01|2099-12-31|
D010714|46|Phosphatidylethanolamines|19132988|8|DRUG|Y|1970-01-01|2099-12-31|
D010743|46|Phospholipids|19042852|8|DRUG|Y|1970-01-01|2099-12-31|
D010866|46|Natamycin|915392|8|DRUG|Y|1970-01-01|2099-12-31|
D010868|46|Pimozide|745790|8|DRUG|Y|1970-01-01|2099-12-31|
D010869|46|Pindolol|1345858|8|DRUG|Y|1970-01-01|2099-12-31|
D010878|46|Piperacillin|1746114|8|DRUG|Y|1970-01-01|2099-12-31|
D010889|46|Piracetam|19046654|8|DRUG|Y|1970-01-01|2099-12-31|
D011205|46|Povidone|950056|8|DRUG|Y|1970-01-01|2099-12-31|
D011341|46|Probucol|19051463|8|DRUG|Y|1970-01-01|2099-12-31|
D011377|46|Proglumide|19052734|8|DRUG|Y|1970-01-01|2099-12-31|
D011392|46|Proline|19052736|8|DRUG|Y|1970-01-01|2099-12-31|
D005578|46|Fosfomycin|956653|8|DRUG|Y|1970-01-01|2099-12-31|
D005666|46|Fursultiamin|19112519|8|DRUG|Y|1970-01-01|2099-12-31|
D005780|46|Gelatin|19058092|8|DRUG|Y|1970-01-01|2099-12-31|
D008727|46|Methotrexate|1305058|8|DRUG|Y|1970-01-01|2099-12-31|
D008784|46|Methysergide|1106740|8|DRUG|Y|1970-01-01|2099-12-31|
D008801|46|Mexiletine|1307542|8|DRUG|Y|1970-01-01|2099-12-31|
D008899|46|Mineral Oil|908523|8|DRUG|Y|1970-01-01|2099-12-31|
D009266|46|Nalbuphine|1114122|8|DRUG|Y|1970-01-01|2099-12-31|
D009288|46|Naproxen|1115008|8|DRUG|Y|1970-01-01|2099-12-31|
D009388|46|Neostigmine|717136|8|DRUG|Y|1970-01-01|2099-12-31|
D009529|46|Nicardipine|1318137|8|DRUG|Y|1970-01-01|2099-12-31|
D009552|46|Nikethamide|19019088|8|DRUG|Y|1970-01-01|2099-12-31|
D009554|46|Nimorazole|19019176|8|DRUG|Y|1970-01-01|2099-12-31|
D009567|46|Nitrazepam|19020021|8|DRUG|Y|1970-01-01|2099-12-31|
D009644|46|Norgestrel|1521592|8|DRUG|Y|1970-01-01|2099-12-31|
D009756|46|Nylidrin|19022494|8|DRUG|Y|1970-01-01|2099-12-31|
D009761|46|Nystatin|922570|8|DRUG|Y|1970-01-01|2099-12-31|
D009764|46|o-Phthalaldehyde|19022885|8|DRUG|Y|1970-01-01|2099-12-31|
D009768|46|Obidoxime|19053171|8|DRUG|Y|1970-01-01|2099-12-31|
D009544|46|Niflumic Acid|19019023|8|DRUG|Y|1970-01-01|2099-12-31|
D009568|46|Nitrendipine|19020061|8|DRUG|Y|1970-01-01|2099-12-31|
D010099|46|Oxyfedrine|19129643|8|DRUG|Y|1970-01-01|2099-12-31|
D010111|46|Oxymorphone|1125765|8|DRUG|Y|1970-01-01|2099-12-31|
D010130|46|p-Aminohippurate|19053177|8|DRUG|Y|1970-01-01|2099-12-31|
D010242|46|Paraldehyde|19027181|8|DRUG|Y|1970-01-01|2099-12-31|
D010404|46|Penicillin V|1729720|8|DRUG|Y|1970-01-01|2099-12-31|
D010615|46|Phenacetin|19033710|8|DRUG|Y|1970-01-01|2099-12-31|
D010645|46|Phentermine|735340|8|DRUG|Y|1970-01-01|2099-12-31|
D010672|46|Phenytoin|740910|8|DRUG|Y|1970-01-01|2099-12-31|
D010758|46|Phosphorus|19043395|8|DRUG|Y|1970-01-01|2099-12-31|
D010862|46|Pilocarpine|945286|8|DRUG|Y|1970-01-01|2099-12-31|
D010891|46|Piribedil|19134000|8|DRUG|Y|1970-01-01|2099-12-31|
D010959|46|Tissue Plasminogen Activator|1347450|8|DRUG|Y|1970-01-01|2099-12-31|
D011139|46|Polythiazide|948787|8|DRUG|Y|1970-01-01|2099-12-31|
D011188|46|Potassium|19049024|8|DRUG|Y|1970-01-01|2099-12-31|
D011206|46|Povidone-Iodine|1750087|8|DRUG|Y|1970-01-01|2099-12-31|
D011342|46|Procainamide|1351461|8|DRUG|Y|1970-01-01|2099-12-31|
D011464|46|Epoprostenol|1354118|8|DRUG|Y|1970-01-01|2099-12-31|
D011479|46|Protamines|19054245|8|DRUG|Y|1970-01-01|2099-12-31|
D003992|46|Dibucaine|923840|8|DRUG|Y|1970-01-01|2099-12-31|
D004078|46|Dihydralazine|19026448|8|DRUG|Y|1970-01-01|2099-12-31|
D004145|46|Diosmin|19029488|8|DRUG|Y|1970-01-01|2099-12-31|
D004155|46|Diphenhydramine|1129625|8|DRUG|Y|1970-01-01|2099-12-31|
D004168|46|Diphtheria Toxoid|529303|8|DRUG|Y|1970-01-01|2099-12-31|
D004177|46|Dipyrone|19031397|8|DRUG|Y|1970-01-01|2099-12-31|
D004318|46|Doxycycline|1738521|8|DRUG|Y|1970-01-01|2099-12-31|
D004492|46|Edetic Acid|1741008|8|DRUG|Y|1970-01-01|2099-12-31|
D004967|46|Estrogens|19049228|8|DRUG|Y|1970-01-01|2099-12-31|
D004998|46|Ethiodized Oil|19050016|8|DRUG|Y|1970-01-01|2099-12-31|
D005018|46|Ethyl Chloride|950316|8|DRUG|Y|1970-01-01|2099-12-31|
D005047|46|Etoposide|1350504|8|DRUG|Y|1970-01-01|2099-12-31|
D005436|46|Floxacillin|19054936|8|DRUG|Y|1970-01-01|2099-12-31|
D005443|46|Flumethasone|19055156|8|DRUG|Y|1970-01-01|2099-12-31|
D005479|46|Flurazepam|756349|8|DRUG|Y|1970-01-01|2099-12-31|
D005839|46|Gentamycin|919345|8|DRUG|Y|1970-01-01|2099-12-31|
D005978|46|Glutathione|19061083|8|DRUG|Y|1970-01-01|2099-12-31|
D006145|46|Guanethidine|1366279|8|DRUG|Y|1970-01-01|2099-12-31|
D006592|46|Hexobendine|19113060|8|DRUG|Y|1970-01-01|2099-12-31|
D011397|46|Promegestone|19052987|8|DRUG|Y|1970-01-01|2099-12-31|
C409945|46|parecoxib|19003570|8|DRUG|Y|1970-01-01|2099-12-31|
C411345|46|bemiparin|19069137|8|DRUG|Y|1970-01-01|2099-12-31|
C413408|46|atazanavir|1727223|8|DRUG|Y|1970-01-01|2099-12-31|
C413549|46|menthyl anthranilate|19135921|8|DRUG|Y|1970-01-01|2099-12-31|
C421124|46|drotrecogin alfa activated|1731597|8|DRUG|Y|1970-01-01|2099-12-31|
C423508|46|abarelix|19010868|8|DRUG|Y|1970-01-01|2099-12-31|
C430916|46|regadenoson|19090761|8|DRUG|Y|1970-01-01|2099-12-31|
C441201|46|thiosalicylic acid|19082767|8|DRUG|Y|1970-01-01|2099-12-31|
C484564|46|insulin, lente, human|1513849|8|DRUG|Y|1970-01-01|2099-12-31|
C488233|46|talniflumate|19091809|8|DRUG|Y|1970-01-01|2099-12-31|
C500592|46|panitumumab|19100985|8|DRUG|Y|1970-01-01|2099-12-31|
C501844|46|dimethicone|916662|8|DRUG|Y|1970-01-01|2099-12-31|
D011405|46|Propafenone|1353256|8|DRUG|Y|1970-01-01|2099-12-31|
D011433|46|Propranolol|1353766|8|DRUG|Y|1970-01-01|2099-12-31|
D011441|46|Propylthiouracil|1554072|8|DRUG|Y|1970-01-01|2099-12-31|
D011506|46|Proteins|19054248|8|DRUG|Y|1970-01-01|2099-12-31|
D011715|46|Pyrantel|1759270|8|DRUG|Y|1970-01-01|2099-12-31|
D012110|46|Reserpine|1362225|8|DRUG|Y|1970-01-01|2099-12-31|
D012460|46|Sulfasalazine|964339|8|DRUG|Y|1970-01-01|2099-12-31|
D012645|46|Selenomethionine|19136036|8|DRUG|Y|1970-01-01|2099-12-31|
D012828|46|Silicones|19066894|8|DRUG|Y|1970-01-01|2099-12-31|
D012841|46|Simethicone|966991|8|DRUG|Y|1970-01-01|2099-12-31|
C502994|46|(S)-3-hydroxyadamantylglycine-4,5-methanoprolinenitrile trifluoroacetic acid salt|40166035|8|DRUG|Y|1970-01-01|2099-12-31|
C504320|46|monoclonal antibody CNTO 1275|40161532|8|DRUG|Y|1970-01-01|2099-12-31|
C506401|46|lubiprostone|987366|8|DRUG|Y|1970-01-01|2099-12-31|
C514290|46|trisodium citrate|19065826|8|DRUG|Y|1970-01-01|2099-12-31|
C520809|46|eltrombopag|19012346|8|DRUG|Y|1970-01-01|2099-12-31|
C522124|46|besifloxacin|40161662|8|DRUG|Y|1970-01-01|2099-12-31|
C529236|46|docosanol|980955|8|DRUG|Y|1970-01-01|2099-12-31|
D000108|46|Acetylcarnitine|19037596|8|DRUG|Y|1970-01-01|2099-12-31|
D000324|46|Adrenocorticotropic Hormone|1541079|8|DRUG|Y|1970-01-01|2099-12-31|
D000515|46|alpha 1-Antitrypsin|1169352|8|DRUG|Y|1970-01-01|2099-12-31|
D000536|46|Aluminum Hydroxide|985247|8|DRUG|Y|1970-01-01|2099-12-31|
D000677|46|Amsacrine|19017810|8|DRUG|Y|1970-01-01|2099-12-31|
D000983|46|Antipyrine|1036059|8|DRUG|Y|1970-01-01|2099-12-31|
D001279|46|Atracurium|19014341|8|DRUG|Y|1970-01-01|2099-12-31|
D001462|46|Barbital|19015346|8|DRUG|Y|1970-01-01|2099-12-31|
D001558|46|Benzethonium|916802|8|DRUG|Y|1970-01-01|2099-12-31|
D001590|46|Benztropine|719174|8|DRUG|Y|1970-01-01|2099-12-31|
D001623|46|Betamethasone|920458|8|DRUG|Y|1970-01-01|2099-12-31|
D001647|46|Bile Salts|19024068|8|DRUG|Y|1970-01-01|2099-12-31|
D002019|46|Bufexamac|19032724|8|DRUG|Y|1970-01-01|2099-12-31|
D002045|46|Bupivacaine|732893|8|DRUG|Y|1970-01-01|2099-12-31|
D002066|46|Busulfan|1333357|8|DRUG|Y|1970-01-01|2099-12-31|
D002124|46|Calcium Fluoride|19018601|8|DRUG|Y|1970-01-01|2099-12-31|
D002207|46|Capreomycin|19026710|8|DRUG|Y|1970-01-01|2099-12-31|
D002438|46|Cefoperazone|1773402|8|DRUG|Y|1970-01-01|2099-12-31|
D002440|46|Cefoxitin|1775741|8|DRUG|Y|1970-01-01|2099-12-31|
D002482|46|Cellulose|986517|8|DRUG|Y|1970-01-01|2099-12-31|
D002594|46|Cetylpyridinium|989301|8|DRUG|Y|1970-01-01|2099-12-31|
D002747|46|Chlorpropamide|1594973|8|DRUG|Y|1970-01-01|2099-12-31|
D002752|46|Chlorthalidone|1395058|8|DRUG|Y|1970-01-01|2099-12-31|
D002918|46|Chymotrypsin|19096710|8|DRUG|Y|1970-01-01|2099-12-31|
D002976|46|Clenbuterol|19097824|8|DRUG|Y|1970-01-01|2099-12-31|
D002981|46|Clindamycin|997881|8|DRUG|Y|1970-01-01|2099-12-31|
D003000|46|Clonidine|1398937|8|DRUG|Y|1970-01-01|2099-12-31|
D003042|46|Cocaine|1001419|8|DRUG|Y|1970-01-01|2099-12-31|
D003404|46|Creatinine|19071968|8|DRUG|Y|1970-01-01|2099-12-31|
D003553|46|Cystine|19011082|8|DRUG|Y|1970-01-01|2099-12-31|
D003907|46|Dexamethasone|1518254|8|DRUG|Y|1970-01-01|2099-12-31|
D003916|46|Dextromoramide|19021940|8|DRUG|Y|1970-01-01|2099-12-31|
D003981|46|Diazoxide|1523280|8|DRUG|Y|1970-01-01|2099-12-31|
D004049|46|Diethylcarbamazine|19025698|8|DRUG|Y|1970-01-01|2099-12-31|
D004060|46|Diflucortolone|19026096|8|DRUG|Y|1970-01-01|2099-12-31|
D004103|46|Iodoquinol|928006|8|DRUG|Y|1970-01-01|2099-12-31|
D004157|46|Diphenoxylate|930916|8|DRUG|Y|1970-01-01|2099-12-31|
