source_code|source_code_description|concept_code|concept_name|concept_id
C119092|tigecycline|384455|tigecycline|1742432
C119496|iodine-131 anti-B1 antibody|234449|iodine-131-tositumomab|19054997
C120481|ciclesonide|274964|ciclesonide|902938
C122114|emtricitabine|276237|emtricitabine|1703069
C403769|certoparin|152610|certoparin|19016072
C405346|sevelamer|214824|sevelamer|952004
C406061|gemtuzumab|259315|gemtuzumab|19098566
C406224|valdecoxib|278567|valdecoxib|1103374
C408153|prasugrel|613391|prasugrel|40163718
C006068|propylparaben|34706|propylparaben|19029215
D016644|Canthaxanthin|42348|Canthaxanthin|19051252
D016712|Mupirocin|42372|Mupirocin|951511
D016756|Immunoglobulins, Intravenous|42386|Immunoglobulins, Intravenous|551749
D016898|Interferon Alfa-n1|202912|Interferon Alfa-n1|19044394
D016912|Levonorgestrel|6373|Levonorgestrel|1589505
D017137|Nonoxynol-9|53750|Nonoxynol-9|969444
D017274|Nafarelin|28656|Nafarelin|1507558
D017275|Isradipine|33910|Isradipine|1326012
D017294|Ondansetron|26225|Ondansetron|1000560
D017298|Bisoprolol|19484|Bisoprolol|1338005
D017308|Etodolac|24605|Etodolac|1195492
D017315|Cilazapril|21102|Cilazapril|19050216
D017338|Cladribine|44157|Cladribine|19054825
D017828|Rifabutin|55672|Rifabutin|1777417
D017964|Itraconazole|28031|Itraconazole|1703653
D018818|Fenoldopam|24853|Fenoldopam|19095721
D018967|Risperidone|35636|Risperidone|735979
D019343|Citric Acid|21183|Citric Acid|950435
D019438|Ritonavir|85762|Ritonavir|1748921
D019804|Mesalamine|52582|Mesalamine|968426
D019805|Metyrosine|266604|Metirosine|1401581
C012047|sulfametrole|37328|sulfametrole|19040624
C012293|tranilast|57330|Tranilast|19120306
C012712|aloglutamol|17392|aloglutamol|19030323
C012817|cetyldimethylbenzylammonium chloride|47907|CETALKONIUM CHLORIDE|19059482
C013216|potassium phosphate|34322|potassium phosphate|19027362
C013334|butylvinal|19928|butylvinal|19021512
C014546|ethynodiol|24591|ethynodiol|1595461
C015088|cresatin|21732|cresatin|19066919
C015173|dipivefrin|23410|Dipivefrin|990009
C015675|clorsulon|28303|clorsulon|40163587
C015715|bismuth subsalicylate|19478|bismuth subsalicylate|937791
C015922|hexocyclium|26867|hexocyclium|19001653
C016064|pipazethate|33740|pipazethate|19025258
C016432|ethoxazene|41078|ethoxazene|19103522
C016811|tyloxapol|38998|tyloxapol|943191
C017717|sodium thiosulfate|36726|sodium thiosulfate|940004
C018935|ethenzamide|24468|ethenzamide|19059506
C019468|mercuric oxide|29545|mercuric oxide|909165
D019833|Genistein|25696|Genistein|19097682
D020113|Phenolphthalein|155122|Phenolphthalein|924309
D020123|Sirolimus|35302|Sirolimus|19034726
D020682|Cefixime|25033|Cefixime|1796435
D020799|Pancrelipase|235379|Pancrelipase|990340
D020887|Selenious Acid|36344|Selenious Acid|19038024
D020888|Vigabatrin|14851|Vigabatrin|19020002
D025443|Dihydroergocryptine|3417|Dihydroergocryptine|19026564
D042724|Estrogens, Esterified (USP)|214549|Estrogens, Esterified (USP)|1551673
C020549|zomepirac|39994|zomepirac|19102108
C020748|ferrous sulfate|24947|ferrous sulfate|1396131
C020758|indium trichloride, 111In-labeled|42987|Indium IN-111 Chloride|19106870
C020904|glycol salicylate|26051|glycol salicylate|19068028
C021062|niaprazine|31722|niaprazine|19082402
C021702|lodoxamide|52151|Lodoxamide|967496
C021988|deflazacort|22396|deflazacort|19086888
C022811|edoxudin|49428|edoxudin|19063245
C022842|potassium chlorate|59203|Potassium chlorate|19122131
D013888|Thiothixene|10510|Thiothixene|700465
D009547|Nifurtimox|7421|Nifurtimox|19127551
D009553|Nimodipine|7426|Nimodipine|1319133
D009643|Norfloxacin|7517|Norfloxacin|1721543
D009952|Ornithine|7704|Ornithine|19024365
D010100|Oxygen|7806|Oxygen|19025274
D010129|4-Aminobenzoic Acid|74|4-Aminobenzoic Acid|19018384
D010232|Paraffin|7906|Paraffin|19129738
D010419|Pentamidine|7994|Pentamidine|1730370
D010423|Pentazocine|8001|Pentazocine|1130585
D010450|Endopeptidases|8031|Endopeptidases|931973
D010480|Perhexiline|8050|Perhexiline|19032359
D010696|Phloroglucinol|8196|Phloroglucinol|19041222
D011142|Polyvinyl Alcohol|8570|Polyvinyl Alcohol|948856
D011319|Primaquine|8687|Primaquine|1751310
D011722|Pyrethrins|8991|Pyrethrins|959665
D011727|Pyridinolcarbamate|8997|Pyridinolcarbamate|19059744
D011929|Razoxane|9154|Razoxane|19135936
D012431|Rutin|9500|Rutin|19063981
D012450|Safflower Oil|9515|Safflower Oil|19064089
D014403|Tubocurarine|10917|Tubocurarine|706644
D014498|Uracil|10995|Uracil|19006877
D014568|Urokinase-Type Plasminogen Activator|11055|Urokinase|1307515
D014635|Valproate|40254|Valproate|745466
D014769|Virginiamycin|11232|Virginiamycin|19010969
D014805|Vitamin B 12|11248|Vitamin B 12|1308738
D014812|Vitamin K|11258|Vitamin K|19010128
D014859|Warfarin|11289|Warfarin|1310149
D014975|Lutein|11359|Lutein|1310353
C000227|mild silver protein|30021|mild silver protein|19010360
C000520|cuprous oxide|21842|cuprous oxide|19051035
C002749|norephendrinetheophylline|47589|Cafedrine|19058510
C099041|tolterodine|119565|tolterodine|913782
C100194|thiopropazate|38133|thiopropazate|19041817
C100232|anileridine|17933|anileridine|19032662
C101207|darifenacin|136198|darifenacin|916230
C102070|lumefantrine|847728|lumefantrine|19048037
C102874|chromium nicotinic acid complex|137732|chromium nicotinic acid complex|19011435
C104468|magnesium orotate|139233|magnesium orotate|19016889
C105417|caspofungin|140108|Caspofungin|1718054
C106783|naratriptan|141366|naratriptan|1118117
C107058|colesevelam|141626|colesevelam|1518148
C111186|palivizumab|194279|palivizumab|537647
C111237|vorinostat|194337|Vorinostat|1337651
C111827|brinzolamide|194881|brinzolamide|938044
C114556|aprepitant|358255|aprepitant|936748
C118667|dronedarone|233698|dronedarone|40163615
C409045|almotriptan|279645|almotriptan|1103552
C420823|bimatoprost|283810|bimatoprost|904525
C426106|omalizumab|302379|omalizumab|1110942
C436447|sangre de grado|260039|sangre de grado|19099123
C441209|quinuclidin-3'-yl-1-phenyl-1,2,3,4-tetrahydroisoquinoline-2-carboxylate monosuccinate|322167|Solifenacin|916005
C446539|apiole|314506|apiole|19013727
D002753|Chlorzoxazone|2410|Chlorzoxazone|795113
D002762|Cholecalciferol|2418|Cholecalciferol|19095164
D002792|Cholestyramine Resin|2447|Cholestyramine|19095309
D002866|Chromonar|2508|Chromonar|19063698
D002936|Cinnarizine|2549|Cinnarizine|19097481
D002939|Ciprofloxacin|2551|Ciprofloxacin|1797513
D002997|Clomipramine|2597|Clomipramine|798834
D003094|Collagen|2714|Collagen|19069049
D003348|Cortisone|2878|Cortisone|1507705
D003506|Cyclofenil|2983|Cyclofenil|19072083
D007371|Interferon-gamma|5885|Interferon Type II|19122123
D007455|Iodine|5933|Iodine|1780601
D007488|Iprindole|5979|Iprindole|19122204
D007532|Isoleucine|6033|Isoleucine|19082306
D007559|Ivermectin|6069|Ivermectin|1784444
D007610|Kallikreins|6095|Kininogenase|19123342
D007650|Ketanserin|6131|Ketanserin|19085688
D007701|Kinetin|16054|N6-furfuryladenine|925209
D007980|Levodopa|6375|Levodopa|789578
D008239|Lysine|6536|Lysine|19092377
D008469|Meclofenamate|588003|Meclofenamate|1180182
D008472|Medazepam|6680|Medazepam|19125106
D008616|Mephentermine|6756|Mephentermine|19002664
D008690|Methacycline|6812|Methacycline|19003644
D008723|Methohexital|6847|Methohexital|19005015
C415250|deferasirox|614373|deferasirox|1786055
C422923|rosuvastatin|301542|rosuvastatin|1510813
C430592|ixabepilone|337523|ixabepilone|19025348
C446479|ertapenem|325642|ertapenem|1717963
C446481|aliskiren|325646|aliskiren|1317967
D009921|Orciprenaline|7688|Orciprenaline|1123995
D009963|Orotic Acid|7712|Orotic Acid|19129638
D010073|Oxamniquine|7778|Oxamniquine|19024775
D010093|Oxolinic Acid|7798|Oxolinic Acid|19129642
D010098|Oxycodone|7804|Oxycodone|1124957
D010109|Oxymetazoline|7812|Oxymetazoline|925636
D010115|Oxyphenonium|7818|Oxyphenonium|19025928
D010121|Oxytocin|7824|Oxytocin|1326115
D010131|4-Aminosalicylic Acid|7833|p-Aminosalicylic Acid|1726228
D010136|p-Hydroxyamphetamine|7839|p-Hydroxyamphetamine|19026274
D010208|Papaverine|7895|Papaverine|1326901
D010248|Paramethasone|7910|Paramethasone|19027186
D010418|Pentagastrin|7993|Pentagastrin|19030376
D010431|Pentoxifylline|8013|Pentoxifylline|1331247
D010434|Pepsin A|8016|Pepsin A|19031378
D010464|Perazine|8042|Perazine|19131663
D010577|Petrolatum|8091|Petrolatum|19033354
D010630|Phenindione|8130|Phenindione|19033934
D010833|Phytic Acid|8302|Phytic Acid|19133366
D010837|Vitamin K 1|8308|Vitamin K 1|19044727
D011097|Polygeline|8521|Polygeline|19048561
D011223|Praziquantel|8628|Praziquantel|1750461
D011238|Prednimustine|8637|Prednimustine|19135793
D011239|Prednisolone|8638|Prednisolone|1550557
D011298|Prenazone|8673|Prenazone|19135796
D011324|Primidone|8691|Primidone|751347
D011395|Promazine|8742|Promazine|19052903
D011410|Propanidid|8758|Propanidid|19135802
D011738|Pyrilamine|9009|Pyrilamine|1159811
D011796|Quinacrine|9061|Quinacrine|19060400
D012251|Rhus toxicodendron|283583|RHUS TOXICODENDRON|19070958
D012254|Ribavirin|9344|Ribavirin|1762711
D012411|Rubella Vaccine|9486|Rubella virus vaccine|19136026
D012822|Silicon Dioxide|9771|Silicon Dioxide|19066865
D012855|Sitosterols|9808|Sitosterols|19136046
D013015|Sotalol|9947|Sotalol|1370109
D013265|Stigmasterol|10079|Stigmasterol|19000812
D013395|Sucrose|10159|Sucrose|19136247
D013954|Thyroglobulin|10565|Thyroglobulin|19000732
D014001|Tin|10603|Tin|19008281
D014002|Stannous Fluoride|10030|Tin Difluoride|1036094
C020371|indobufen|27518|indobufen|19069107
D019821|Simvastatin|36567|Simvastatin|1539403
D019832|N-Methylscopolamine|89785|Methscopolamine|1158632
D019856|Ethanolamine|24457|ethanolamine|19059477
D020008|Delavirdine|83816|Delavirdine|1747157
D020909|Acarbose|16681|Acarbose|1529331
D020926|Medetomidine|52016|Medetomidine|19067415
D022341|Yellow Fever Vaccine|89890|Yellow Fever Vaccine|559532
D024508|Tocotrienols|578285|Tocotrienol|19121338
D025762|Pristinamycin|66958|Pristinamycin|19125201
D043322|Lactase|41397|Lactase|950183
C008881|phosphocellulose|33504|phosphocellulose|19024301
C008976|laureth-9|236545|laureth-9|19091527
C009213|Scarlet Red|36224|Scarlet Red|19037768
C009301|spermaceti|9968|spermaceti|19070229
C009500|tolfenamic acid|38377|tolfenamic acid|19042155
C009927|estropipate|33747|estropipate|1525278
C010827|dezocine|22713|dezocine|19088393
C011824|fluocortin butyl ester|25127|fluocortin butyl ester|19064432
D015250|Aclarubicin|239|Aclarubicin|19057483
D015251|Epirubicin|3995|Epirubicin|1344354
D015313|Cefotetan|2187|Cefotetan|1774932
D015644|Miocamycin|6985|Miocamycin|19009138
D015725|Fluconazole|4450|Fluconazole|1754994
D015736|Felodipine|4316|Felodipine|1353776
D015773|Enalaprilat|3829|Enalaprilat|1342001
D016593|Terfenadine|42330|Terfenadine|1150836
D016595|Misoprostol|42331|Misoprostol|1150871
D012721|Carbaryl|9724|Carbaryl|19136040
D012837|Silver Sulfadiazine|9793|Silver Sulfadiazine|966956
D012969|Sodium Fluoride|9873|Sodium Fluoride|19069022
D012974|Sodium Iodide|9884|Sodium Iodide|19069873
D012977|Sodium Nitrite|9894|Sodium Nitrite|19069907
D013197|Stanozolol|10032|Stanozolol|1636145
D013392|Sucralfate|10156|Sucralfate|1036228
D013409|Sulfacetamide|10169|Sulfacetamide|1036252
D013411|Sulfadiazine|10171|Sulfadiazine|1836391
D013443|Sulfisomidine|10206|Sulfisomidine|19000821
D013619|Tacrine|10318|Tacrine|836654
D013629|Tamoxifen|10324|Tamoxifen|1436678
D013827|Thiabendazole|10450|Thiabendazole|1837289
D013866|Thioguanine|10485|Thioguanine|1437379
D013874|Thiopental|10493|Thiopental|700253
D013948|Moxisylyte|10561|Moxisylyte|19007422
D013972|Thyrotropin|10579|Thyrotropin|19007721
D013999|Timolol|10600|Timolol|902427
D014049|Tolperisone|10639|Tolperisone|19003296
D014282|Trihexyphenidyl|10811|Trihexyphenidyl|705178
D014299|Trimipramine|10834|Trimipramine|705755
D005913|Glipizide|4821|Glipizide|1560171
D005973|Glutamine|4885|Glutamine|19060985
D006140|Guaifenesin|5032|Guaifenesin|1163944
D006493|Heparin|5224|Heparin|1367571
D006585|Altretamine|5296|Altretamine|1368823
D006820|Hyaluronan|258347|Hyaluronan|798336
D006851|Hydrochloric Acid|5486|Hydrochloric Acid|974140
D006861|Hydrogen Peroxide|5499|Hydrogen Peroxide|1776430
D006894|Hydroxyestrones|5530|Hydroxyestrones|19077111
D006908|Hydroxyprogesterones|5542|Hydroxyprogesterone|19077143
D006923|Hymecromone|5556|Hymecromone|19077421
D007480|Iopanoic Acid|5967|Iopanoic Acid|19081256
D007556|Isoxsuprine|6066|Isoxsuprine|1384360
D007977|Levallorphan|6370|Levallorphan|19124297
D008013|Lidoflazine|6390|Lidoflazine|19124331
D008090|Lisuride|6446|Lisuride|19091472
D008353|Mannitol|6628|Mannitol|994058
D008525|Medroxyprogesterone|6691|Medroxyprogesterone|1500211
D008614|Meperidine|6754|Meperidine|1102527
D008615|Mephenesin|6755|Mephenesin|19002662
D008702|Methaqualone|6823|Methaqualone|19004160
D008710|Methenolone|6833|Methenolone|19004621
D008751|Methylene Blue|6878|Methylene blue|905518
D008981|Molsidomine|7023|Molsidomine|19009819
D009077|Mucins|7076|Mucins|19126774
D009108|Mumps Vaccine|763656|Mumps Virus Vaccine, Live|523620
D009277|Nandrolone|7244|Nandrolone|1514412
D009525|Niacin|7393|Nicotinic Acid|1517824
D011748|Pyrogallol|9022|Pyrogallol|19060367
D011800|Quinestrol|9066|Quinestrol|19060423
D012313|RNA|9394|RNA|19136013
D012395|Rose Bengal|9471|Rose Bengal|19063871
D012441|Saccharomyces cerevisiae|9511|Saccharomyces cerevisiae|19136028
D012601|Scopolamine|9601|Scopolamine|965748
D012968|EHDP|42682|Etidronate|1552929
D012981|Sodium Tetradecyl Sulfate|9913|Sodium Tetradecyl Sulfate|19070012
D013024|Soybean Oil|9949|Soybean Oil|19070224
D013148|Spironolactone|9997|Spironolactone|970250
D013792|Thalidomide|10432|Thalidomide|19137042
D013849|Thimerosal|10472|Thimerosal|19137377
D013852|Thiotepa|10473|Thiotepa|19137385
D013982|Ticarcillin|10591|Ticarcillin|1702364
D014042|Tolazamide|10633|Tolazamide|1502809
D014290|Metipranolol|10824|Metipranolol|905531
D014501|Uranium|10999|Uranium|19010875
D014700|Verapamil|11170|Verapamil|1307863
D014745|Viloxazine|11196|Viloxazine|19008261
D014867|Water|11295|Water|19010309
D015034|Zinc Oxide|11423|Zinc Oxide|911064
C000450|mefenorex|29444|mefenorex|19072023
C001584|benfluorex|18880|benfluorex|19035533
C001652|homoharringtonine|27100|homoharringtonine|19069046
C001671|magnesium trisilicate|29170|magnesium trisilicate|908730
C002815|chlorfenethazine|20785|chlorfenethazine|19036658
C004280|thiocolchicoside|38085|thiocolchicoside|19041813
C004345|triclofos|38610|triclofos|19042692
C004490|moxaverine|52918|moxaverine|19113058
C004497|bisabolol|19461|bisabolol|19018634
C004518|fenethylline|24840|fenethylline|19061288
C004519|caramiphen|20191|caramiphen|1140590
C004528|benzarone|18923|benzarone|19035598
C004560|brolitene|19729|brolitene|19018746
C004687|clofexamide|21255|clofexamide|19047204
C004691|colistimethate|2708|colistimethate|1701677
C004945|guanadrel|26296|guanadrel|1400959
C004954|hexylcaine|26879|hexylcaine|19069009
C005180|orgotein|32526|orgotein|19082874
C005260|metopimazine|29954|metopimazine|19072087
C005298|benoxinate|18889|Benoxinate|935529
C005555|propamidine|34633|propamidine|19029108
C005877|pholedrine|33432|pholedrine|19090831
D001414|Bacitracin|1291|Bacitracin|915175
D001535|Benactyzine|1361|Benactyzine|19016237
D001539|Bendroflumethiazide|1369|Bendroflumethiazide|1316354
D001544|Benperidol|1373|Benperidol|19016440
D001556|Lindane|1388|Lindane|916751
D001629|Bezafibrate|1525|Bezafibrate|19022956
D001729|Bismuth|1599|Bismuth|19025138
D002047|Buprenorphine|1819|Buprenorphine|1133201
D002117|Calcitriol|1894|Calcitriol|19035631
D002328|Carisoprodol|2101|Carisoprodol|749910
D002331|Carnitine|2106|Carnitine|19050104
D002354|Carteolol|2116|Carteolol|950370
D002362|Cascara|66869|Cascara sagrada|900017
D002437|Cefazolin|2180|Cefazolin|1771162
D002439|Cefotaxime|2186|Cefotaxime|1774470
D002506|Cephalexin|2231|Cephalexin|1786621
D002746|Chlorpromazine|2403|Chlorpromazine|794852
D002749|Chlorprothixene|2406|Chlorprothixene|19095002
D006852|Hydrochlorothiazide|5487|Hydrochlorothiazide|974166
D007074|Immunoglobulin G|5666|Immunoglobulin G|19117912
D007099|Imipramine|5691|Imipramine|778268
D007291|Inosinic Acid|5832|Inosinic Acid|19079480
D007437|Intrinsic Factor|5920|Intrinsic factor|1380472
D007486|Ipecac|5975|Ipecac|1781321
D007542|Inosine Pranobex|6048|Inosine Pranobex|19083285
D007616|Kaolin|6102|Kaolin|984801
D007654|Ketoconazole|6135|Ketoconazole|985708
D007741|Labetalol|6185|Labetalol|1386957
D008082|Lipotropic Agents|6436|Lipotropic Agents|19124411
D008094|Lithium|6448|Lithium|19124477
D008130|Lomustine|6466|Lomustine|1391846
D008234|Lynestrenol|6529|Lynestrenol|19092358
D008294|Malathion|6606|Malathion|993979
D008468|Meclizine|6676|Meclizine|994341
D008550|Melatonin|6711|Melatonin|1301152
D008610|Menthol|6750|Menthol|901656
D008628|Mercury|6769|Mercury|19125390
D008634|Mersalyl|6774|Mersalyl|19003070
D008653|Mesoridazine|6779|Mesoridazine|703083
D008692|Methadyl Acetate|6814|Methadyl Acetate|19003959
D008733|Methoxyflurane|6857|Methoxyflurane|19005257
D009248|Nadolol|7226|Nadolol|1313200
D009428|Netilmicin|7337|Netilmicin|19017585
D009582|Nitrofurantoin|7454|Nitrofurantoin|920293
D009584|Nitrogen|7456|Nitrogen|19020477
D009638|Norepinephrine|7512|Norepinephrine|1321341
D009645|Norgestrienone|7519|Norgestrienone|19128258
D009677|Noxythiolin|7543|Noxythiolin|19128375
D009950|Ornidazole|7701|Ornidazole|19024197
D010076|Oxazepam|7781|Oxazepam|724816
D010396|Penicillamine|7975|Penicillamine|19028050
D010567|Pertussis Vaccine|8080|Pertussis Vaccine|19033193
D010624|Phenelzine|8123|Phenelzine|733896
D010632|Pheniramine|8132|Pheniramine|933952
D010714|Phosphatidylethanolamines|8215|Phosphatidylethanolamines|19132988
D010743|Phospholipids|8246|Phospholipids|19042852
D010866|Natamycin|7268|Natamycin|915392
D010868|Pimozide|8331|Pimozide|745790
D010869|Pindolol|8332|Pindolol|1345858
D010878|Piperacillin|8339|Piperacillin|1746114
D010889|Piracetam|8351|Piracetam|19046654
D011205|Povidone|8610|Povidone|950056
D011341|Probucol|8699|Probucol|19051463
D011377|Proglumide|8730|Proglumide|19052734
D011392|Proline|8737|Proline|19052736
D005578|Fosfomycin|4550|Fosfomycin|956653
D005666|Fursultiamin|4604|Fursultiamin|19112519
D005780|Gelatin|4716|Gelatin|19058092
D008727|Methotrexate|6851|Methotrexate|1305058
D008784|Methysergide|6911|Methysergide|1106740
D008801|Mexiletine|6926|Mexiletine|1307542
D008899|Mineral Oil|6972|Mineral Oil|908523
D009266|Nalbuphine|7238|Nalbuphine|1114122
D009288|Naproxen|7258|Naproxen|1115008
D009388|Neostigmine|7315|Neostigmine|717136
D009529|Nicardipine|7396|Nicardipine|1318137
D009552|Nikethamide|7424|Nikethamide|19019088
D009554|Nimorazole|7427|Nimorazole|19019176
D009567|Nitrazepam|7440|Nitrazepam|19020021
D009644|Norgestrel|7518|Norgestrel|1521592
D009756|Nylidrin|7595|Nylidrin|19022494
D009761|Nystatin|7597|Nystatin|922570
D009764|o-Phthalaldehyde|7602|o-Phthalaldehyde|19022885
D009768|Obidoxime|42826|Obidoxime|19053171
D009544|Niflumic Acid|7418|Niflumic Acid|19019023
D009568|Nitrendipine|7441|Nitrendipine|19020061
D010099|Oxyfedrine|7805|Oxyfedrine|19129643
D010111|Oxymorphone|7814|Oxymorphone|1125765
D010130|p-Aminohippurate|42837|p-Aminohippurate|19053177
D010242|Paraldehyde|7909|Paraldehyde|19027181
D010404|Penicillin V|7984|Penicillin V|1729720
D010615|Phenacetin|8113|Phenacetin|19033710
D010645|Phentermine|8152|Phentermine|735340
D010672|Phenytoin|8183|Phenytoin|740910
D010758|Phosphorus|8263|Phosphorus|19043395
D010862|Pilocarpine|8328|Pilocarpine|945286
D010891|Piribedil|8353|Piribedil|19134000
D010959|Tissue Plasminogen Activator|8410|Alteplase|1347450
D011139|Polythiazide|8565|Polythiazide|948787
D011188|Potassium|8588|Potassium|19049024
D011206|Povidone-Iodine|8611|Povidone-Iodine|1750087
D011342|Procainamide|8700|Procainamide|1351461
D011464|Epoprostenol|8814|Epoprostenol|1354118
D011479|Protamines|8826|Protamines|19054245
D003992|Dibucaine|3339|Dibucaine|923840
D004078|Dihydralazine|3409|Dihydralazine|19026448
D004145|Diosmin|3489|Diosmin|19029488
D004155|Diphenhydramine|3498|Diphenhydramine|1129625
D004168|Diphtheria Toxoid|798304|Diphtheria Toxoid Vaccine|529303
D004177|Dipyrone|3523|Dipyrone|19031397
D004318|Doxycycline|3640|Doxycycline|1738521
D004492|Edetic Acid|3755|Edetic Acid|1741008
D004967|Estrogens|4100|Estrogens|19049228
D004998|Ethiodized Oil|4125|Ethiodized Oil|19050016
D005018|Ethyl Chloride|4141|Ethyl Chloride|950316
D005047|Etoposide|4179|Etoposide|1350504
D005436|Floxacillin|4448|Floxacillin|19054936
D005443|Flumethasone|4458|Flumethasone|19055156
D005479|Flurazepam|4501|Flurazepam|756349
D005839|Gentamycin|142438|Gentamicin Sulfate|919345
D005978|Glutathione|4890|Glutathione|19061083
D006145|Guanethidine|5036|Guanethidine|1366279
D006592|Hexobendine|5303|Hexobendine|19113060
D011397|Promegestone|8744|Promegestone|19052987
C409945|parecoxib|279950|parecoxib|19003570
C411345|bemiparin|280611|bemiparin|19069137
C413408|atazanavir|343047|Atazanavir|1727223
C413549|menthyl anthranilate|91324|menthyl anthranilate|19135921
C421124|drotrecogin alfa activated|352374|drotrecogin alfa|1731597
C423508|abarelix|301739|abarelix|19010868
C430916|regadenoson|640062|regadenoson|19090761
C441201|thiosalicylic acid|322165|thiosalicylic acid|19082767
C484564|insulin, lente, human|314683|Insulin, Zinc, Human|1513849
C488233|talniflumate|236770|Talniflumate|19091809
C500592|panitumumab|263034|panitumumab|19100985
C501844|dimethicone|324072|Dimethicone|916662
D011405|Propafenone|8754|Propafenone|1353256
D011433|Propranolol|8787|Propranolol|1353766
D011441|Propylthiouracil|8794|Propylthiouracil|1554072
D011506|Proteins|8859|Proteins|19054248
D011715|Pyrantel|8984|Pyrantel|1759270
D012110|Reserpine|9260|Reserpine|1362225
D012460|Sulfasalazine|9524|Sulfasalazine|964339
D012645|Selenomethionine|9644|Selenomethionine|19136036
D012828|Silicones|9778|Silicones|19066894
D012841|Simethicone|9796|Simethicone|966991
C502994|(S)-3-hydroxyadamantylglycine-4,5-methanoprolinenitrile trifluoroacetic acid salt|857974|saxagliptin|40166035
C504320|monoclonal antibody CNTO 1275|847083|Ustekinumab|40161532
C506401|lubiprostone|623033|lubiprostone|987366
C514290|trisodium citrate|253204|TRISODIUM CITRATE|19065826
C520809|eltrombopag|711942|eltrombopag|19012346
C522124|besifloxacin|819911|besifloxacin|40161662
C529236|docosanol|594680|docosanol|980955
D000108|Acetylcarnitine|193|Acetylcarnitine|19037596
D000324|Adrenocorticotropic Hormone|376|Corticotropin|1541079
D000515|alpha 1-Antitrypsin|535|alpha 1-Antitrypsin|1169352
D000536|Aluminum Hydroxide|612|Aluminum Hydroxide|985247
D000677|Amsacrine|739|Amsacrine|19017810
D000983|Antipyrine|1001|Antipyrine|1036059
D001279|Atracurium|1218|Atracurium|19014341
D001462|Barbital|1325|Barbital|19015346
D001558|Benzethonium|1390|Benzethonium|916802
D001590|Benztropine|1424|Benztropine|719174
D001623|Betamethasone|1514|Betamethasone|920458
D001647|Bile Salts|1540|Bile Salts|19024068
D002019|Bufexamac|1796|Bufexamac|19032724
D002045|Bupivacaine|1815|Bupivacaine|732893
D002066|Busulfan|1828|Busulfan|1333357
D002124|Calcium Fluoride|1905|Calcium Fluoride|19018601
D002207|Capreomycin|78903|Capreomycin|19026710
D002438|Cefoperazone|2184|Cefoperazone|1773402
D002440|Cefoxitin|2189|Cefoxitin|1775741
D002482|Cellulose|2221|Cellulose|986517
D002594|Cetylpyridinium|2286|Cetylpyridinium|989301
D002747|Chlorpropamide|2404|Chlorpropamide|1594973
D002752|Chlorthalidone|2409|Chlorthalidone|1395058
D002918|Chymotrypsin|2530|CHYMOTRYPSIN|19096710
D002976|Clenbuterol|2580|Clenbuterol|19097824
D002981|Clindamycin|2582|Clindamycin|997881
D003000|Clonidine|2599|Clonidine|1398937
D003042|Cocaine|2653|Cocaine|1001419
D003404|Creatinine|2913|Creatinine|19071968
D003553|Cystine|3036|Cystine|19011082
D003907|Dexamethasone|3264|Dexamethasone|1518254
D003916|Dextromoramide|3290|Dextromoramide|19021940
D003981|Diazoxide|3327|Diazoxide|1523280
D004049|Diethylcarbamazine|3384|Diethylcarbamazine|19025698
D004060|Diflucortolone|3392|Diflucortolone|19026096
D004103|Iodoquinol|3435|Iodoquinol|928006
D004157|Diphenoxylate|3500|Diphenoxylate|930916
D012853|Sisomicin|9806|Sisomicin|19136044
D012965|Sodium Chloride|9863|Sodium Chloride|967823
D012973|Sodium Hypochlorite|9881|Sodium Hypochlorite|1769774
D013012|Sorbitol|9945|Sorbitol|970011
D013331|Strychnine|66422|Strychnine|19094153
D013412|Sulfadimethoxine|10172|Sulfadimethoxine|19000818
D013414|Sulfaguanidine|10174|Sulfaguanidine|19000819
D013418|Sulfamethazine|10178|Sulfamethazine|19136429
D013421|Sulfamethoxypyridazine|10181|Sulfamethoxypyridazine|19000820
D013693|Temazepam|10355|Temazepam|836715
D014196|Trazodone|10737|Trazodone|703547
D014266|Triethylenetetramine|10798|Triethylenetetramine|19004969
D014291|Trimeprazine|10825|Trimeprazine|19005570
D014439|Tyramine|10958|Tyramine|19010873
D014494|Unithiol|10991|Unithiol|19006874
D014640|Vancomycin|11124|Vancomycin|1707687
D014810|Vitamin E|11256|Vitamin E|19009540
D014988|Xipamide|11371|Xipamide|19010493
D014993|Xylitol|11377|Xylitol|19010496
D015016|Yohimbine|220982|Yohimbe Preparation|1385800
D015080|Mesna|44|Mesna|1354698
C001383|cyclobutyrol|21954|cyclobutyrol|19051590
C001532|leucocyanidin|28574|leucocyanidin|19007536
C001758|bendamustine|134547|bendamustine|19015523
C001967|denaverine|22503|denaverine|19052724
C002284|hypromellose|27334|hypromellose|902251
C002545|amidoline|17684|amidoline|19032398
C003185|polynoxylin|34188|polynoxylin|19026609
C003319|disodium pyrophosphate|267798|DISODIUM PYROPHOSPHATE|19001538
C004644|camylofine|20136|camylofine|19040527
C004858|diphenidol|23370|diphenidol|19089992
D014043|Tolazoline|10634|Tolazoline|19002829
D014047|Tolnaftate|10637|Tolnaftate|902950
D014191|Tranylcypromine|10734|Tranylcypromine|703470
D014221|Triamcinolone|10759|Triamcinolone|903963
D014229|Triazolam|10767|Triazolam|704599
