source_concept_code,source_concept_name,concept_code,concept_name,concept_id,concept_class_id
D017257,Ramipril,45614688,Ramipril,1334456,Ingredient
D010643,Phenoxybenzamine,45610804,Phenoxybenzamine,1335301,Ingredient
C044946,benazepril,45618580,benazepril,1335471,Ingredient
D010646,Phentolamine,45613220,Phentolamine,1335539,Ingredient
D004206,Disopyramide,45617805,Disopyramide,1335606,Ingredient
C473478,sunitinib,45612621,sunitinib,1336539,Ingredient
C400082,bortezomib,45613802,bortezomib,1336825,Ingredient
D000069286,Bortezomib,0,bortezomib,1336825,Ingredient
D000068581,Tadalafil,0,tadalafil,1336926,Ingredient
C429886,tadalafil,45617437,tadalafil,1336926,Ingredient
C467894,ambrisentan,45616250,ambrisentan,1337068,Ingredient
C055512,ranolazine,45611356,ranolazine,1337107,Ingredient
D000069458,Ranolazine,0,ranolazine,1337107,Ingredient
D005994,Calcium Glycerophosphate,45617877,Calcium Glycerophosphate,1337159,Ingredient
D002126,Calcium Hydroxide,45618880,calcium hydroxide,1337191,Ingredient
D000069287,Capecitabine,0,capecitabine,1337620,Ingredient
C110904,capecitabine,45611399,capecitabine,1337620,Ingredient
C111237,vorinostat,45616239,Vorinostat,1337651,Ingredient
D004280,Dobutamine,45612953,Dobutamine,1337720,Ingredient
D004298,Dopamine,45612954,Dopamine,1337860,Ingredient
D017298,Bisoprolol,45614690,Bisoprolol,1338005,Ingredient
D004317,Doxorubicin,45614175,Doxorubicin,1338512,Ingredient
D020097,"Natriuretic Peptide, Brain",45619549,Nesiritide,1338985,Ingredient
D002216,Captopril,45615332,Captopril,1340128,Ingredient
D019802,Succinic Acid,45614755,Succinic Acid,1340532,Ingredient
C111481,shark cartilage extract,45610170,Shark cartilage extract,1340875,Ingredient
C047246,temozolomide,45615000,temozolomide,1341149,Ingredient
C041226,Terazosin,45611332,Terazosin,1341238,Ingredient
D004656,Enalapril,45610528,Enalapril,1341927,Ingredient
D015773,Enalaprilat,45615832,Enalaprilat,1342001,Ingredient
D017312,Toremifene,45615867,Toremifene,1342346,Ingredient
C052035,trandolapril,45618584,trandolapril,1342439,Ingredient
D017329,Triptorelin,45617099,Triptorelin,1343039,Ingredient
C078147,"F8 protein, human",45611367,"factor VIII, human",1343086,Ingredient
C030852,vinorelbine,45614970,vinorelbine,1343346,Ingredient
C005881,zeaxanthin,45617309,zeaxanthin,1343914,Ingredient
D004837,Epinephrine,45615421,Epinephrine,1343916,Ingredient
D015251,Epirubicin,45618219,Epirubicin,1344354,Ingredient
C053541,bicalutamide,45617392,bicalutamide,1344381,Ingredient
D016190,Carboplatin,45612214,Carboplatin,1344905,Ingredient
D016316,Guanfacine,45618260,Guanfacine,1344965,Ingredient
D016285,Iloprost,45615843,Iloprost,1344992,Ingredient
D016293,Moricizine,45617059,Moricizine,1344996,Ingredient
D020748,Mibefradil,45618379,Mibefradil,1345141,Ingredient
D004874,Ergonovine,45617825,Ergonovine,1345205,Ingredient
D010869,Pindolol,45611968,Pindolol,1345858,Ingredient
C068373,eprosartan,45617399,eprosartan,1346686,Ingredient
C043211,carvedilol,45618578,carvedilol,1346823,Ingredient
C081309,irbesartan,45610146,irbesartan,1347384,Ingredient
D010959,Tissue Plasminogen Activator,45613228,alteplase,1347450,Ingredient
C090450,anastrozole,45612581,anastrozole,1348265,Ingredient
C090568,imiglucerase,45617419,imiglucerase,1348407,Ingredient
D004961,Estramustine,45614210,Estramustine,1349025,Ingredient
D004999,Amifostine,45617830,Amifostine,1350040,Ingredient
D002330,Carmustine,45617728,Carmustine,1350066,Ingredient
C045645,cilostazol,45610113,cilostazol,1350310,Ingredient
D011224,Prazosin,45616862,Prazosin,1350489,Ingredient
D005047,Etoposide,45611746,Etoposide,1350504,Ingredient
C024989,coenzyme Q10,45618552,coenzyme Q10,1351115,Ingredient
D016677,Tocainide,45618268,Tocainide,1351447,Ingredient
D011342,Procainamide,45619277,Procainamide,1351461,Ingredient
D016729,Leuprolide,45611025,Leuprolide,1351541,Ingredient
C081643,candesartan,45615030,candesartan,1351557,Ingredient
D011344,Procarbazine,45619278,Procarbazine,1351779,Ingredient
D005164,Factor IX,45619022,factor IX,1351935,Ingredient
D015942,Factor VIIa,45617051,Factor VIIa,1352141,Ingredient
D005169,Factor VIII,45615435,Factor VIII,1352213,Ingredient
D003911,Dextran,45612938,Dextran,1352890,Ingredient
D064730,Dexrazoxane,45619679,Dexrazoxane,1353011,Ingredient
D006035,Licorice,45613004,Licorice,1353048,Ingredient
D025101,Vitamin B 6,45613553,Vitamin B6,1353228,Ingredient
D011405,Propafenone,45614481,Propafenone,1353256,Ingredient
D011433,Propranolol,45611993,Propranolol,1353766,Ingredient
D015736,Felodipine,45615831,Felodipine,1353776,Ingredient
D011464,Epoprostenol,45618102,Epoprostenol,1354118,Ingredient
D015080,Mesna,45618209,Mesna,1354698,Ingredient
D005424,Flecainide,45610565,Flecainide,1354860,Ingredient
D005467,Floxuridine,45619036,Floxuridine,1355509,Ingredient
D005485,Flutamide,45616606,Flutamide,1356461,Ingredient
D000069439,Dasatinib,0,dasatinib,1358436,Ingredient
C488369,dasatinib,45613820,dasatinib,1358436,Ingredient
C490728,lapatinib,45617447,lapatinib,1359548,Ingredient
D007501,Iron,46256147,Iron,1360067,Ingredient
D005944,Glucosamine,45619053,Glucosamine,1360332,Ingredient
D011802,Quinidine,45619294,Quinidine,1360421,Ingredient
D005996,Nitroglycerin,45611796,Nitroglycerin,1361711,Ingredient
D012110,Reserpine,45619302,Reserpine,1362225,Ingredient
C063533,dofetilide,45612558,dofetilide,1362979,Ingredient
D017292,Doxazosin,45613457,Doxazosin,1363053,Ingredient
C471405,sorafenib,45618656,sorafenib,1363387,Ingredient
D006916,5-Hydroxytryptophan,45619091,5-Hydroxytryptophan,1363516,Ingredient
D017328,Fosinopril,45617098,Fosinopril,1363749,Ingredient
D012436,S-Adenosylmethionine,45614510,S-Adenosylmethionine,1363981,Ingredient
D012493,Samarium,45612033,Samarium,1365720,Ingredient
D006143,Guanabenz,45615478,Guanabenz,1366237,Ingredient
D006145,Guanethidine,45614263,Guanethidine,1366279,Ingredient
D017273,Goserelin,45618284,Goserelin,1366310,Ingredient
C029256,histrelin,45611310,histrelin,1366773,Ingredient
C051890,irinotecan,45616179,irinotecan,1367268,Ingredient
D019808,Losartan,45615927,Losartan,1367500,Ingredient
D006493,Heparin,45611815,Heparin,1367571,Ingredient
D020105,Milrinone,45615940,Milrinone,1368671,Ingredient
D006585,Altretamine,45619082,Altretamine,1368823,Ingredient
D015119,Aminocaproic Acid,45612171,6-Aminocaproic Acid,1369939,Ingredient
D013015,Sotalol,45615736,Sotalol,1370109,Ingredient
D020913,Perindopril,45619575,Perindopril,1373225,Ingredient
D006830,Hydralazine,45613043,Hydralazine,1373928,Ingredient
D006857,Hydroflumethiazide,45617914,Hydroflumethiazide,1376289,Ingredient
D006879,Hydroxocobalamin,45615510,Hydroxocobalamin,1377023,Ingredient
D006918,Hydroxyurea,45616658,hydroxyurea,1377141,Ingredient
C011105,schizandrin,45617324,Schizandra preparation,1377445,Ingredient
D017239,Paclitaxel,45619479,Paclitaxel,1378382,Ingredient
D019772,Topotecan,45619540,Topotecan,1378509,Ingredient
D007294,Inositol,45614313,Inositol,1379525,Ingredient
C554043,interferon alfa-2a,45612734,Interferon Alfa-2a,1379969,Ingredient
D015380,Interferon Alfa-2a,45619422,Interferon Alfa-2a,1379969,Ingredient
D015381,Interferon Alfa-2b,45617030,Interferon Alfa-2b,1380068,Ingredient
C554127,interferon alfa-2b,45618763,Interferon Alfa-2b,1380068,Ingredient
C554125,interferon gamma-1b,45617572,Interferon gamma-1b,1380191,Ingredient
D015382,Interferon gamma-1b,45612180,Interferon gamma-1b,1380191,Ingredient
D048271,Chitosan,45618407,Chitosan,1380341,Ingredient
D007437,Intrinsic Factor,45611844,Intrinsic factor,1380472,Ingredient
C021139,anagrelide,45612499,anagrelide,1381253,Ingredient
D000527,Alprostadil,45614015,Alprostadil,1381504,Ingredient
D007505,Iron-Dextran Complex,45610663,Iron-Dextran Complex,1381661,Ingredient
D007547,Isosorbide,45611851,Isosorbide,1383815,Ingredient
D007548,Isosorbide Dinitrate,45617947,Isosorbide Dinitrate,1383925,Ingredient
D007556,Isoxsuprine,45611852,Isoxsuprine,1384360,Ingredient
C554126,Interferon Alfa-n3,45615186,Interferon Alfa-n3,1385645,Ingredient
D015016,Yohimbine,45614622,yohimbine,1385800,Ingredient
D007741,Labetalol,45615543,Labetalol,1386957,Ingredient
D000068878,Trastuzumab,0,trastuzumab,1387104,Ingredient
C112748,trastuzumab,45613796,trastuzumab,1387104,Ingredient
C100104,deserpidine,45610162,deserpidine,1387219,Ingredient
D002955,Leucovorin,45612898,Leucovorin,1388796,Ingredient
D016685,Mitomycin,45619462,Mitomycin,1389036,Ingredient
D007978,Levamisole,45610686,Levamisole,1389464,Ingredient
C025910,dimethyl sulfone,45617361,methylsulfonylmethane,1389780,Ingredient
C117343,red yeast rice,45616242,red yeast rice,1389885,Ingredient
C095105,bexarotene,45618630,bexarotene,1389888,Ingredient
D002699,Chlorambucil,45614107,Chlorambucil,1390051,Ingredient
C040972,Permixon,45616165,Saw palmetto extract,1391307,Ingredient
D008130,Lomustine,45616709,Lomustine,1391846,Ingredient
D056604,Grape Seed Extract,45614858,Grape Seed Extract,1392182,Ingredient
C498826,nilotinib,45617449,nilotinib,1394023,Ingredient
D008345,Manganese,46256254,Manganese,1394027,Ingredient
D008464,Mecamylamine,45610703,Mecamylamine,1394333,Ingredient
D008466,Mechlorethamine,45614351,Mechlorethamine,1394337,Ingredient
D002752,Chlorthalidone,45611657,Chlorthalidone,1395058,Ingredient
C024352,fludarabine,45618549,fludarabine,1395557,Ingredient
D002809,Chondroitin Sulfates,45616504,Chondroitin Sulfates,1395573,Ingredient
C008169,"ferric oxide, saccharated",45611262,"ferric oxide, saccharated",1395773,Ingredient
C011819,ferrous gluconate,45611275,ferrous gluconate,1396012,Ingredient
C020748,ferrous sulfate,45610074,ferrous sulfate,1396131,Ingredient
C469428,bevacizumab,45613814,bevacizumab,1397141,Ingredient
D000068258,Bevacizumab,0,bevacizumab,1397141,Ingredient
D002945,Cisplatin,45615367,Cisplatin,1397599,Ingredient
C056516,exemestane,45616188,exemestane,1398399,Ingredient
C407042,plant stanol ester,45616244,plant stanol ester,1398573,Ingredient
D003000,Clonidine,45617746,Clonidine,1398937,Ingredient
C515100,iron pentacarbonyl,45611426,Iron Carbonyl,1400498,Ingredient
C004945,guanadrel,45613650,guanadrel,1400959,Ingredient
C018562,guggulu extract,45612491,gugulu extract,1400992,Ingredient
D019805,Metyrosine,45617152,Metyrosine,1401581,Ingredient
D000990,Antithrombin III,45614035,Antithrombin III,1436169,Ingredient
D015122,6-Mercaptopurine,45613396,mercaptopurine,1436650,Ingredient
D013629,Tamoxifen,45619357,Tamoxifen,1436678,Ingredient
D013738,Testolactone,45613326,Testolactone,1436776,Ingredient
D013866,Thioguanine,45612094,Thioguanine,1437379,Ingredient
D008525,Medroxyprogesterone,45615569,Medroxyprogesterone,1500211,Ingredient
D013962,Thyroid (USP),45613337,thyroid (USP),1501309,Ingredient
D003084,Colestipol,45612907,Colestipol,1501617,Ingredient
D013974,Thyroxine,45614574,levothyroxine,1501700,Ingredient
D014042,Tolazamide,45619373,Tolazamide,1502809,Ingredient
C060142,nateglinide,45611359,nateglinide,1502826,Ingredient
D014044,Tolbutamide,45616982,Tolbutamide,1502855,Ingredient
C065700,mecasermin,45610137,mecasermin,1502877,Ingredient
C000604197,mecasermin,0,mecasermin,1502877,Ingredient
C106526,glargine,45611394,Insulin Glargine,1502905,Ingredient
D000069036,Insulin Glargine,0,Insulin Glargine,1502905,Ingredient
D000616,Aminoglutethimide,45614016,Aminoglutethimide,1503057,Ingredient
D008656,Mestranol,45616742,Mestranol,1503184,Ingredient
D008687,Metformin,45611900,Metformin,1503297,Ingredient
C406545,pegvisomant,45612608,pegvisomant,1503432,Ingredient
C060347,lanreotide,45615012,lanreotide,1503501,Ingredient
C062876,cetrorelix,45615015,cetrorelix,1503983,Ingredient
D008713,Methimazole,45617997,Methimazole,1504620,Ingredient
D014284,Triiodothyronine,45619381,Triiodothyronine,1505346,Ingredient
D008775,Methylprednisolone,45614361,Methylprednisolone,1506270,Ingredient
D008777,Methyltestosterone,45613149,Methyltestosterone,1506602,Ingredient
D017274,Nafarelin,45615865,Nafarelin,1507558,Ingredient
D003348,Cortisone,45610466,Cortisone,1507705,Ingredient
D014667,Vasopressin (USP),45613379,Vasopressin (USP),1507835,Ingredient
C080710,policosanol,45616211,policosanol,1508241,Ingredient
D015735,Mifepristone,45617038,Mifepristone,1508439,Ingredient
C045621,miglitol,45613748,miglitol,1510202,Ingredient
C422923,rosuvastatin,45618649,rosuvastatin,1510813,Ingredient
D003613,Danazol,45610478,Danazol,1511449,Ingredient
C019248,pamidronate,45616133,pamidronate,1511646,Ingredient
C025136,phenylacetate,45617360,phenylacetate,1511856,Ingredient
C570634,phenyl acetate,45616416,phenylacetate,1511856,Ingredient
C042533,1 alpha-hydroxyergocalciferol,45613745,Doxercalciferol,1512446,Ingredient
C073007,ibandronate,45618612,Ibandronate,1512480,Ingredient
C035144,drospirenone,45610100,drospirenone,1512674,Ingredient
D020849,Raloxifene,45615967,Raloxifene,1513103,Ingredient
C484564,"insulin, lente, human",45610182,"Insulin, Zinc, Human",1513849,Ingredient
D009277,Nandrolone,45611915,Nandrolone,1514412,Ingredient
C557864,"isophane insulin, beef-pork",45617574,"insulin beef-pork, isophane",1515106,Ingredient
C057693,troglitazone,45616189,troglitazone,1515249,Ingredient
D050477,Urofollitropin,45611154,Urofollitropin,1515417,Ingredient
C017576,norgestimate,45611292,norgestimate,1515774,Ingredient
C072379,repaglinide,45617403,repaglinide,1516766,Ingredient
C073008,risedronic acid,45612564,Risedronate,1516800,Ingredient
C105111,insulin detemir,45611392,insulin detemir,1516976,Ingredient
D000069057,Insulin Detemir,0,insulin detemir,1516976,Ingredient
D003894,Deamino Arginine Vasopressin,45617791,desmopressin,1517070,Ingredient
C084656,paricalcitol,45613772,paricalcitol,1517740,Ingredient
D009525,Niacin,45619201,Niacin,1517824,Ingredient
C105254,pramlintide,45618637,Pramlintide,1517998,Ingredient
C107058,colesevelam,45613794,colesevelam,1518148,Ingredient
C449219,norelgestromin,45618652,norelgestromin,1518198,Ingredient
D003907,Dexamethasone,45616539,Dexamethasone,1518254,Ingredient
C044815,etonogestrel,45617383,Etonogestrel,1519936,Ingredient
D001622,Betaine,45610394,Betaine,1520218,Ingredient
D009640,Norethindrone,45616794,Norethindrone,1521369,Ingredient
D009644,Norgestrel,45610752,Norgestrel,1521592,Ingredient
D019379,Teriparatide,45617143,Teriparatide,1521987,Ingredient
D015282,Octreotide,45613403,Octreotide,1522957,Ingredient
D003981,Diazoxide,45617795,Diazoxide,1523280,Ingredient
C088658,zoledronic acid,45615039,zoledronic acid,1524674,Ingredient
D010074,Oxandrolone,45619220,Oxandrolone,1524769,Ingredient
C060836,pioglitazone,45611360,pioglitazone,1525215,Ingredient
C009927,estropipate,45613681,estropipate,1525278,Ingredient
D010110,Oxymetholone,45616813,Oxymetholone,1525741,Ingredient
C459420,agalsidase beta,45617442,agalsidase beta,1525746,Ingredient
D004054,Diethylstilbestrol,45617799,Diethylstilbestrol,1525866,Ingredient
D000069438,Ezetimibe,0,ezetimibe,1526475,Ingredient
C108606,ezetimibe,45616238,ezetimibe,1526475,Ingredient
D020909,Acarbose,45614785,Acarbose,1529331,Ingredient
D000092,Acetohexamide,45618811,Acetohexamide,1530014,Ingredient
C061018,ganirelix,45618602,ganirelix,1536743,Ingredient
C028815,salmon calcitonin,45612519,salmon calcitonin,1537655,Ingredient
D019821,Simvastatin,45615929,Simvastatin,1539403,Ingredient
C075773,4-phenylbutyrate,45617407,phenylbutyrate,1539954,Ingredient
D000324,Adrenocorticotropic Hormone,45615259,Corticotropin,1541079,Ingredient
C571801,follitropin alfa,45612792,Follitropin Alfa,1542948,Ingredient
C479079,insulin glulisine,45613818,"Insulin, Glulisine, Human",1544838,Ingredient
C065179,atorvastatin,45616196,atorvastatin,1545958,Ingredient
C089730,rosiglitazone,45612580,rosiglitazone,1547504,Ingredient
C476217,cinacalcet,45618657,cinacalcet,1548111,Ingredient
D004958,Estradiol,45610540,Estradiol,1548195,Ingredient
D004966,"Estrogens, Conjugated (USP)",45611741,"Estrogens, Conjugated (USP)",1549080,Ingredient
D004970,Estrone,45616590,Estrone,1549254,Ingredient
C065180,fluvastatin,45613757,fluvastatin,1549686,Ingredient
D004997,Ethinyl Estradiol,45610543,Ethinyl Estradiol,1549786,Ingredient
D061268,Insulin Lispro,45616071,Insulin Lispro,1550023,Ingredient
C091593,insulin LISPRO,45617420,Insulin Lispro,1550023,Ingredient
D011239,Prednisolone,45611981,prednisolone,1550557,Ingredient
D011241,Prednisone,45619272,Prednisone,1551099,Ingredient
D042724,"Estrogens, Esterified (USP)",45612351,"Estrogens, Esterified (USP)",1551673,Ingredient
D011345,Fenofibrate,45610828,Fenofibrate,1551803,Ingredient
D017035,Pravastatin,45613447,Pravastatin,1551860,Ingredient
D011374,Progesterone,45615677,Progesterone,1552310,Ingredient
D012968,EHDP,45615732,Etidronate,1552929,Ingredient
D011441,Propylthiouracil,45611994,Propylthiouracil,1554072,Ingredient
D005438,Fludrocortisone,45617848,Fludrocortisone,1555120,Ingredient
D005474,Fluoxymesterone,45619037,Fluoxymesterone,1555887,Ingredient
D019386,Alendronate,45614745,Alendronate,1557272,Ingredient
D015248,Gemfibrozil,45614627,Gemfibrozil,1558242,Ingredient
C047047,cabergoline,45614999,cabergoline,1558471,Ingredient
D005905,Glyburide,45617874,Glyburide,1559684,Ingredient
D005913,Glipizide,45616618,Glipizide,1560171,Ingredient
D005934,Glucagon,45611792,Glucagon,1560278,Ingredient
D005947,Glucose,45617875,Glucose,1560524,Ingredient
C484565,"insulin, lente, pork",45618658,"Insulin, Zinc, Pork",1562586,Ingredient
D012312,Ritodrine,45619313,Ritodrine,1563413,Ingredient
D006063,Chorionic Gonadotropin,45619058,Chorionic Gonadotropin,1563600,Ingredient
C071125,"insulin, Asp(B28)-",45618611,"Insulin, Aspart, Human",1567198,Ingredient
C447442,somatrem,45617440,somatrem,1578181,Ingredient
C496398,sitagliptin,45612625,sitagliptin,1580747,Ingredient
C074031,exenatide,45610142,exenatide,1583722,Ingredient
D019382,Human Growth Hormone,45612293,Somatropin,1584910,Ingredient
C086276,cerivastatin sodium,45617416,Cerivastatin sodium,1586226,Ingredient
C557866,"isophane insulin, pork",45618765,"insulin pork, isophane",1586326,Ingredient
D061389,"Insulin, Regular, Pork",45612427,"Insulin, Regular, Pork",1586346,Ingredient
C077073,nitisinone,45618614,nitisinone,1586640,Ingredient
C509657,"estrogens, conjugated synthetic B",45613825,"synthetic conjugated estrogens, B",1586808,Ingredient
D017135,Desogestrel,45617091,Desogestrel,1588000,Ingredient
D005640,Follicle Stimulating Hormone,45615458,Follicle Stimulating Hormone,1588712,Ingredient
D016912,Levonorgestrel,45611031,Levonorgestrel,1589505,Ingredient
D007986,Luteinizing Hormone,45616703,Luteinizing Hormone,1589795,Ingredient
D007328,Insulin,45613072,"insulin, regular, beef-pork",1590165,Ingredient
C557837,"insulin, regular, beef-pork",45618764,"insulin, regular, beef-pork",1590165,Ingredient
D008148,Lovastatin,45613115,Lovastatin,1592085,Ingredient
D002747,Chlorpropamide,45614112,Chlorpropamide,1594973,Ingredient
C014546,ethynodiol,45613695,ethynodiol,1595461,Ingredient
C031621,ferrous fumarate,45611319,Ferrous fumarate,1595799,Ingredient
C509653,"estrogens, conjugated synthetic A",45612626,"synthetic conjugated estrogens, A",1596779,Ingredient
C557865,"isophane insulin, human",45615187,"insulin human, isophane",1596914,Ingredient
D061386,"Insulin, Regular, Human",45611228,"Regular Insulin, Human",1596977,Ingredient
D037201,"Follicle Stimulating Hormone, beta Subunit",45614808,follitropin beta,1597235,Ingredient
C571802,follitropin beta,45616417,follitropin beta,1597235,Ingredient
C057619,glimepiride,45617396,glimepiride,1597756,Ingredient
D002994,Clofibrate,45614127,Clofibrate,1598658,Ingredient
D002996,Clomiphene,45615368,Clomiphene,1598819,Ingredient
D013197,Stanozolol,45612064,Stanozolol,1636145,Ingredient
D013739,Testosterone,45610913,Testosterone,1636780,Ingredient
D000198,Spectinomycin,45616424,Spectinomycin,1701651,Ingredient
C004691,colistinmethanesulfonic acid,45610017,colistimethate,1701677,Ingredient
D013982,Ticarcillin,45612101,Ticarcillin,1702364,Ingredient
D014011,Tinidazole,45614576,Tinidazole,1702559,Ingredient
C106791,telithromycin,45611395,telithromycin,1702911,Ingredient
D008622,Merbromin,45615575,Merbromin,1703026,Ingredient
C121677,valganciclovir,45617432,valganciclovir,1703063,Ingredient
C122114,emtricitabine,45612605,emtricitabine,1703069,Ingredient
D000068679,Emtricitabine,0,emtricitabine,1703069,Ingredient
C060590,famciclovir,45617397,famciclovir,1703603,Ingredient
D017964,Itraconazole,45617114,Itraconazole,1703653,Ingredient
D000212,Acyclovir,45618817,Acyclovir,1703687,Ingredient
C101425,posaconazole,45611387,posaconazole,1704139,Ingredient
D019259,Lamivudine,45611080,Lamivudine,1704183,Ingredient
D014260,Triclosan,45613360,Triclosan,1704758,Ingredient
D014295,Trimethoprim,45616995,Trimethoprim,1705674,Ingredient
D008795,Metronidazole,45617999,Metronidazole,1707164,Ingredient
D014640,Vancomycin,45615800,Vancomycin,1707687,Ingredient
C053091,lomefloxacin,45617391,lomefloxacin,1707800,Ingredient
C054920,loracarbef,45618590,loracarbef,1708100,Ingredient
D053243,Zanamivir,45616016,Zanamivir,1708748,Ingredient
D008911,Minocycline,45615584,Minocycline,1708880,Ingredient
C059500,meropenem,45610130,meropenem,1709170,Ingredient
C418563,tenofovir disoproxil,45611408,tenofovir disoproxil,1710281,Ingredient
D003523,Cycloserine,45616527,Cycloserine,1710446,Ingredient
D015215,Zidovudine,45619415,Zidovudine,1710612,Ingredient
C413685,entecavir,45610173,entecavir,1711246,Ingredient
D019469,Indinavir,45618340,Indinavir,1711523,Ingredient
D003622,Dapsone,45611677,Dapsone,1711759,Ingredient
D003676,Deferoxamine,45612927,Deferoxamine,1711947,Ingredient
C080163,trovafloxacin,45615029,trovafloxacin,1712549,Ingredient
C507898,raltegravir,45610190,raltegravir,1712889,Ingredient
D000658,Amoxicillin,45612809,Amoxicillin,1713332,Ingredient
C099245,doripenem,45611380,doripenem,1713905,Ingredient
D009254,Nafcillin,45610737,Nafcillin,1713930,Ingredient
C100416,peginterferon alfa-2a,45611386,peginterferon alfa-2a,1714165,Ingredient
C102790,voriconazole,45615048,voriconazole,1714277,Ingredient
D065819,Voriconazole,46256414,voriconazole,1714277,Ingredient
D009271,Naltrexone,45618014,Naltrexone,1714319,Ingredient
D003707,Demeclocycline,45611679,Demeclocycline,1714527,Ingredient
D001398,Aztreonam,45615300,Aztreonam,1715117,Ingredient
C041747,nitazoxanide,45613744,nitazoxanide,1715315,Ingredient
D019888,Nelfinavir,45611089,Nelfinavir,1715472,Ingredient
C103274,gemifloxacin,45615049,gemifloxacin,1716721,Ingredient
C104727,moxifloxacin,45617428,moxifloxacin,1716903,Ingredient
C105196,enfuvirtide,45617429,enfuvirtide,1717002,Ingredient
D000666,Amphotericin B,45618839,Amphotericin B,1717240,Ingredient
D000667,Ampicillin,45617653,Ampicillin,1717327,Ingredient
C084555,valacyclovir,45616212,valacyclovir,1717704,Ingredient
C446479,ertapenem,45611411,ertapenem,1717963,Ingredient
C105417,caspofungin,45611393,Caspofungin,1718054,Ingredient
C018120,oxychlorosene,45618537,oxychlorosene,1719061,Ingredient
D009643,Norfloxacin,45611927,Norfloxacin,1721543,Ingredient
D004009,Dicloxacillin,45617796,Dicloxacillin,1724666,Ingredient
D017245,Foscarnet,45613456,Foscarnet,1724700,Ingredient
D010068,Oxacillin,45610770,Oxacillin,1724703,Ingredient
D016047,Zalcitabine,45613428,Zalcitabine,1724827,Ingredient
D016049,Didanosine,45614661,Didanosine,1724869,Ingredient
D010131,Aminosalicylic Acid,45619223,aminosalicylic acid,1726228,Ingredient
C413408,atazanavir,45612612,Atazanavir,1727223,Ingredient
D010303,Paromomycin,45610784,Paromomycin,1727443,Ingredient
C028797,pralidoxime,45616146,pralidoxime,1727468,Ingredient
D010400,Penicillin G,45610789,Penicillin G,1728416,Ingredient
D004112,Dimercaprol,45618968,Dimercaprol,1728903,Ingredient
D004113,Succimer,45616549,Succimer,1728909,Ingredient
C053001,adefovir,45618586,adefovir,1729323,Ingredient
D010404,Penicillin V,45619242,Penicillin V,1729720,Ingredient
D010419,Pentamidine,45619244,Pentamidine,1730370,Ingredient
C421124,drotrecogin alfa activated,45617436,drotrecogin alfa,1731597,Ingredient
C061363,sparfloxacin,45618604,sparfloxacin,1733765,Ingredient
D017963,Azithromycin,45612267,Azithromycin,1734104,Ingredient
C011674,bacampicillin,45611274,bacampicillin,1734205,Ingredient
C042734,rifaximin,45612540,rifaximin,1735947,Ingredient
C426859,fosamprenavir,45611410,fosamprenavir,1736829,Ingredient
C098010,linezolid,45610160,linezolid,1736887,Ingredient
D000069349,Linezolid,0,linezolid,1736887,Ingredient
C106538,abacavir,45612597,abacavir,1736971,Ingredient
C107201,tipranavir,45617430,tipranavir,1736999,Ingredient
C098320,efavirenz,45612583,efavirenz,1738135,Ingredient
C112035,lopinavir,45615057,lopinavir,1738170,Ingredient
D061466,Lopinavir,45616074,lopinavir,1738170,Ingredient
C052018,cefprozil,45616180,cefprozil,1738366,Ingredient
D004318,Doxycycline,45611704,Doxycycline,1738521,Ingredient
C038634,cadexomer iodine,45613740,cadexomer iodine,1740226,Ingredient
D002228,Carbenicillin,45610413,Carbenicillin,1740546,Ingredient
D004492,Edetic Acid,45614180,Edetic Acid,1741008,Ingredient
C043265,tazobactam,45610108,tazobactam,1741122,Ingredient
C041359,terbinafine,45614991,terbinafine,1741309,Ingredient
D064704,Levofloxacin,45619678,Levofloxacin,1742253,Ingredient
C119092,tigecycline,45615060,tigecycline,1742432,Ingredient
D015365,Enoxacin,45610983,Enoxacin,1743222,Ingredient
C059262,cidofovir,45616190,Cidofovir,1745072,Ingredient
D010878,Piperacillin,45611969,Piperacillin,1746114,Ingredient
D019258,Saquinavir,45615911,Saquinavir,1746244,Ingredient
D004917,Erythromycin,45619008,Erythromycin,1746940,Ingredient
C073460,cefditoren,45615025,cefditoren,1747005,Ingredient
C075375,grepafloxacin,45610143,grepafloxacin,1747032,Ingredient
D020008,Delavirdine,45614761,Delavirdine,1747157,Ingredient
D019438,Ritonavir,45617144,Ritonavir,1748921,Ingredient
C043266,cefepime,45610109,cefepime,1748975,Ingredient
C053268,cefpodoxime,45618587,cefpodoxime,1749008,Ingredient
C054360,ceftibuten,45618589,ceftibuten,1749083,Ingredient
D004977,Ethambutol,45611742,Ethambutol,1749301,Ingredient
D005000,Ethionamide,45610544,Ethionamide,1750074,Ingredient
D011206,Povidone-Iodine,45618093,Povidone-Iodine,1750087,Ingredient
D011223,Praziquantel,45615671,Praziquantel,1750461,Ingredient
D017291,Clarithromycin,45614689,Clarithromycin,1750500,Ingredient
D016597,Trimetrexate,45611015,Trimetrexate,1750928,Ingredient
D011319,Primaquine,45613245,Primaquine,1751310,Ingredient
D015766,Albendazole,45618238,Albendazole,1753745,Ingredient
D015725,Fluconazole,45618236,Fluconazole,1754994,Ingredient
D005437,Flucytosine,45619033,Flucytosine,1755112,Ingredient
D005557,Formaldehyde,45615454,Formaldehyde,1756524,Ingredient
D005664,Furazolidone,45611775,Furazolidone,1756822,Ingredient
D000069454,Darunavir,0,darunavir,1756831,Ingredient
C482292,darunavir,45613819,darunavir,1756831,Ingredient
