meddra_concept_id	meddra_concept_name	snomed_concept_id	snomed_concept_name
36312122	Chromosome analysis normal	4056557	Cell chromosome examination normal
36211158	Cell-mediated cytotoxicity	4141523	Cell-mediated cytotoxic disorder
36009728	Type IV hypersensitivity reaction	4101555	Cell-mediated immune reaction
36009948	Cell-mediated immune deficiency	439000	Cellular immune defect
35305467	Chimerism	4324254	Cellular mosaicism
36110026	Cellulitis	435613	Cellulitis
36110023	Breast cellulitis	4294696	Cellulitis of breast
35406345	External ear cellulitis	4319016	Cellulitis of external ear
36110028	Cellulitis laryngeal	443786	Cellulitis of larynx
36110029	Cellulitis of male external genital organ	4032338	Cellulitis of penis
36110030	Cellulitis pharyngeal	443757	Cellulitis of pharynx
35707612	Cementoblastoma	4051627	Cementoblastoma, benign
36718565	Central-alveolar hypoventilation	4086499	Central alveolar hypoventilation syndrome
36718300	Central auditory processing disorder	45757538	Central auditory processing disorder
35305913	Central core disease	4182404	Central core disease
35205024	Cyanosis central	4319147	Central cyanosis
36416526	Central obesity	4087487	Central obesity
36718390	Central pain syndrome	443464	Central pain syndrome
35607421	Retinal vein occlusion	313761	Central retinal vein occlusion
36311812	Central venous pressure	4323687	Central venous pressure
36717987	Cerebellar artery occlusion	4317291	Cerebellar artery occlusion
36717988	Cerebellar artery thrombosis	4317292	Cerebellar artery thrombosis
35809102	Cerebellar ataxia	435242	Cerebellar ataxia
36717990	Cerebellar haematoma	4201094	Cerebellar hematoma
36717991	Cerebellar haemorrhage	4326561	Cerebellar hemorrhage
36717992	Cerebellar infarction	4319331	Cerebellar infarction
42890186	Cerebellopontine angle tumour	4131102	Cerebellopontine angle tumor
36718329	Cerebral disorder	4236983	Cerebral alteration
36009861	Cerebral amyloid angiopathy	4045749	Cerebral amyloid angiopathy
36718039	Cerebral arteriosclerosis	4278243	Cerebral arteriosclerosis
35305416	Cerebrovascular arteriovenous malformation	4121803	Cerebral arteriovenous malformation
36718040	Cerebral arteritis	380747	Cerebral arteritis
36717995	Cerebral artery occlusion	372924	Cerebral artery occlusion
36718283	Cerebral ataxia	4103065	Cerebral ataxia
36718609	Cerebral atrophy	4150603	Cerebral atrophy
35306077	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	4190891	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy
36718610	Cerebral calcification	4077014	Cerebral calcification
36617349	Cerebral cyst	380702	Cerebral cyst
35306088	Hereditary cerebral degeneration	40390113	Cerebral degenerations usually manifest in childhood
35306078	Cerebral dysgenesis	4173348	Cerebral dysgenesis
36718151	Brain oedema	376690	Cerebral edema
37521497	Cerebral oedema management	4296243	Cerebral edema control
36717994	Cerebral artery embolism	375557	Cerebral embolism
36717998	Cerebral haemorrhage	376713	Cerebral hemorrhage
36718001	Cerebral infarction	443454	Cerebral infarction
36718003	Cerebral ischaemia	374384	Cerebral ischemia
36211212	Brain contusion	376552	Cerebral laceration and contusion
36110811	Cerebral malaria	4202367	Cerebral malaria
35306079	Cerebral palsy	4134120	Cerebral palsy
36009853	Cerebral sarcoidosis	4008088	Cerebral sarcoidosis
36717996	Cerebral artery thrombosis	441874	Cerebral thrombosis
36718004	Cerebral thrombosis	441874	Cerebral thrombosis
36009919	Vasculitis cerebral	4140462	Cerebral vasculitis
36718611	Cerebral ventricle dilatation	4188846	Cerebral ventriculomegaly
45887445	Cerebrospinal fluid circulation disorder	4087720	Cerebrospinal fluid circulation disorder
43053913	Cerebrospinal fluid leakage	4251618	Cerebrospinal fluid leakage
36315013	CSF pressure	4313975	Cerebrospinal fluid pressure
36718152	Cerebrospinal fluid retention	4196064	Cerebrospinal fluid retention
36718005	Cerebrovascular accident	381316	Cerebrovascular accident
35305881	Cervical auricle	28248	Cervical auricle
37119500	Cervical discharge	4061594	Cervical discharge
36818687	Cervix dystocia	4034148	Cervical dystocia
36818710	Cervical incompetence	436740	Cervical incompetence
37119501	Cervical dysplasia	198572	Cervical intraepithelial neoplasia
36718574	Cervical myelopathy	4068608	Cervical myelopathy
36718577	Radiculitis cervical	4002173	Cervical radiculitis
43562714	Cervical radiculopathy	137548	Cervical radiculopathy
35305988	Cervical rib	79144	Cervical rib
36211404	Spinal cord injury cervical	4226266	Cervical spinal cord injury
36718603	Spondylitic myelopathy	136198	Cervical spondylosis with myelopathy
35607394	Horner's syndrome	4133022	Cervical sympathetic dystrophy
36516757	Spinal disorder	81380	Cervical syndrome
36516822	Cervicobrachial syndrome	81380	Cervical syndrome
36110504	Cervicitis	196163	Cervicitis and endocervicitis
36516789	Sympathetic posterior cervical syndrome	81660	Cervicocranial syndrome
36516952	Cervicogenic headache	4149969	Cervicogenic headache
36718402	Occipital neuralgia	4216083	Cervico-occipital neuralgia
35707946	Cestode infection	433702	Cestode infection
36110828	American trypanosomiasis	321502	Chagas' disease with heart involvement
35607084	Chalazion	381581	Chalazion
35606813	Anterior chamber degeneration	436404	Chamber angle degenerative changes
36110137	Chancroid	138973	Chancroid
37420367	Job change	4171584	Changed job
37320122	Skin disorder	140842	Changes in skin texture
37320124	Skin fissures	4083789	Chapped skin
36313838	Charcot-Leyden crystals	4302757	Charcot-Leyden crystals
35607468	Charles Bonnet syndrome	4103748	Charles Bonnet syndrome
35104889	Chediak-Higashi syndrome	4006317	Chediak-Higashi syndrome
35708554	Cheilitis	4301764	Cheilitis
35708605	Lip pain	4264585	Cheilodynia
35708692	Lip dry	4039954	Cheilosis
35708556	Cheilosis	4039954	Cheilosis
36211140	Chemical cystitis	4126268	Chemical cystitis
35708084	Oesophagitis chemical	4263764	Chemical esophagitis
36211141	Chemical injury	4105387	Chemical injury
35607186	Chemical eye injury	4167859	Chemical keratitis
36211144	Meningitis chemical	4104870	Chemical meningitis
42889315	Chemical peritonitis	4309917	Chemical peritonitis
35205184	Chest discomfort	4133044	Chest discomfort
36315276	Chest expansion decreased	4163545	Chest expansion reduced
36211232	Chest injury	4094683	Chest injury
35205185	Chest pain	77670	Chest pain
37219887	Cheyne-Stokes respiration	313324	Cheyne-Stokes respiration
35306067	Arnold-Chiari malformation	4099094	Chiari malformation
42888995	Chiari network	4093290	Chiari's network
43562971	Varicella zoster pneumonia	4110510	Chickenpox pneumonia
36211421	Chillblains	141456	Chilblains
37420475	Child abuse	4169278	Child abuse
37420476	Child neglect	4302805	Child neglect
37420348	Childhood	4116829	Childhood
36918960	Childhood disintegrative disorder	441535	Childhood disintegrative disorder
42890031	Chlamydia test negative	44788843	Chlamydia test negative
42890032	Chlamydia test positive	44788879	Chlamydia test positive
35707874	Anal chlamydia infection	4227344	Chlamydia trachomatis infection of anus and rectum
36110297	Chlamydial cervicitis	4127403	Chlamydial cervicitis
35607034	Conjunctivitis chlamydial	372550	Chlamydial conjunctivitis
36110298	Chlamydial infection	438066	Chlamydial infection
36110299	Chlamydial pelvic inflammatory disease	4096951	Chlamydial pelvic inflammatory disease
35708028	Peritoneal chlamydia infection	198076	Chlamydial peritonitis
36110302	Pharyngeal chlamydia infection	23137	Chlamydial pharyngitis
36110301	Gynaecological chlamydia infection	4130332	Chlamydial salpingitis
36110305	Urethritis chlamydial	4126282	Chlamydial urethritis
36110307	Vulvovaginitis chlamydial	4127408	Chlamydial vulvovaginitis
36818825	Chloasma	4264234	Chloasma
36316346	Blood chloride	4179018	Chloride salt
36211142	Chloracne	4307674	Chlorine acne
35104385	Chloroma	4097582	Chloroma
35607463	Chloropsia	4109066	Chloropsia
35607355	Acquired pigmented retinopathy	4208210	Chloroquine retinopathy
35306237	Choanal atresia	256810	Choanal atresia
45885610	Nasopharyngeal polyp	4148932	Choanal polyp
43562909	Choanal stenosis	4144772	Choanal stenosis
37219952	Choking	4096712	Choking
36919102	Choking sensation	4191652	Choking sensation
37219934	Suffocation feeling	4191652	Choking sensation
35909640	Cholangioadenoma	4312501	Cholangioadenoma
35909645	Bile duct cancer	4321680	Cholangiocarcinoma
43053864	Bile duct adenocarcinoma	4321680	Cholangiocarcinoma
43053867	Cholangiocarcinoma	4321680	Cholangiocarcinoma
36313490	Cholangiogram normal	4136176	Cholangiogram normal
35909417	Cholangiolitis	4261812	Cholangiolitis
35909418	Cholangitis	195856	Cholangitis
35909441	Cholecystitis	192956	Cholecystitis
35305724	Choledochal cyst	4260364	Choledochal cyst
35707947	Cholera	198677	Cholera
35909469	Cholestasis	4143915	Cholestasis
35909477	Neonatal cholestasis	4203366	Cholestasis in newborn
35909470	Cholestasis of pregnancy	4340944	Cholestasis of pregnancy
35909471	Hepatitis cholestatic	4318541	Cholestatic hepatitis
35909473	Jaundice cholestatic	4185719	Cholestatic jaundice syndrome
35909592	Cholestatic pruritus	44805691	Cholestatic pruritus
35406303	Cholesteatoma	372925	Cholesteatoma
35406416	Cholesterin granuloma of middle ear	373494	Cholesterin granuloma of middle ear
36313982	Blood cholesterol	4224820	Cholesterol
37622472	Peripheral embolism	321037	Cholesterol embolus syndrome
35406304	Cholesterol granuloma	4225687	Cholesterol granuloma
35305839	20,22-desmolase deficiency	4195771	Cholesterol monooxygenase (side-chain cleaving) deficiency
35607409	Retinal artery embolism	4232581	Cholesterol retinal embolus
36416633	Cholesterosis	4174818	Cholesterolosis
35909451	Gallbladder cholesterolosis	197318	Cholesterolosis of gallbladder
36718444	Cholinergic syndrome	4311957	Cholinergic crisis
36009785	Urticaria cholinergic	138501	Cholinergic urticaria
36517130	Chondritis	435280	Chondritis
36517005	Chondroblastoma	4233968	Chondroblastoma
36516790	Chondrocalcinosis	437064	Chondrocalcinosis
36416561	Chondrocalcinosis pyrophosphate	439901	Chondrocalcinosis due to pyrophosphate crystals
35306032	Chondroectodermal dysplasia	80838	Chondroectodermal dysplasia
45885608	Ellis-van Creveld syndrome	80838	Chondroectodermal dysplasia
36517131	Chondrolysis	4345581	Chondrolysis of articular cartilage
36517006	Chondroma	4149908	Chondroma
36516795	Chondromalacia	438531	Chondromalacia
36516807	Patellofemoral pain syndrome	81378	Chondromalacia of patella
36517007	Chondromatosis	4119132	Chondromatosis
36517028	Chondrosarcoma	40481938	Chondrosarcoma
37119572	Chordee	4176754	Chordee
36517031	Chordoma	4178109	Chordoma
36718190	Chorea	440990	Chorea
36718191	Choreoathetosis	4181630	Choreoathetosis
36617281	Choriocarcinoma	4092517	Choriocarcinoma
35607321	Chorioretinal atrophy	4318683	Chorioretinal atrophy
35607322	Chorioretinal scar	433196	Chorioretinal scar
35607233	Choroid neoplasm	4194462	Chorioretinal tumor
35607152	Chorioretinitis	434033	Chorioretinitis
36617380	Choroid plexus carcinoma	4339415	Choroid plexus carcinoma
36617360	Choroid plexus papilloma	4107724	Choroid plexus papilloma
35607153	Choroid tubercles	4318682	Choroid tubercles
35607323	Chorioretinopathy	4116208	Choroidal and/or chorioretinal disorder
35607324	Choroidal detachment	437860	Choroidal detachment
35607325	Choroidal dystrophy	4208199	Choroidal dystrophy
35607326	Choroidal effusion	4334880	Choroidal effusion
35607398	Choroidal infarction	4199037	Choroidal infarct
35607327	Choroidal rupture	440999	Choroidal rupture
35607400	Choroidal sclerosis	4090270	Choroidal sclerosis
35607154	Choroiditis	4042904	Choroiditis
35607464	Chromatopsia	4092111	Chromatopsia
36110349	Chromoblastomycosis	437796	Chromoblastomycosis
42889336	Chronic actinic dermatitis	44801886	Chronic actinic dermatitis
35909616	Hepatitis chronic active	4026125	Chronic active hepatitis
36110702	Pharyngotonsillitis	24978	Chronic adenotonsillitis
35606983	Angle closure glaucoma	432312	Chronic angle-closure glaucoma
35406432	Otitis media chronic	260730	Chronic atticoantral suppurative otitis media
37219801	Bronchitis chronic	255841	Chronic bronchitis
35909420	Cholangitis chronic	4215650	Chronic cholangitis
35909443	Cholecystitis chronic	200765	Chronic cholecystitis
45885572	Chronic disease	443783	Chronic disease
37219939	Chronic respiratory disease	4063381	Chronic disease of respiratory system
35606934	Lacrimal gland enlargement	381867	Chronic enlargement of lacrimal gland
35104377	Chronic eosinophilic leukaemia	4091925	Chronic eosinophilic leukemia
35809074	Chronic fatigue syndrome	432738	Chronic fatigue syndrome
36111037	Post viral fatigue syndrome	432738	Chronic fatigue syndrome
35737823	Chronic gastritis	4225273	Chronic gastritis
35707863	Chronic gastrointestinal bleeding	4307661	Chronic gastrointestinal hemorrhage
37320166	Dermatitis exfoliative generalised	4135953	Chronic generalized exfoliative dermatitis
37019283	Glomerulonephritis chronic	312358	Chronic glomerulonephritis
36110171	Endometritis gonococcal	193699	Chronic gonococcal endometritis
36110182	Salpingitis gonococcal	193700	Chronic gonococcal salpingitis
36009894	Chronic graft versus host disease	434314	Chronic graft-versus-host disease
35104890	Chronic granulomatous disease	4300478	Chronic granulomatous disease
35205242	Cardiac failure chronic	444031	Chronic heart failure
35909515	Chronic hepatic failure	4340390	Chronic hepatic failure
35909607	Chronic hepatitis	200763	Chronic hepatitis
42889491	Chronic hepatitis C	198964	Chronic hepatitis C
37622449	Hypotension	316447	Chronic hypotension
42889346	Chronic spontaneous urticaria	4199697	Chronic idiopathic urticaria
35305914	Chronic infantile neurological cutaneous and articular syndrome	4079739	Chronic infantile neurological, cutaneous and articular syndrome
35607098	Inflammation of lacrimal passage	4143371	Chronic inflammation of lacrimal passages
36009870	Chronic inflammatory demyelinating polyradiculoneuropathy	381009	Chronic inflammatory demyelinating polyradiculoneuropathy
37019262	Cystitis interstitial	75863	Chronic interstitial cystitis
35607086	Dacryocanaliculitis	438762	Chronic lacrimal canaliculitis
35104358	Chronic leukaemia	140057	Chronic leukemia
35104359	Chronic leukaemia in remission	134597	Chronic leukemia in remission
35909501	Liver disorder	4212540	Chronic liver disease
35104365	Chronic lymphocytic leukaemia (in remission)	133438	Chronic lymphoid leukemia in remission
35104395	Chronic myelomonocytic leukaemia	136056	Chronic monocytic leukemia
36211418	Mountain sickness chronic	4053647	Chronic mountain sickness
35406352	Otitis externa fungal	373200	Chronic mycotic otitis externa
35104378	Chronic myeloid leukaemia	134603	Chronic myeloid leukemia
35104379	Chronic myeloid leukaemia (in remission)	132572	Chronic myeloid leukemia in remission
37219804	Chronic obstructive pulmonary disease	255573	Chronic obstructive lung disease
36110468	Osteomyelitis chronic	134735	Chronic osteomyelitis
35707716	Pancreatitis chronic	195596	Chronic pancreatitis
36718129	Chronic paroxysmal hemicrania	442187	Chronic paroxysmal hemicrania
35909617	Hepatitis chronic persistent	199867	Chronic persistent hepatitis
35708628	Oropharyngeal pain	26711	Chronic pharyngitis
36211399	Post-traumatic headache	377546	Chronic post-traumatic headache
35205265	Cor pulmonale chronic	315831	Chronic pulmonary heart disease
36110412	Chronic pulmonary histoplasmosis	4096917	Chronic pulmonary histoplasmosis
36211434	Pulmonary radiation injury	252348	Chronic pulmonary radiation disease
36110724	Pyelonephritis chronic	4056021	Chronic pyelitis
37080795	Chronic kidney disease	198185	Chronic renal failure
37219926	Chronic respiratory failure	314971	Chronic respiratory failure
35205369	Pericarditis rheumatic	321307	Chronic rheumatic pericarditis
36110689	Chronic sinusitis	257012	Chronic sinusitis
36818806	Postpartum uterine subinvolution	201903	Chronic subinvolution of uterus
35506769	Thyroiditis chronic	137520	Chronic thyroiditis
36110690	Chronic tonsillitis	23220	Chronic tonsillitis
35708091	Proctitis ulcerative	75580	Chronic ulcerative proctitis
36009786	Urticaria chronic	4198855	Chronic urticaria
35204932	Chronotropic incompetence	4177045	Chronotropic incompetence
36313990	Chylomicrons	4069439	Chylomicrons
37219860	Chylothorax	4306136	Chylothorax
37019417	Chyluria	438262	Chyluria
35607299	Ciliary muscle spasm	434344	Ciliary muscle spasm
36211161	Cinchonism	4292266	Cinchonism
36312966	Circulating anticoagulant	4313997	Circulating anticoagulant assay
36313016	Coagulation factor inhibitor assay	4313997	Circulating anticoagulant assay
35708608	Paraesthesia oral	4015676	Circumoral paresthesia
36918996	Circumstantiality	4080051	Circumstantiality
35909527	Hepatic cirrhosis	4064161	Cirrhosis of liver
35305766	Argininosuccinate synthetase deficiency	4162980	Citrullinemia
37320135	Sticky skin	4010020	Clammy skin
36918931	Clang associations	4339535	Clang associations
36918867	Claustrophobia	4058397	Claustrophobia
43054155	Clear cell sarcoma of soft tissue	4054717	Clear cell sarcoma
35305882	Cleft lip	133861	Cleft lip
35305706	Cleft palate	135923	Cleft palate
35305705	Cleft lip and palate	134144	Cleft palate with cleft lip
35305702	Cleft uvula	4077901	Cleft uvula
45886330	Cleidocranial dysostosis	4281998	Cleidocranial dysostosis
36516780	Arthritis climacteric	79109	Climacteric arthritis
45885392	Clinical trial participant	4323504	Clinical trial participant
42890351	Clinically isolated syndrome	40493286	Clinically isolated syndrome
37119765	Clitoral engorgement	4261463	Clitoral erection
36718525	Clonic convulsion	4265182	Clonic seizure
35707948	Clonorchiasis	194280	Clonorchiasis
36718352	Clonus	4270553	Clonus
36211114	Skull fracture	433602	Closed fracture of base of skull with intracranial injury
36211116	Cervical vertebral fracture	78579	Closed fracture of first cervical vertebra
36211121	Lumbar vertebral fracture	4010070	Closed fracture of lumbar spine with spinal cord lesion
36211131	Hand fracture	72465	Closed fracture of one or more phalanges of hand
36211137	Wrist fracture	78274	Closed fracture of pisiform bone of wrist
36211127	Rib fracture	72459	Closed fracture of two ribs
36211100	Fibula fracture	433612	Closed fracture of upper end of fibula
36211105	Tibia fracture	435666	Closed fracture of upper end of tibia
35707916	Gastroenteritis clostridial	4101109	Clostridial gastroenteritis
36110099	Clostridial infection	4211252	Clostridial infection
35707991	Clostridium difficile colitis	4307981	Clostridium difficile colitis
43053888	Clostridium difficile infection	193688	Clostridium difficile infection
36313083	Prothrombin level	4173906	Clotting factor II assay
36312974	Coagulation factor IX level	4193241	Clotting factor IX assay
35708655	Peritoneal cloudy effluent	40483083	Cloudy peritoneal dialysis effluent
37019443	Urine abnormality	4298419	Cloudy urine
35205022	Clubbing	4279382	Clubbing
36718198	Clumsiness	4320789	Clumsiness
36718203	Fumbling	4320789	Clumsiness
36718284	Clumsy child syndrome	4146033	Clumsiness - motor delay
36718130	Cluster headache	381278	Cluster headache
36718428	Logorrhoea	4294887	Cluttering
36312973	Coagulation factor	4014032	Coagulation factor assay
35305407	Coarctation of the aorta	321119	Coarctation of aorta
35305401	Pulmonary artery stenosis congenital	4097984	Coarctation of pulmonary artery
35708752	Tongue coated	44784165	Coating of mucous membrane of tongue
35305417	Cobb syndrome	4112768	Cobb's syndrome
36110353	Meningitis coccidioides	435182	Coccidioidal meningitis
36110351	Coccidioidomycosis	437217	Coccidioidomycosis
35306101	Cockayne's syndrome	4052211	Cockayne syndrome
35406389	Cogan's syndrome	4233620	Cogan's syndrome
36718179	Cognitive disorder	40480615	Cognitive disorder
36516860	Cogwheel rigidity	4208094	Cogwheel muscle rigidity
35305995	Cohen syndrome	4208854	Cohen syndrome
36313676	Cold agglutinins positive	4095344	Cold agglutinins present
35104287	Cold type haemolytic anaemia	4160887	Cold autoimmune hemolytic anemia
35809092	Peripheral coldness	4035643	Cold extremities
35809042	Hypothermia neonatal	434167	Cold injury syndrome of newborn
35809112	Cold sweat	4308436	Cold sweat
35708038	Colitis	4272488	Colitis
35708069	Gastroenteritis radiation	442257	Colitis due to radiation
36516770	Collagen disorder	255334	Collagen disease
37622442	Circulatory collapse	443240	Collapse
36211122	Spinal compression fracture	4222001	Collapse of vertebra
42890831	Collateral circulation	4210307	Collateral circulation
36211133	Radius fracture	4047787	Colles' fracture
45885765	Colloid brain cyst	43530615	Colloid brain cyst
35305597	Choroidal coloboma	4069075	Coloboma of choroid
35305603	Iris coloboma	4315551	Coloboma of iris
35305617	Coloboma	437292	Coloboma of optic disc
35707797	Colonic fistula	4059276	Colonic fistula
35707857	Colonic haematoma	4095094	Colonic hematoma
36312699	Colonoscopy abnormal	4208962	Colonoscopy abnormal
36312700	Colonoscopy normal	4197456	Colonoscopy normal
36110862	Colorado tick fever	4274011	Colorado tick fever
35707768	Gastrointestinal stoma complication	196454	Colostomy and enterostomy malfunction
36110458	Colostomy infection	45757223	Colostomy infection
35306048	Brain malformation	4102687	Colpocephaly
36315922	Colposcopy abnormal	45771100	Colposcopy abnormal
42890266	Colposcopy normal	45763912	Colposcopy normal
36718288	Coma	380834	Coma
36718290	Coma neonatal	372444	Coma in the newborn
42889046	Molybdenum cofactor deficiency	4106562	Combined molybdoflavoprotein enzyme deficiency
36818715	Heterotopic pregnancy	4135209	Combined pregnancy
36918914	Automatism, command	4143011	Command automatism
35205158	Truncus arteriosus persistent	441950	Common arterial trunk
35909428	Bile duct stone	4145717	Common bile duct calculus
36009958	Immunodeficiency common variable	435228	Common variable agammaglobulinemia
35205343	Univentricular heart	434146	Common ventricle
42889203	Commotio retinae	4214756	Commotio retinae
36918927	Communication disorder	4150614	Communication disorder
36516882	Compartment syndrome	134734	Compartment syndrome
36919217	Compensation neurosis	4142811	Compensation neurosis
45886102	Complement deficiency disease	4083784	Complement deficiency disease
36313752	Complement factor	4024529	Complement factor
35204903	Atrioventricular block complete	320744	Complete atrioventricular block
36312854	Full blood count	4132152	Complete blood count
36211610	Abortion induced complete complicated	441073	Complete legal termination of pregnancy
36818636	Abortion spontaneous complete complicated	436742	Complete miscarriage with renal failure
35205124	Transposition of the great vessels	316226	Complete transposition of great vessels
36718512	Complex partial seizures	4236312	Complex partial epileptic seizure
36718391	Complex regional pain syndrome	4134577	Complex regional pain syndrome
36211063	Complicated fracture	4181642	Complicated fracture
36109994	Progressive massive fibrosis	4119442	Complicated pneumoconiosis
35809320	Adverse event	433128	Complication
35808914	Infusion related reaction	438661	Complication of infusion
36211675	Peritoneal dialysis complication	444024	Complication of peritoneal dialysis
36211617	Complications of limb reattachment surgery	78650	Complication of reattached upper extremity
36818688	Complication of delivery	441364	Complication of the puerperium
35707756	Complications of intestinal transplant	200906	Complication of transplanted intestines
35909482	Complications of transplanted liver	200616	Complication of transplanted liver
36211729	Complications of transplanted lung	257755	Complication of transplanted lung
35707726	Complications of transplanted pancreas	25698	Complication of transplanted pancreas
36211777	Vaccination complication	433025	Complication of vaccination
36211064	Compression fracture	4071579	Compression fracture
36718150	Brain compression	377550	Compression of brain
45885568	Optic nerve compression	4249573	Compression of optic nerve
36818773	Umbilical cord compression	4193765	Compression of umbilical cord
42890819	Vascular compression	317003	Compression of vein
36918900	Compulsions	4053320	Compulsive behavior
36919027	Pathological gambling	436959	Compulsive gambling
42890625	Compulsive handwashing	4085210	Compulsive handwashing
36919017	Compulsive hoarding	4084868	Compulsive hoarding
36919089	Obsessive-compulsive personality disorder	43021804	Compulsive personality disorder
36313903	Computerised tomogram abnormal	4030754	Computed tomography result abnormal
36211215	Concussion	378001	Concussion with no loss of consciousness
36918920	Conduct disorder	443617	Conduct disorder
35406358	Conductive deafness	377888	Conductive hearing loss
35707878	Anogenital warts	198075	Condyloma acuminatum
35707882	Condyloma latum	4239550	Condyloma latum
36918997	Confabulation	4072241	Confabulation
42890364	Confluent and reticulate papillomatosis	4233357	Confluent AND reticulate papillomatosis
36718301	Confusional state	381273	Confusional state
35305537	Congenital Eustachian tube anomaly	373850	Congenital abnormality of Eustachian tube
35305541	Anomaly of external ear congenital	375913	Congenital abnormality of external ear
35306196	Anorchism	4153345	Congenital absence of both testes
42890222	Amastia	4152999	Congenital absence of breast with absent nipple
35306215	Congenital genital malformation	4291794	Congenital absence of cervix
35305958	Congenital absence of cranial vault	4319333	Congenital absence of cranial vault
35305542	Anotia	381384	Congenital absence of external ear
35306209	Sertoli-cell-only syndrome	4250626	Congenital absence of germinal epithelium of testes
35306248	Pulmonary aplasia	4279620	Congenital absence of lung
35306188	Ovarian agenesis	4003569	Congenital absence of ovary
35104816	Congenital thymus absence	4239718	Congenital absence of thymus
35306199	Congenital vas deferens absence	4199766	Congenital absence of vas deferens
35305972	Congenital absence of vertebra	75915	Congenital absence of vertebra
35305553	Adrenogenital syndrome	4029573	Congenital adrenal hyperplasia
35305738	Bruton's agammaglobulinaemia	4019094	Congenital agammaglobulinemia
35305613	Amblyopia congenital	44806965	Congenital amblyopia
35104082	Congenital anaemia	434156	Congenital anemia
35305596	Aniridia	440195	Congenital aniridia
35305493	Congenital anomaly	4029540	Congenital anomaly
35305555	Congenital anomaly of adrenal gland	201399	Congenital anomaly of adrenal gland
35305580	Eye anterior chamber congenital anomaly	438546	Congenital anomaly of anterior chamber of eye
35305408	Congenital aortic anomaly	314463	Congenital anomaly of aorta
35305728	Congenital hepatobiliary anomaly	4187364	Congenital anomaly of bile ducts
35306178	Breast malformation	73866	Congenital anomaly of breast
35205145	Congenital cardiovascular anomaly	141124	Congenital anomaly of cardiovascular system
36517128	Cartilage development disorder	437097	Congenital anomaly of cartilage
35305598	Congenital choroidal anomaly	4316347	Congenital anomaly of choroid
35305582	Congenital corneal anomaly	4134614	Congenital anomaly of cornea
35306221	Congenital diaphragmatic anomaly	196217	Congenital anomaly of diaphragm
35305673	Gastrointestinal malformation	198249	Congenital anomaly of digestive system
35305557	Congenital endocrine anomaly	140526	Congenital anomaly of endocrine gland
35305697	Congenital oesophageal anomaly	23868	Congenital anomaly of esophagus
35305619	Congenital eye disorder	372424	Congenital anomaly of eye
35305590	Congenital eyelid malformation	380510	Congenital anomaly of eyelid
35306180	Congenital fallopian tube anomaly	198861	Congenital anomaly of fallopian tubes
35306181	Congenital genital malformation female	4243365	Congenital anomaly of female genital system
35305681	Congenital intestinal malformation	200837	Congenital anomaly of fixation of intestine
35305732	Gallbladder anomaly congenital	4175814	Congenital anomaly of gallbladder
35305420	Congenital gastrointestinal vessel anomaly	200836	Congenital anomaly of gastrointestinal tract
35306255	Congenital hair disorder	132724	Congenital anomaly of hair
35305536	Congenital anomaly of inner ear	375921	Congenital anomaly of inner ear
35306273	Congenital skin disorder	432725	Congenital anomaly of integument
35305600	Congenital iris anomaly	4029355	Congenital anomaly of iris
35305997	Congenital joint malformation	4316226	Congenital anomaly of joint
35305604	Congenital lacrimal gland anomaly	373579	Congenital anomaly of lacrimal gland
35305937	Limb malformation	134741	Congenital anomaly of limb
35306250	Pulmonary malformation	257094	Congenital anomaly of lung
35305534	Anomaly of middle ear congenital	373014	Congenital anomaly of middle ear
35305703	Congenital oral malformation	133303	Congenital anomaly of mouth
35306258	Congenital nail disorder	138864	Congenital anomaly of nail
35305630	Congenital optic nerve anomaly	436806	Congenital anomaly of optic disc
35305614	Anomaly of orbit, congenital	441953	Congenital anomaly of orbit
35305535	Congenital anomalies of ear ossicles	440199	Congenital anomaly of ossicles of ear
35306183	Congenital ovarian anomaly	198853	Congenital anomaly of ovary
35306238	Congenital pharyngeal anomaly	23865	Congenital anomaly of pharynx
35305581	Posterior segment of eye anomaly congenital	441669	Congenital anomaly of posterior segment of eye
35305583	Congenital scleral disorder	440514	Congenital anomaly of sclera
35306296	Skin malformation	132446	Congenital anomaly of skin
35306051	Congenital spinal cord anomaly	133013	Congenital anomaly of spinal cord
35305987	Spine malformation	81670	Congenital anomaly of spine
35104788	Spleen malformation	193308	Congenital anomaly of spleen
35305661	Congenital gastric anomaly	194151	Congenital anomaly of stomach
35306127	Congenital bladder anomaly	443748	Congenital anomaly of the bladder
35305921	Congenital hand malformation	4145142	Congenital anomaly of the hand
35305431	Renal vessel congenital anomaly	195363	Congenital anomaly of the kidney
35305716	Congenital tongue anomaly	433862	Congenital anomaly of tongue
35306253	Respiratory tract malformation	443913	Congenital anomaly of trachea
35306173	Congenital ureteric anomaly	193312	Congenital anomaly of ureter
35306137	Congenital urethral anomaly	199929	Congenital anomaly of urethra
35305608	Aphakia congenital	381949	Congenital aphakia
35305418	Congenital arteriovenous fistula	4044896	Congenital arteriovenous fistula
35305409	Congenital aortic atresia	4253808	Congenital atresia of aorta
35205060	Aortic valve atresia	4197259	Congenital atresia of aortic valve
35305686	Duodenal atresia	4196964	Congenital atresia of duodenum
35305701	Oesophageal atresia	4095108	Congenital atresia of esophagus
